article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Hurricane Ida to hit Gulf Coast on Sunday as possible Category 4 storm,Unavailable,News,,Unavailable,LIVE,1.0,False,False
Biden warns another attack at Kabul airport is ‘highly likely’,Unavailable,News,,Unavailable,LIVE,2.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,3.0,False,False
Here's why the Supreme Court just voted to expose millions to risk of eviction,Unavailable,News,Politics Insider,Unavailable,Yesterday,4.0,False,False
"Among the troops who died in Kabul, two women on the frontline",Unavailable,News,The New York Times,Unavailable,5 hours ago,5.0,False,False
Attacks on transgender women expose MS-13 gang’s grip on an L.A. park,Unavailable,News,Los Angeles Times,Unavailable,Last night,6.0,False,False
Where everyone moved during the pandemic,Unavailable,News,Strategy Insider,Unavailable,Yesterday,7.0,False,False
"Robert F. Kennedy’s killer, Sirhan Sirhan, is recommended for parole",Unavailable,News,Los Angeles Times,Unavailable,Last night,8.0,False,False
TikTok has *banned* the 'Milk Crate Challenge' as doctors say going viral isn't worth an emergency room visit,Unavailable,News,Los Angeles Times,Unavailable,Last night,9.0,False,False
The forgotten gift that led a Holocaust survivor to the US soldier who helped her 76 years ago,Unavailable,News,Telegraph Books,Unavailable,This morning,10.0,False,False
First 'murder hornet' nest of 2021 destroyed in Washington state,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,11.0,False,False
"Oxford study on breakthrough COVID-19 cases in Vietnam does not show that vaccinated people carry a higher viral load, according to Reuters and AP",Unavailable,News,,Unavailable,This morning,12.0,False,False
Biden weighs speeding up Covid booster shot timeline by 3 months,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,13.0,False,False
The hottest back-to-school accessory is a $24 face mask. Good luck trying to buy one,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,14.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,15.0,False,False
US military conducts airstrike against self-styled Islamic State in Afghanistan after airport attack,Unavailable,News,,Unavailable,Last night,16.0,False,False
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,17.0,False,False
Ida expected to make landfall in Louisiana on the 16th anniversary of Hurricane Katrina,Unavailable,News,Chron,Unavailable,Yesterday,18.0,False,False
What the Kabul bombings took from one family,Unavailable,News,The New York Times,Unavailable,Yesterday,19.0,False,False
Justice Stephen Breyer on retirement and the role of politics at the U.S. Supreme Court,Unavailable,News,The New York Times,Unavailable,Yesterday,20.0,False,False
Afghan all-girl robotics team follows dreams in Mexico after fleeing Taliban,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,21.0,False,False
Big business pledged nearly $50 billion for racial justice after George Floyd’s death. Where did the money go?,Unavailable,News,The Washington Post,Unavailable,Yesterday,22.0,False,False
