article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Voting rights push reinvigorates as House Dems tee up new bill next week,https://www.msn.com/en-us/news/politics/voting-rights-push-reinvigorates-as-house-dems-tee-up-new-bill-next-week/ar-AAMKHjn?ocid=Peregrine,Top Stories,POLITICO,Unavailable,,1.0,False,False
'The war has changed': US documents sound alarm on Delta variant,https://www.msn.com/en-us/news/world/the-war-has-changed-us-documents-sound-alarm-on-delta-variant/ar-AAMKFAU?ocid=Peregrine,Top Stories,AFP,Unavailable,,1.1,False,False
"20 Most Miserable Cities In America, According To The ""Misery Index""",https://trace.mediago.io/api/bidder/track?tn=9220dd482c2a49631b4e66cca9f5f0ee&price=QcuNxbwrE_T8vEys-_esJd8xknuUWTi1vcwDTKlP5pg&evt=102&rid=f78f82ea013b1a8d8dcdaf1367ac922a&campaignid=1016262&impid=vlp-infopane-3&offerid=1594573&test=0&time=1627666603&cp=5Y5jNtIvxX03aK3dVwsCkfEBKr4mBwYAxjlHoI4ZC14&clickid=21_f78f82ea013b1a8d8dcdaf1367ac922a_vlp-infopane-3&acid=266&trackingid=21d750593ecfc1e841c7b7f2e57d4966&uid=292134565DCE62950C9924D25C9C632E&jt=2&url=LjDprycj5zm-G-gsrSmNGM4I9_0Dl5m6jCVahVJ_3wI1CytwCOxBWJndeQHADP97sKoaNYKyt3ShzzALn4TrxEdkOtClaurh13APA3OaXtNi32IYUJoBgaj_Ovj8a1WVLpcS4__o8W1r1VEWdOZB-FKqiZBvZ7R9crExMz4ODymSO4AaNilfxrqZ1rhbvYnTTh1TiIQmi2TeQ6MYbVF5uEVadS0G49lgNtrxqQIdtAdSQWNd5WUSt-LaFAGTociwYo2-6MKpRfJ8xGgii-8oJ8Z31TjnGe3SoxUF_Ro8RLTnpjIW389vDEs53H_er96pZ1rdznSGIbOwZtoIQnv5A_spY4g83aF3bWTAHYHsXJKNP4a2wPvQir0JRewu-csZM8ZlSLyeyNf9RAvgdroZjQ&bm=2&la=en&cn=us&cid=1038569&info=SBtJik0rZTI5nYMQA8_lA_CWbdhOuDOoPgnp9Dz2QcaTEZnDGegC-FVO8UW1e6TgqM1FLq24nqqGGZa-Hr0Olw,Top Stories,AdFacty Life,Unavailable,,1.2,False,True
UK appears to defy dire ‘freedom day’ predictions as Covid cases fall,https://www.msn.com/en-us/news/world/uk-appears-to-defy-dire-freedom-day-predictions-as-covid-cases-fall/ar-AAMKNkI?ocid=Peregrine,Top Stories,The Guardian,Unavailable,,1.3,False,False
Lawmakers want to know about 'every minute' of Jan. 6: A DOJ policy change may help compel Trump officials to testify,https://www.msn.com/en-us/news/politics/lawmakers-want-to-know-about-every-minute-of-jan-6-a-doj-policy-change-may-help-compel-trump-officials-to-testify/ar-AAMJHs0?ocid=Peregrine,Top Stories,USA TODAY,Unavailable,,1.4,False,False
Couple Takes In Stray Dog Only To Watch Him Transform Before Their Very Eyes,https://trace.mediago.io/api/bidder/track?tn=9220dd482c2a49631b4e66cca9f5f0ee&price=gThUU-LxKP7KBKuos64AJ0M6XqilXuxvm7Os1VYhJa4&evt=102&rid=f78f82ea013b1a8d8dcdaf1367ac922a&campaignid=1018328&impid=vlp-infopane-6&offerid=1645877&test=0&time=1627666603&cp=YVb0sOvl-fwC8KkvnUdz-8MTLPfK6YpKEb2NJAsI5sU&clickid=21_f78f82ea013b1a8d8dcdaf1367ac922a_vlp-infopane-6&acid=19&trackingid=00fba610e320889d56c4cfdd9f538498&uid=292134565DCE62950C9924D25C9C632E&jt=2&url=4ItkLtmlsgREmxmmxT27ZGifEVFnJHsTGHuz4y1OW1wua6q-XU1ZFyaJnDu5PhSVTMsvQC2rC2_XFZpY4Ph5JHyERHXJOGxkx1pJ2HpK8GMR7xWl-FT6GiH677IUUMlfFWdcG5CPV5Y_kNb__fOLuGd6F0NJV95uHCq8s0gfbPamIlqpNHXeWaVtftwbi53B0n17z2mzHJkGRs4uFMq8yLB7NrABiZXVgn7dQ_7wGfD1miVU-s1FzKEXHmgIU4cX9FrjTENqH5hqPIZ3TfojdjE5yKQ6MeE-dJhDM0PVK_HVASkvk79kChch5RVfWW88wSFRPjDD_yjO_T3ndFAls8klIp-6orygUdF22A5KY7OEmdlj7DMZEWk6jZQSre78cvh8ttk02asWz5noDwrzEA&bm=2&la=en&cn=us&cid=1042281&info=nyBzaEwmmK7R9wgEW1ZEQn1PF43AcWnZmLns3BSP0DKItUZcKOYXHWiY6h1zyeZOpBXBICaMzS4WtR4-YHzJHg,Top Stories,AdPost Fun,Unavailable,,1.5,False,True
NY Times delays return to office,https://www.msn.com/en-us/news/politics/ny-times-delays-return-to-office/ar-AAMKFDW?ocid=Peregrine,Top Stories,The Hill,Unavailable,,1.6,False,False
U.S. Covid vaccination rates rise as Americans in hard-hit states rush to get shots amid delta fears,https://www.msn.com/en-us/news/us/u-s-covid-vaccination-rates-rise-as-americans-in-hard-hit-states-rush-to-get-shots-amid-delta-fears/ar-AAMKTEJ?ocid=Peregrine,Top Stories,CNBC,Unavailable,,1.7,False,False
UK and Romanian crew killed in attack on tanker off coast of Oman,https://www.msn.com/en-us/news/world/uk-and-romanian-crew-killed-in-attack-on-tanker-off-coast-of-oman/ar-AAMKFB0?ocid=Peregrine,Top Stories,CNN,Unavailable,,1.8,False,False
FC Isle of Man 'buzzing' for first league match,https://www.msn.com/en-us/news/world/fc-isle-of-man-buzzing-for-first-league-match/ar-AAMKRH5?ocid=Peregrine,Top Stories,BBC News,Unavailable,,1.9,False,False
