article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Flooding remains a threat as Ida moves northeast,Unavailable,News,,Unavailable,LIVE,1.0,False,False
"Tulane University is evacuating students today after claiming Hurricane Ida made a sudden, unpredicted turn toward the Big Easy.",Unavailable,News,Chron,Unavailable,1 hour ago,2.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,3.0,False,False
Here's what the Taliban did after the last U.S. troops left Afghanistan,Unavailable,News,Los Angeles Times,Unavailable,Last night,4.0,False,False
He wrote about why he got a COVID vaccination. Then he was fired.,Unavailable,News,USA TODAY Opinion,Unavailable,Yesterday,5.0,False,False
UN Peacekeepers Fathered A Generation of Children. The Families They Left Behind Are Desperate For Help.,Unavailable,News,BuzzFeed News,Unavailable,Yesterday,6.0,False,False
Traffic was gridlocked for hours throughout most of South Lake Tahoe as the city rushed to evacuate,Unavailable,News,SFGATE,Unavailable,Last night,7.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,3 hours ago,8.0,False,False
"What’s in the Afghan biometric databases left to the Taliban? Almost everything, insiders say.",Unavailable,News,MIT Technology Review,Unavailable,Yesterday,9.0,False,False
"The Caldor Fire could damage Lake Tahoe's iconic blue waters: “We’ve never had a fire of this extent before... This one is off the charts""",Unavailable,News,CalMatters,Unavailable,2 hours ago,10.0,False,False
"Remote work turns sleepy towns into booming exurbs, crowding schools and worsening traffic",Unavailable,News,The Wall Street Journal,Unavailable,3 hours ago,11.0,False,False
Leftist streamer Hasan Piker faced criticism for buying a $2.7M home. But Gen Z’s favorite pundit says he wants to change the right's narrative about the left.,Unavailable,News,Digital Culture Insider,Unavailable,Last night,12.0,False,False
Fire crews are using chair lifts at Kirkwood to battle the Caldor Fire,Unavailable,News,SFGATE,Unavailable,Last night,13.0,False,False
These are the World’s Safest Cities in 2021!,Unavailable,News,TimesTravel,Unavailable,Yesterday,14.0,False,False
"As Caldor fire reaches Lake Tahoe Basin, crews scramble to prevent worst-case scenario",Unavailable,News,Los Angeles Times,Unavailable,1 hour ago,15.0,False,False
"Family says 10 people, including 7 children, were killed in Kabul drone strike; U.S. is investigating",Unavailable,News,Los Angeles Times,Unavailable,Yesterday,16.0,False,False
Here's how you can avoid some major interview pitfalls,Unavailable,News,Strategy Insider,Unavailable,Earlier today,17.0,False,False
"Image claiming gridlock traffic following Hurricane Ida is from the 405 Freeway in Los Angeles in 2017, according to The Associated Press and fact-checkers",Unavailable,News,,Unavailable,Yesterday,18.0,False,False
How whales help fight climate change 🐳,Unavailable,News,NowThis,Unavailable,Yesterday,19.0,False,False
This AI program will create a mashup of any songs you want,Unavailable,News,Input,Unavailable,Yesterday,20.0,False,False
The hidden micro-stresses ruling your life - and how to stop them,Unavailable,News,The Telegraph,Unavailable,Yesterday,21.0,False,False
"Last US military plane leaves Afghanistan, meets Aug. 31 deadline",Unavailable,News,USA TODAY,Unavailable,Last night,22.0,False,False
