article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"Women were not photographed walking Afghanistan's streets in chains following the Taliban's recent takeover, AP, Reuters and Alt News Hindi say",Unavailable,News,,Unavailable,1 hour ago,1.0,False,False
"""My daughter will be taken by the Taliban"": The fears of those left behind in Afghanistan",Unavailable,News,Telegraph World News,Unavailable,Yesterday,2.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,3.0,False,False
How much money a single person needs to earn to get by in every U.S. state,Unavailable,News,CNBC Make It,Unavailable,Yesterday,4.0,False,False
Saturn’s insides are sloshing around,Unavailable,News,MIT Technology Review,Unavailable,Earlier today,5.0,False,False
Chaos at Kabul airport after Taliban takeover,Unavailable,News,Reuters,Unavailable,Earlier today,6.0,False,False
"American hospitals buckle under Delta, with ICUs filling Up",Unavailable,News,The New York Times,Unavailable,Yesterday,7.0,False,False
California builds a ‘Noah’s Ark’ to protect wildlife from extinction by fire and heat,Unavailable,News,Los Angeles Times,Unavailable,2 hours ago,8.0,False,False
Heat is killing workers in the U.S. — and there are no federal rules to protect them,Unavailable,News,NPR,Unavailable,Yesterday,9.0,False,False
"California wells are running dry: ""People are still going to lose access to drinking water. And we don’t really have a new plan for addressing that""",Unavailable,News,CalMatters,Unavailable,Earlier today,10.0,False,False
"Who is Mullah Abdul Ghani Baradar, the Taliban commander set to rule Afghanistan?",Unavailable,News,Telegraph World News,Unavailable,Yesterday,11.0,False,False
"Guinea rail builders blast in chimpanzee habitat, the home to tens of thousands of apes, with no plan to protect them",Unavailable,News,Reuters Science News,Unavailable,Yesterday,12.0,False,False
Some people are doubling their salary by secretly working two jobs from home,Unavailable,News,The Wall Street Journal,Unavailable,Yesterday,13.0,False,False
'Beyond hazardous': Here's how bad Tahoe air quality has been this summer,Unavailable,News,San Francisco Chronicle,Unavailable,5 hours ago,14.0,False,False
U.S. aims for one flight an hour out of Kabul as evacuations resume,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,15.0,False,False
Afghans are racing to erase their online lives,Unavailable,News,WIRED UK,Unavailable,Yesterday,16.0,False,False
Texas Gov. Greg Abbott tests positive for COVID-19,Unavailable,News,Chron,Unavailable,Yesterday,17.0,False,False
WHO says it’s concerned after a second suspected Ebola case was detected in Côte d’Ivoire,Unavailable,News,,Unavailable,Last night,18.0,False,False
Countries around the world welcome first Afghanistan evacuees,Unavailable,News,Bloomberg Quicktake,Unavailable,4 hours ago,19.0,False,False
Gov. Gavin Newsom says mandatory California water restrictions could be coming soon,Unavailable,News,SFGATE,Unavailable,3 hours ago,20.0,False,False
"As ballots go out in California's recall election, polls show a dead heat",Unavailable,News,The New York Times,Unavailable,Yesterday,21.0,False,False
Apple's Double Agent,Unavailable,News,Motherboard,Unavailable,This afternoon,22.0,False,False
