article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion
Demolition at site of Surfside building collapse could happen before Tropical Storm Elsa's impact,https://news.google.com/articles/CAIiEDnR7_yW0SLcpaFg6DgtR_sqGQgEKhAIACoHCAowntT-CjDj_fYCMNm03gU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,WPLG Local 10,https://news.google.com/publications/CAAqBwgKMJ7U_gow4_32Ag?hl=en-US&gl=US&ceid=US%3Aen,2021-07-04T17:37:39Z,1.0,False
Surfside Condo Wreckage Hints at First Signs of Possible Construction Flaw,https://news.google.com/articles/CAIiEEWe_UQf6OC8PPK71GWi2l4qFwgEKg8IACoHCAowjuuKAzCWrzwwqIQY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The New York Times,https://news.google.com/publications/CAAqBwgKMI7rigMwlq88?hl=en-US&gl=US&ceid=US%3Aen,2021-07-03T23:39:04Z,1.1,False
"Florida condo collapse: 2 latest victims ID'd, including mother of 7-year-old found in rubble",https://news.google.com/articles/CAIiEB0ZVou3t0Sw1HFUARW15VcqGQgEKhAIACoHCAowwL2ICzCckocDMP2lqQY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Fox News,https://news.google.com/publications/CAAqBwgKMMC9iAswnJKHAw?hl=en-US&gl=US&ceid=US%3Aen,2021-07-04T10:20:07Z,1.2,False
Post-Surfside collapse scrutiny already shuts down one building. What else is out there? | Editorial,https://news.google.com/articles/CAIiEBuLVyoz8o2d7qzKsJFc5BwqGQgEKhAIACoHCAow3oP-CjCIx_YCMMq63AU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Miami Herald,https://news.google.com/publications/CAAqBwgKMN6D_gowiMf2Ag?hl=en-US&gl=US&ceid=US%3Aen,2021-07-04T10:08:03Z,1.3,True
Opinion | Ron DeSantis can't let a Surfside inquiry become the usual political cover job,https://news.google.com/articles/CAIiEAgtBi_tdkbZALi5qrde2TUqGAgEKg8IACoHCAowjtSUCjC30XQw_qe5AQ?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Washington Post,https://news.google.com/publications/CAAqBwgKMI7UlAowt9F0?hl=en-US&gl=US&ceid=US%3Aen,2021-07-03T22:03:25Z,1.4,True
Biden’s July 4 Gathering to Celebrate Progress Against Covid-19,https://news.google.com/articles/CAIiENVTkIIvDC1k-BDfdZxA-DEqGAgEKg8IACoHCAow1tzJATDnyxUwxcrPBg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Wall Street Journal,https://news.google.com/publications/CAAqBwgKMNbcyQEw58sV?hl=en-US&gl=US&ceid=US%3Aen,2021-07-04T09:30:00Z,2.0,False
Biden's Fourth of July celebrations clouded by a gnawing concern over the Delta variant of Covid-19,https://news.google.com/articles/CAIiEJhzp1tP0TcYX-R2sxh6MlcqMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN ,https://news.google.com/publications/CAAiEKc6EUjSxJukEfvjGrDC0gIqFAgKIhCnOhFI0sSbpBH74xqwwtIC?hl=en-US&gl=US&ceid=US%3Aen,2021-07-04T15:37:31Z,2.1,False
"Biden White House serves up burgers, nostalgia for July Fourth",https://news.google.com/articles/CBMiRmh0dHBzOi8vbmV3cy55YWhvby5jb20vYmlkZW4td2hpdGUtaG91c2Utc2VydmVzLWJ1cmdlcnMtMTAwODQxMzE1Lmh0bWzSAU5odHRwczovL25ld3MueWFob28uY29tL2FtcGh0bWwvYmlkZW4td2hpdGUtaG91c2Utc2VydmVzLWJ1cmdlcnMtMTAwODQxMzE1Lmh0bWw?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Yahoo News,,2021-07-04T10:08:41Z,2.2,False
President Biden due in Crystal Lake next week,https://news.google.com/articles/CAIiEG6JtbR0YEj-G6onwtL5LWYqFwgEKg4IACoGCAowlPVUMLXBDDCo488G?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Chicago Tribune,https://news.google.com/publications/CAAqBggKMJT1VDC1wQw?hl=en-US&gl=US&ceid=US%3Aen,2021-07-03T23:20:12Z,2.3,False
Bidens host first big White House event of their tenure for July 4th,https://news.google.com/articles/CAIiEDxLwpOqGZmdRyW7f6qp_iEqMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIwpvTQBg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN ,https://news.google.com/publications/CAAiEKc6EUjSxJukEfvjGrDC0gIqFAgKIhCnOhFI0sSbpBH74xqwwtIC?hl=en-US&gl=US&ceid=US%3Aen,2021-07-04T15:23:46Z,2.4,False
