article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"COVID-19 vaccines are extremely effective at preventing serious illness and deaths, trials show",Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,3.0,False,False
Wildfires burn through forests and villages in parts of Turkey and Greece,Unavailable,News,,Unavailable,This morning,4.0,False,False
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,5.0,False,False
"As the next Covid-19 waves arrive, we should prioritize children",Unavailable,News,Bloomberg Opinion,Unavailable,This morning,6.0,False,False
"Proof of vaccination has been a requirement for international travel for decades, medical experts and journalists say",Unavailable,News,,Unavailable,LIVE,7.0,False,False
"How to prepare for, prevent and respond to wildfires",Unavailable,News,,Unavailable,LIVE,8.0,False,False
Updates on wildfire season in the western US and Canada,Unavailable,News,,Unavailable,LIVE,9.0,False,False
"After getting his DNA results, he messaged a stranger: I think you might be my father",Unavailable,News,Los Angeles Times,Unavailable,"August 1, 2021",10.0,False,False
"For many, the belated realization that Covid will be ‘a long war’ sparks anger and denial",Unavailable,News,STAT,Unavailable,"August 2, 2021",11.0,False,False
"Where the CDC recommends wearing masks indoors, state by state",Unavailable,News,The New York Times,Unavailable,"August 6, 2021",12.0,False,False
"'If what I just heard becomes public, the president will be impeached.’ The man who sparked Trump’s first impeachment tells his story",Unavailable,News,USA TODAY,Unavailable,"August 4, 2021",13.0,False,False
Americans are very willing to take pay cuts to never go into the office again,Unavailable,News,Bloomberg Wealth,Unavailable,"August 3, 2021",14.0,False,False
"100-Year-Old Alleged Former Nazi Will Stand Trial on Charges of Involvement of the Deaths of Nearly 3,500 Jews",Unavailable,News,Inside Edition,Unavailable,"August 6, 2021",15.0,False,False
