article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Experts and studies agree vaccinations against COVID-19 provide stronger protection than natural immunity,Unavailable,News,,Unavailable,4 hours ago,1.0,False,False
AccuWeather's 2021-2022 US Winter Forecast,Unavailable,News,AccuWeather,Unavailable,5 hours ago,2.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,3.0,False,False
Care About Gabby Petito. But Keep That Same Energy for POC and LGBTQ People Too,Unavailable,News,NBCLX,Unavailable,This afternoon,4.0,False,False
"A mega-comet, which scientists thought was a dwarf planet, is approaching our solar system",Unavailable,News,The Weather Channel India,Unavailable,,5.0,False,False
Teen who ran over 6 cyclists outside Houston walks free,Unavailable,News,Chron,Unavailable,Yesterday,6.0,False,False
Why crypto investors were left unfazed by the latest China ban,Unavailable,News,Bloomberg Wealth,Unavailable,Yesterday,7.0,False,False
Stephanie Grisham’s new book details Trump’s ‘terrifying’ temper,Unavailable,News,The New York Times,Unavailable,Yesterday,8.0,False,False
N.C. hospital system fires about 175 workers in one of the largest-ever mass terminations due to a vaccine mandate,Unavailable,News,The Washington Post,Unavailable,Yesterday,9.0,False,False
It took an unrelenting drought and record-low reservoir levels for these two California water agencies to settle a bitter dispute,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,10.0,False,False
“The reality is we’re creating God.” An interview with the Silicon Valley supergeek who believes we face an apocalyptic threat from AI,Unavailable,News,The Times,Unavailable,This morning,11.0,False,False
About 45% of the world has been vaccinated so far. See how the global Covid vaccine rollout is going.,Unavailable,News,The New York Times,Unavailable,Yesterday,12.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,13.0,False,False
Fat Bear Week is here,Unavailable,News,Reuters,Unavailable,This morning,14.0,False,False
How Covid misinformation created a run on ivermectin,Unavailable,News,The New York Times,Unavailable,Yesterday,15.0,False,False
Warby Parker makes its public debut on the NYSE,Unavailable,News,CNBC,Unavailable,This afternoon,16.0,False,False
How a 'thirsty’ atmosphere is propelling Northern California’s drought into the record books,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,17.0,False,False
Your drawer full of old tech could have a new life — or start a fire. Here’s how to handle it.,Unavailable,News,The Washington Post,Unavailable,Yesterday,18.0,False,False
How a War Over Weed and Water Led to a Deadly Police Shooting,Unavailable,News,VICE News,Unavailable,Earlier today,19.0,False,False
Business as usual for Afghan opium trade as Taliban ban goes up in smoke,Unavailable,News,Telegraph World News,Unavailable,Last night,20.0,False,False
Jury finds R. Kelly guilty in federal trial,Unavailable,News,,Unavailable,LIVE,21.0,False,False
Scientists and public health experts say that vaccines are safe for most people,Unavailable,News,,Unavailable,LIVE,22.0,False,False
