article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"People should still get vaccinated even if they’ve already had COVID-19, health agencies and medical experts say",Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
"Astronomers see back of a black hole for first time, proving Albert Einstein was right",Unavailable,News,The Telegraph,Unavailable,This afternoon,3.0,False,False
Activision Blizzard lashed out when accused of sexism. Workers protest that response,Unavailable,News,Los Angeles Times,Unavailable,This afternoon,4.0,False,False
The SBA Is launching a fast forgiveness portal,Unavailable,News,Inc.,Unavailable,Yesterday,5.0,False,False
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,6.0,False,False
"For the record, this lake in Patagonia is not supposed to be neon pink",Unavailable,News,Mic,Unavailable,Yesterday,7.0,False,False
Photos show destructive wildfires blazing through California,Unavailable,News,Insider,Unavailable,Yesterday,8.0,False,False
Activision Blizzard employees walkout after company responds to harassment and discrimination lawsuit,Unavailable,News,,Unavailable,5 hours ago,9.0,False,False
A Pasadena startup got billions selling COVID tests. Then came questions,Unavailable,News,Los Angeles Times,Unavailable,4 hours ago,10.0,False,False
How climate change is making parts of the world too hot and humid to survive,Unavailable,News,The Washington Post,Unavailable,This afternoon,11.0,False,False
This homeless encampment will be co-run by the people who live in it,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,12.0,False,False
How furries are making virtual reality actually worth visiting,Unavailable,News,Input,Unavailable,Earlier today,13.0,False,False
Fed votes to leave interest rates unchanged,Unavailable,News,CNBC,Unavailable,This afternoon,14.0,False,False
Rising seas are coming for big tech campuses. Who will pay to protect them?,Unavailable,News,NPR,Unavailable,Yesterday,15.0,False,False
Biden says White House exploring vaccine mandate for federal employees,Unavailable,News,The Washington Post,Unavailable,Yesterday,16.0,False,False
The Pentagon may let a lifesaving system that tracks wildfires expire,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,17.0,False,False
"'This is how I'm going to die': At Jan. 6 hearing, officers tell of harrowing attacks",Unavailable,News,USA TODAY,Unavailable,Last night,18.0,False,False
How to mend your broken pandemic brain,Unavailable,News,MIT Technology Review,Unavailable,Yesterday,19.0,False,False
The pandemic changed how we spent our time. See how.,Unavailable,News,The New York Times,Unavailable,Yesterday,20.0,False,False
