article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Schumer introduces measure for federal decriminalization of marijuana,https://www.msn.com/en-us/news/politics/schumer-introduces-measure-for-federal-decriminalization-of-marijuana/ar-AAM9y2B?ocid=BingNews,Top stories,The Washington Post,Unavailable,27m,1.0,False,False
Evacuation of Afghan interpreters who worked with US military to begin last week of July,https://www.msn.com/en-us/news/us/evacuation-of-afghan-interpreters-who-worked-with-us-military-to-begin-last-week-of-july/ar-AAM9LHr?ocid=BingNews,Top stories,USA TODAY,Unavailable,11m,2.0,False,False
EXPLAINER: Are we going to need COVID-19 booster shots?,https://www.msn.com/en-us/news/us/explainer-are-we-going-to-need-covid-19-booster-shots/ar-AAM9BUL?ocid=BingNews,Top stories,Associated Press,Unavailable,2h,3.0,False,False
Biden arrives on Capitol Hill to pitch his spending plans,https://www.msn.com/en-us/news/politics/biden-arrives-on-capitol-hill-to-pitch-his-spending-plans/ar-AAM9GsM?ocid=BingNews,Top stories,The Washington Post,Unavailable,1h,4.0,False,False
New Bill to Legalize Marijuana at Federal Level but Allows States to Maintain Prohibition,https://www.msn.com/en-us/news/us/new-bill-to-legalize-marijuana-at-federal-level-but-allows-states-to-maintain-prohibition/ar-AAM9EPO?ocid=BingNews,Top stories,Newsweek,Unavailable,1h,5.0,False,False
Senior Democrats prepare Medicare and climate initiatives as well as tax increases on wealthy as details of $3.5 trillion budget deal emerge,https://www.msn.com/en-us/news/politics/senior-democrats-prepare-medicare-and-climate-initiatives-as-well-as-tax-increases-on-wealthy-as-details-of-35-trillion-budget-deal-emerge/ar-AAM9tXG?ocid=BingNews,Top stories,The Washington Post,Unavailable,2h,6.0,False,False
"Taliban Claim They Control 85 Percent of Afghanistan, Take Over Pakistan Border Crossing",https://www.msn.com/en-us/news/world/taliban-claim-they-control-85-percent-of-afghanistan-take-over-pakistan-border-crossing/ar-AAM9M2S?ocid=BingNews,Top stories,Newsweek,Unavailable,1h,7.0,False,False
Democrats land on $3.5 trillion budget agreement,https://www.msn.com/en-us/news/politics/democrats-land-on-35-trillion-budget-agreement/ar-AAM7O7J?ocid=BingNews,Top stories,ABC News,Unavailable,14h,8.0,False,False
Biden to Announce 'Operation Allied Refuge' to Airlift All Eligible Afghans,https://www.msn.com/en-us/news/world/biden-to-announce-operation-allied-refuge-to-airlift-all-eligible-afghans/ar-AAM9ui2?ocid=BingNews,Top stories,Newsweek,Unavailable,2h,9.0,False,False
George W. Bush says ending U.S. military mission in Afghanistan is a mistake,https://www.msn.com/en-us/news/world/george-w-bush-says-ending-us-military-mission-in-afghanistan-is-a-mistake/ar-AAM92qF?ocid=BingNews,Top stories,The Washington Post,Unavailable,4h,10.0,False,False
NFL star Richard Sherman arrested on domestic violence charge,https://www.msn.com/en-us/sports/nfl/nfl-star-richard-sherman-arrested-on-domestic-violence-charge/ar-AAM9xy2?ocid=BingNews,Top stories,NBC News,Unavailable,59m,11.0,False,False
Fear and Misery in an Afghan City Where Taliban Stalk the Streets,https://www.msn.com/en-us/news/world/fear-and-misery-in-an-afghan-city-where-taliban-stalk-the-streets/ar-AAM8Hv0?ocid=BingNews,Top stories,The New York Times,Unavailable,2h,12.0,False,False
Poll: Which is your favorite Rams jersey?,https://www.msn.com/en-us/sports/nfl/poll-which-is-your-favorite-rams-jersey/ar-AAM9NL6?ocid=BingNews,Sports,Rams Wire,Unavailable,53m,1.0,False,False
2022 5-star Michigan football target sets decision date,https://www.msn.com/en-us/sports/ncaafb/2022-5-star-michigan-football-target-sets-decision-date/ar-AAM9xXA?ocid=BingNews,Sports,Wolverines Wire,Unavailable,35m,2.0,False,False
