article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
"Over 700,000 people have died of Covid in the U.S., making this the deadliest pandemic in American history",Unavailable,News,The New York Times,Unavailable,"October 2, 2021",3.0,False,False
🏳️‍🌈  October is LGBTQ History Month 🏳️‍⚧️,Unavailable,News,,Unavailable,LIVE,4.0,False,False
How United found success with its coronavirus vaccine mandate,Unavailable,News,The New York Times,Unavailable,Yesterday,5.0,False,False
NWSL games postponed following sexual misconduct accusations,Unavailable,News,,Unavailable,Last night,6.0,False,False
Climate Change is making the Earth lose its shine,Unavailable,News,The Weather Channel India,Unavailable,,7.0,False,False
Abortion rights take center stage at 2021 Women's March,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,8.0,False,False
USPS implements new standards that will slow mail delivery services,Unavailable,News,,Unavailable,Last night,9.0,False,False
National Hispanic Heritage Month runs through October 15,Unavailable,News,,Unavailable,LIVE,10.0,False,False
Wildfire season continues across the western US and Canada,Unavailable,News,,Unavailable,LIVE,11.0,False,False
"Biden's vaccine mandate for workers is supported by legal precedents, experts say",Unavailable,News,,Unavailable,LIVE,12.0,False,False
President Biden signs legislation to avoid government shutdown,Unavailable,News,,Unavailable,Last night,13.0,False,False
2021 Women’s March underway in Washington DC and across the US,Unavailable,News,,Unavailable,Last night,14.0,False,False
"How to prepare for, prevent and respond to wildfires",Unavailable,News,,Unavailable,LIVE,15.0,False,False
N.C. hospital system fires about 175 workers in one of the largest-ever mass terminations due to a vaccine mandate,Unavailable,News,The Washington Post,Unavailable,"September 28, 2021",16.0,False,False
