article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"Oxford study on breakthrough COVID-19 cases in Vietnam does not show that vaccinated people carry a higher viral load, according to Reuters and AP",Unavailable,News,,Unavailable,3 hours ago,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
TikTok has *banned* the 'Milk Crate Challenge' as doctors say going viral isn't worth an emergency room visit,Unavailable,News,Los Angeles Times,Unavailable,Last night,3.0,False,False
The hottest back-to-school accessory is a $24 face mask. Good luck trying to buy one,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,4.0,False,False
Biden weighs speeding up Covid booster shot timeline by 3 months,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,5.0,False,False
Ida expected to make landfall in Louisiana on the 16th anniversary of Hurricane Katrina,Unavailable,News,Chron,Unavailable,Yesterday,6.0,False,False
Where everyone moved during the pandemic,Unavailable,News,Strategy Insider,Unavailable,Yesterday,7.0,False,False
First 'murder hornet' nest of 2021 destroyed in Washington state,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,8.0,False,False
US military conducts airstrike against self-styled Islamic State in Afghanistan after airport attack,Unavailable,News,,Unavailable,Last night,9.0,False,False
What the Kabul bombings took from one family,Unavailable,News,The New York Times,Unavailable,Yesterday,10.0,False,False
"Pfizer's COVID-19 vaccine protects against severe illness, hospitalization and death, according to the CDC",Unavailable,News,,Unavailable,Last night,11.0,False,False
"Robert F. Kennedy’s killer, Sirhan Sirhan, is recommended for parole",Unavailable,News,Los Angeles Times,Unavailable,Last night,12.0,False,False
Justice Stephen Breyer on retirement and the role of politics at the U.S. Supreme Court,Unavailable,News,The New York Times,Unavailable,Yesterday,13.0,False,False
Meet the Trailblazing Afghan Girls Robotics Team Welcomed to Mexico,Unavailable,News,Inside Edition,Unavailable,Last night,14.0,False,False
Live updates: Evacuations reportedly resume after at least 169 Afghans and 13 US troops were killed in a suicide bombing near the Kabul airport,Unavailable,News,Insider,Unavailable,3 hours ago,15.0,False,False
Big business pledged nearly $50 billion for racial justice after George Floyd’s death. Where did the money go?,Unavailable,News,The Washington Post,Unavailable,Yesterday,16.0,False,False
Attacks on transgender women expose MS-13 gang’s grip on an L.A. park,Unavailable,News,Los Angeles Times,Unavailable,Last night,17.0,False,False
The forgotten gift that led a Holocaust survivor to the US soldier who helped her 76 years ago,Unavailable,News,Telegraph Books,Unavailable,This morning,18.0,False,False
The latest news and updates from Afghanistan under Taliban control,Unavailable,News,,Unavailable,LIVE,19.0,False,False
