article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,1.0,False,False
"If you own an Apple product, you should update it now — yes, right now.",Unavailable,News,The New York Times,Unavailable,This evening,2.0,False,False
Food service workers are more stressed than ever. Could closing restaurants for mental health breaks help?,Unavailable,News,San Francisco Chronicle,Unavailable,5 hours ago,3.0,False,False
"As a doctor, I don't hate the unvaccinated. But I rage at COVID disinformation profiteers",Unavailable,News,SFChronicle Opinion,Unavailable,This afternoon,4.0,False,False
"While most Asian Americans are against California's recall, here's why some haven't forgiven Newsom for his nail salon remark",Unavailable,News,Los Angeles Times,Unavailable,Earlier today,5.0,False,False
Wrecked cars are getting more expensive,Unavailable,News,Bloomberg Opinion,Unavailable,Yesterday,6.0,False,False
Dramatic photos and video show Route Fire burning on both sides of California's Interstate 5,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,7.0,False,False
"Tahoe ski resort Squaw Valley finally loses its 'racist, sexist' name, is now Palisades Tahoe",Unavailable,News,SFGATE,Unavailable,3 hours ago,8.0,False,False
The latest news and updates from Afghanistan under Taliban control,Unavailable,News,,Unavailable,LIVE,9.0,False,False
Here's when you can expect to know the outcome of the California recall election,Unavailable,News,SFGATE,Unavailable,This afternoon,10.0,False,False
Schizophrenia is being diagnosed in nursing home residents at an alarming rate,Unavailable,News,The New York Times,Unavailable,Yesterday,11.0,False,False
What the California recall polls say going into election day,Unavailable,News,San Francisco Chronicle,Unavailable,2 hours ago,12.0,False,False
"Ivermectin is not authorized for treatment of COVID-19, according to the FDA",Unavailable,News,,Unavailable,LIVE,13.0,False,False
How much power would a GOP governor have if they win California's recall election,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,14.0,False,False
"COVID-19 vaccines are extremely effective at preventing serious illness and deaths, trials show",Unavailable,News,,Unavailable,LIVE,15.0,False,False
Renting a car will be a pain until at least 2022,Unavailable,News,Los Angeles Times,Unavailable,Earlier today,16.0,False,False
"Wildfires rage in Sequoia National Park, threatening groves of giant trees, forcing closures",Unavailable,News,Los Angeles Times,Unavailable,5 hours ago,17.0,False,False
