article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
What to know about COVID-19 vaccine booster shots,Unavailable,News,,Unavailable,Yesterday,1.0,False,False
I 3D-Printed a Glock to See How Far Homemade Guns Have Come,Unavailable,News,VICE News,Unavailable,3 hours ago,2.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,3.0,False,False
"The ""Great Resignation"" is likely to continue, as 55% of Americans anticipate looking for a new job",Unavailable,News,CNBC,Unavailable,3 hours ago,4.0,False,False
"The edge of our Solar System may consist of more foreign, interstellar objects than local bodies!",Unavailable,News,The Weather Channel India,Unavailable,,5.0,False,False
Why workers in Hollywood aren't joining the 'Great Resignation' even though COVID hit entertainment hard,Unavailable,News,Media Insider,Unavailable,Yesterday,6.0,False,False
"Seth Moulton and another lawmaker flew to Kabul amid the chaotic evacuation, stunning US officials",Unavailable,News,Boston.com,Unavailable,Yesterday,7.0,False,False
What is ‘close contact’ in the era of the delta variant?,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,8.0,False,False
"Afghan teen who clung to U.S. plane and fell to his death said ""I have to try"" to get out",Unavailable,News,The Wall Street Journal,Unavailable,Yesterday,9.0,False,False
"Multiple fatalities reported following two explosions outside Kabul airport, a Taliban spokesperson confirms",Unavailable,News,,Unavailable,2 hours ago,10.0,False,False
"Covid vaccine effectiveness declined after delta variant surged, CDC says",Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,11.0,False,False
The delta variant. Wildfire smoke. Should we all just be wearing N95s now?,Unavailable,News,San Francisco Chronicle,Unavailable,3 hours ago,12.0,False,False
The harrowing untold stories from 9/11,Unavailable,News,The Telegraph,Unavailable,This morning,13.0,False,False
The cotton tote bag crisis,Unavailable,News,The New York Times,Unavailable,"August 24, 2021",14.0,False,False
Afghan all-girl robotics team members land in Mexico after fleeing Taliban,Unavailable,News,Reuters,Unavailable,This morning,15.0,False,False
Texas Gov. Greg Abbott bans mandates on COVID-19 vaccines regardless of whether they have full FDA approval,Unavailable,News,Texas Tribune,Unavailable,Yesterday,16.0,False,False
South Lake Tahoe could see an evacuation warning as the Caldor Fire nears,Unavailable,News,SFGATE,Unavailable,Yesterday,17.0,False,False
"In Afghanistan, they climbed mountains. Now, these girls are on the run from the Taliban",Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,18.0,False,False
Russia begins evacuations out of Afghanistan as the security situation deteriorates,Unavailable,News,,Unavailable,Last night,19.0,False,False
"In first interview from prison, an upbeat Aleksei Navalny discusses prison life",Unavailable,News,The New York Times,Unavailable,Yesterday,20.0,False,False
