article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,1.0,False,False
Could the Delta variant impact schools? Here's what the variant means for unvaccinated kids,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,2.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,3.0,False,False
COVID-19 and lasting erectile dysfunction: Here’s what we know,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,4.0,False,False
It’s so hot that millions of Canada’s sea creatures are cooking to death in their shells,Unavailable,News,Toronto Star,Unavailable,Earlier today,5.0,False,False
Jeff Bezos officially steps down as Amazon CEO,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,6.0,False,False
"Former US president Donald Trump announces class action lawsuit against Twitter, Facebook and Google",Unavailable,News,,Unavailable,This afternoon,7.0,False,False
"Enough with the COVID-19 delta variant panic in California, UCSF doctor urges",Unavailable,News,SFGATE,Unavailable,This afternoon,8.0,False,False
California Capitol reinstates mask mandate after COVID outbreak,Unavailable,News,San Francisco Chronicle,Unavailable,4 hours ago,9.0,False,False
"Six months after the Capitol riot, are people being held accountable?",Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,10.0,False,False
The downtown office district was vulnerable. Even before Covid.,Unavailable,News,The New York Times,Unavailable,This afternoon,11.0,False,False
One mother's human-rights victory over hardline COVID restrictions,Unavailable,News,Maclean's Magazine,Unavailable,This afternoon,12.0,False,False
"Biden announces door-to-door outreach, more strategies to boost vaccinations",Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,13.0,False,False
Five things to know about the COVID-19 Delta variant,Unavailable,News,Al Jazeera English,Unavailable,This morning,14.0,False,False
"Rural America is still rejecting Covid vaccines, despite the growing threat of the delta variant",Unavailable,News,Bloomberg,Unavailable,This morning,15.0,False,False
Thousands of eligible kids may not get the new child tax credit that could transform their lives,Unavailable,News,The Boston Globe,Unavailable,Earlier today,16.0,False,False
Ageism against people 50 years and older could cost the economy trillions of dollars,Unavailable,News,Business Insider,Unavailable,Yesterday,17.0,False,False
Crumbling houses going for millions are a sign property is too hot,Unavailable,News,Bloomberg Opinion,Unavailable,This afternoon,18.0,False,False
Wildfire season in the western US and Canada has started,Unavailable,News,,Unavailable,LIVE,19.0,False,False
