article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Mask mandate returns to Los Angeles as coronavirus cases rise,https://www.msn.com/en-us/news/us/mask-mandate-returns-to-los-angeles-as-coronavirus-cases-rise/ar-AAMcEs1?ocid=BingNews,Top stories,Reuters,Unavailable,1h,1.0,False,False
6 more victims of Champlain Towers condo collapse identified as recovery nears end,https://www.msn.com/en-us/news/us/6-more-victims-of-champlain-towers-condo-collapse-identified-as-recovery-nears-end/ar-AAMcDoa?ocid=BingNews,Top stories,Miami Herald,Unavailable,1h,2.0,False,False
Lone Star Showdown Day 4: Texas Democrats meet with Sen. Joe Manchin in DC,https://www.msn.com/en-us/news/us/lone-star-showdown-day-4-texas-democrats-meet-with-sen-joe-manchin-in-dc/ar-AAMcEdk?ocid=BingNews,Top stories,KHOU-TV Houston,Unavailable,2h,3.0,False,False
Biden and Merkel vow to defend against Russian aggression in White House meeting,https://www.msn.com/en-us/news/world/biden-and-merkel-vow-to-defend-against-russian-aggression-in-white-house-meeting/ar-AAMcX4S?ocid=BingNews,Top stories,The Guardian,Unavailable,1h,4.0,False,False
"Dozens dead, more than 1,000 may be missing after floods in Germany",https://www.msn.com/en-us/news/world/dozens-dead-more-than-1000-may-be-missing-after-floods-in-germany/ar-AAMcm9K?ocid=BingNews,Top stories,NBC News,Unavailable,1h,5.0,False,False
Bipartisan Lawmakers Seek Infrastructure Deal by Next Week,https://www.msn.com/en-us/news/politics/bipartisan-lawmakers-seek-infrastructure-deal-by-next-week/ar-AAMcfNm?ocid=BingNews,Top stories,The Wall Street Journal.,Unavailable,3h,6.0,False,False
Child Tax Credit: Here's when payments will hit accounts,https://www.msn.com/en-us/money/taxes/child-tax-credit-heres-when-payments-will-hit-accounts/ar-AAM5YGF?ocid=BingNews,Top stories,CBS News,Unavailable,12h,7.0,False,False
Biden to tout program likened to universal basic income for kids,https://www.msn.com/en-us/news/politics/biden-to-tout-program-likened-to-universal-basic-income-for-kids/ar-AAMbT15?ocid=BingNews,Top stories,Reuters,Unavailable,9h,8.0,False,False
‘No courage or skill’: Trump denies plotting coup and trashes Gen. Mark Milley,https://www.msn.com/en-us/news/politics/no-courage-or-skill-trump-denies-plotting-coup-and-trashes-gen-mark-milley/ar-AAMcHVn?ocid=BingNews,Top stories,Pittsburgh Post-Gazette,Unavailable,3h,9.0,False,False
"U.S. general feared Trump would attempt coup, book says",https://www.msn.com/en-us/news/politics/us-general-feared-trump-would-attempt-coup-book-says/ar-AAMcGGg?ocid=BingNews,Top stories,CBS News,Unavailable,2h,10.0,False,False
"The Trailer: Clear eyes, fully entrenched base: Why Texas Democrats think they can’t lose by fleeing the state",https://www.msn.com/en-us/news/politics/the-trailer-clear-eyes-fully-entrenched-base-why-texas-democrats-think-they-can-t-lose-by-fleeing-the-state/ar-AAMctVv?ocid=BingNews,Top stories,The Washington Post,Unavailable,3h,11.0,False,False
L.A. to Require Masks Indoors Again as Delta Variant Rages,https://www.msn.com/en-us/money/other/la-to-require-masks-indoors-again-as-delta-variant-rages/ar-AAMcu6C?ocid=BingNews,Top stories,Bloomberg,Unavailable,58m,12.0,False,False
Report: Colts remain among teams with lowest vaccination rates,https://www.msn.com/en-us/sports/nfl/report-colts-remain-among-teams-with-lowest-vaccination-rates/ar-AAMcV8r?ocid=BingNews,Sports,Colts Wire,Unavailable,34m,1.0,False,False
Clock is ticking for Steelers to sign OL Kendrick Green to rookie contract,https://www.msn.com/en-us/sports/nfl/clock-is-ticking-for-steelers-to-sign-ol-kendrick-green-to-rookie-contract/ar-AAMcXPq?ocid=BingNews,Sports,Steelers Wire,Unavailable,20m,2.0,False,False
Yankees-Red Sox ppd after New York positive COVID tests,https://www.msn.com/en-us/sports/mlb/yankees-red-sox-ppd-after-new-york-positive-covid-tests/ar-AAMcer7?ocid=BingNews,Sports,Associated Press,Unavailable,4h,3.0,False,False
"Chad Johnson reveals unused TD celebration, has Chiefs talking about doing it",https://www.msn.com/en-us/sports/nfl/chad-johnson-reveals-unused-td-celebration-has-chiefs-talking-about-doing-it/ar-AAMcNYV?ocid=BingNews,Sports,Bengals Wire,Unavailable,34m,4.0,False,False
"Chicago Cubs trade Joc Pederson to the Atlanta Braves, the 1st move in what could be a busy few weeks for the team",https://www.msn.com/en-us/sports/mlb/chicago-cubs-trade-joc-pederson-to-the-atlanta-braves-the-1st-move-in-what-could-be-a-busy-few-weeks-for-the-team/ar-AAMcNZL?ocid=BingNews,Sports,Chicago Tribune,Unavailable,18m,5.0,False,False
"Miles McBride, former Moeller HS and WVU standout guard, goes No. 17 in CBS' mock draft",https://www.msn.com/en-us/sports/ncaabk/miles-mcbride-former-moeller-hs-and-wvu-standout-guard-goes-no-17-in-cbs-mock-draft/ar-AAMcV6K?ocid=BingNews,Sports,Cincinnati Enquirer,Unavailable,24m,6.0,False,False
NFL declines comment on Buccaneers’ failure to disclose Tom Brady’s knee injury,https://www.msn.com/en-us/sports/nfl/nfl-declines-comment-on-buccaneers-failure-to-disclose-tom-brady-s-knee-injury/ar-AAMcGz7?ocid=BingNews,Sports,NBC Sports,Unavailable,2h,7.0,False,False
Analysis: Taylor Moton deal provides Panthers with much-needed stability,https://www.msn.com/en-us/sports/nfl/analysis-taylor-moton-deal-provides-panthers-with-much-needed-stability/ar-AAMcFBx?ocid=BingNews,Sports,Panthers Wire,Unavailable,4h,8.0,False,False
Heat’s Bam Adebayo realizing role with Team USA while learning about international game,https://www.msn.com/en-us/sports/more-sports/heat-s-bam-adebayo-realizing-role-with-team-usa-while-learning-about-international-game/ar-AAMcL0G?ocid=BingNews,Sports,Sun Sentinel,Unavailable,2h,9.0,False,False
"As four coaches depart University of Hartford after decision to leave Division I, John Gallagher makes a stand for the men’s basketball program",https://www.msn.com/en-us/sports/ncaabk/as-four-coaches-depart-university-of-hartford-after-decision-to-leave-division-i-john-gallagher-makes-a-stand-for-the-men-s-basketball-program/ar-AAMcLfX?ocid=BingNews,Sports,Hartford Courant,Unavailable,1h,10.0,False,False
Listen: Sean McVay talks coaching with Joe Judge on 'Flying Coach' podcast,https://www.msn.com/en-us/sports/nfl/listen-sean-mcvay-talks-coaching-with-joe-judge-on-flying-coach-podcast/ar-AAMcK2A?ocid=BingNews,Sports,Rams Wire,Unavailable,4h,11.0,False,False
Raiders C Andre James named worst starting center in the NFL,https://www.msn.com/en-us/sports/nfl/raiders-c-andre-james-named-worst-starting-center-in-the-nfl/ar-AAMcFcW?ocid=BingNews,Sports,Raiders Wire,Unavailable,4h,12.0,False,False
L.A. County will require masks indoors amid alarming rise in coronavirus cases,https://www.msn.com/en-us/health/medical/la-county-will-require-masks-indoors-amid-alarming-rise-in-coronavirus-cases/ar-AAMcHSF?ocid=BingNews,U.S.,The LA Times,Unavailable,4h,1.0,False,False
"1 officer killed, 3 wounded in standoff with Texas gunman",https://www.msn.com/en-us/news/crime/1-officer-killed-3-wounded-in-standoff-with-texas-gunman/ar-AAMcIFA?ocid=BingNews,U.S.,Associated Press,Unavailable,2h,2.0,False,False
Businesses help encourage vaccination in new COVID hotspots,https://www.msn.com/en-us/news/us/businesses-help-encourage-vaccination-in-new-covid-hotspots/ar-AAMcKEO?ocid=BingNews,U.S.,CBS News,Unavailable,3h,3.0,False,False
Arizona Senate hears plea for more Maricopa election materials or risk 'incomplete audit',https://www.msn.com/en-us/news/politics/arizona-senate-hears-plea-for-more-maricopa-election-materials-or-risk-incomplete-audit/ar-AAMcLcJ?ocid=BingNews,U.S.,Washington Examiner,Unavailable,2h,4.0,False,False
"‘A Serious, Violent Incident.’ Promotion of an ‘Anti-Trans’ Paperback Stirs Criticism of Amazon, American Booksellers Association",https://www.msn.com/en-us/news/us/e2-80-98a-serious-violent-incident-e2-80-99-promotion-of-an-e2-80-98anti-trans-e2-80-99-paperback-stirs-criticism-of-amazon-american-booksellers-association/ar-AAMcz0k?ocid=BingNews,U.S.,Time,Unavailable,4h,5.0,False,False
