article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion
FBI swarms Brian Laundrie’s family home to execute search warrant related to Gabby Petito investigation,https://news.google.com/articles/CBMia2h0dHBzOi8vd3d3LndmbGEuY29tL25ld3Mvc2FyYXNvdGEtY291bnR5L3BvbGljZS1zd2FybS1icmlhbi1sYXVuZHJpZXMtZmFtaWx5LWhvbWUtcHV0LXVwLWNyaW1lLXNjZW5lLXRhcGUv0gFvaHR0cHM6Ly93d3cud2ZsYS5jb20vbmV3cy9zYXJhc290YS1jb3VudHkvcG9saWNlLXN3YXJtLWJyaWFuLWxhdW5kcmllcy1mYW1pbHktaG9tZS1wdXQtdXAtY3JpbWUtc2NlbmUtdGFwZS9hbXAv?hl=en-US&gl=US&ceid=US%3Aen,Headlines,WFLA,,2021-09-20T14:12:27Z,1.0,False
Body 'consistent with description' of Gabby Petito found in Bridger-Teton National Forest,https://news.google.com/articles/CBMiSmh0dHBzOi8vd3d3LnlhaG9vLmNvbS9nbWEvdW5pZGVudGlmaWVkLWJvZHktZm91bmQtbmVhci1hcmVhLTIxMzkwMDIxOC5odG1s0gFSaHR0cHM6Ly93d3cueWFob28uY29tL2FtcGh0bWwvZ21hL3VuaWRlbnRpZmllZC1ib2R5LWZvdW5kLW5lYXItYXJlYS0yMTM5MDAyMTguaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Yahoo! Voices,,2021-09-19T22:16:00Z,1.1,False
FBI searches family home of Gabby Petito's fiancé Brian Laundrie after her likely remains were found,https://news.google.com/articles/CAIiEB_jXxut-_cKZgm_sOaayA0qGQgEKhAIACoHCAowocv1CjCSptoCMPrTpgU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN,https://news.google.com/publications/CAAqBwgKMKHL9QowkqbaAg?hl=en-US&gl=US&ceid=US%3Aen,2021-09-20T16:36:22Z,1.2,False
"Missing person reports for Petito, Laundrie released as police suspend search in Carlton Reserve",https://news.google.com/articles/CBMiqgFodHRwczovL3d3dy5oZXJhbGR0cmlidW5lLmNvbS9zdG9yeS9uZXdzL2NyaW1lLzIwMjEvMDkvMjAvc2VhcmNoLWJyaWFuLWxhdW5kcmllLWNhcmx0b24tcmVzZXJ2ZS1mbG9yaWRhLXN1c3BlbmRlZC1jYXNlLWNyaW1pbmFsLWludmVzdGlnYXRvbi1nYWJieS1wZXRpdG8tYm9keS84NDE3MzQzMDAyL9IBLGh0dHBzOi8vYW1wLmhlcmFsZHRyaWJ1bmUuY29tL2FtcC84NDE3MzQzMDAy?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Sarasota Herald-Tribune,,2021-09-20T13:58:06Z,1.3,True
"Remains of Gabby Petito found, bringing search to grisly end",https://news.google.com/articles/CBMikQFodHRwczovL3d3dy5ub3J0aGNlbnRyYWxwYS5jb20vbmV3cy9yZW1haW5zLW9mLWdhYmJ5LXBldGl0by1mb3VuZC1icmluZ2luZy1zZWFyY2gtdG8tZ3Jpc2x5LWVuZC9hcnRpY2xlX2I2NzU0M2VlLTE5YTQtMTFlYy1hNmQ1LTczNTViMTk3Yzk1Yy5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,NorthcentralPa.com,,2021-09-20T00:30:00Z,1.4,False
US to lift Covid travel ban for vaccinated passengers from UK and most of EU,https://news.google.com/articles/CAIiEO8-xNvhbiS-pjIr_eNRqn8qFggEKg4IACoGCAowl6p7MN-zCTDlkko?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Guardian,https://news.google.com/publications/CAAqBggKMJeqezDfswk?hl=en-US&gl=US&ceid=US%3Aen,2021-09-20T15:15:19Z,2.0,False
US to ease travel restrictions on fully vaccinated foreign visitors,https://news.google.com/articles/CAIiEJ7PTK8kjZb3uFNDun27L5oqGQgEKhAIACoHCAowocv1CjCSptoCMPrTpgU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN,https://news.google.com/publications/CAAqBwgKMKHL9QowkqbaAg?hl=en-US&gl=US&ceid=US%3Aen,2021-09-20T15:11:18Z,2.1,False
U.S. to ease travel restrictions for foreign visitors who are vaccinated against Covid,https://news.google.com/articles/CAIiEMqZTD7bS5WxFVIJ8bsBD6sqGQgEKhAIACoHCAow2Nb3CjDivdcCMP3ungY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNBC,https://news.google.com/publications/CAAqBwgKMNjW9wow4r3XAg?hl=en-US&gl=US&ceid=US%3Aen,2021-09-20T15:48:42Z,2.2,False
US to lift Covid travel ban for fully vaccinated UK and EU travellers - BBC News,https://news.google.com/articles/CCAiC25sOTJkdDN6em5jmAEB?hl=en-US&gl=US&ceid=US%3Aen,Headlines,BBC News,,2021-09-20T15:20:45Z,2.3,False
U.S. to Lift Travel Ban on Vaccinated Visitors,https://news.google.com/articles/CAIiEHxy_oE3rf6eqj8WjmnOXukqFwgEKg8IACoHCAowjuuKAzCWrzwwloEY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The New York Times,https://news.google.com/publications/CAAqBwgKMI7rigMwlq88?hl=en-US&gl=US&ceid=US%3Aen,2021-09-20T16:35:44Z,2.4,False
