article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
Dow drops sharply on Covid concerns,Unavailable,News,CNBC,Unavailable,19 minutes ago,3.0,False,False
The definitive oral history of how Donald Trump took over the GOP,Unavailable,News,Insider,Unavailable,Yesterday,4.0,False,False
"California recall candidate lineup revealed, but generates less excitement than in 2003",Unavailable,News,Los Angeles Times,Unavailable,Last night,5.0,False,False
The Biden administration moves to appeal federal judge's decision ruling DACA unlawful,Unavailable,News,,Unavailable,Yesterday,6.0,False,False
How South Korea’s falling birth rate has led to hundreds of abandoned schools,Unavailable,News,Insider Asia,Unavailable,Yesterday,7.0,False,False
"Floods, sinkholes, wildfires, extreme heat and drought - the extreme weather events around the globe this month",Unavailable,News,Telegraph Environment,Unavailable,Yesterday,8.0,False,False
Germany knew the floods were coming – here's why they were still so devastating,Unavailable,News,The Times,Unavailable,4 hours ago,9.0,False,False
"How to prepare for, prevent and respond to wildfires",Unavailable,News,,Unavailable,LIVE,10.0,False,False
Latina journalists' ousters from Denver TV powerhouse spark outrage,Unavailable,News,NPR,Unavailable,Yesterday,11.0,False,False
Japan's scandal-hit musician for Tokyo Olympics opening event resigns,Unavailable,News,Nikkei Asia,Unavailable,4 hours ago,12.0,False,False
South African president vows to 'restore order' to the nation following days of unrest,Unavailable,News,,Unavailable,24 minutes ago,13.0,False,False
Countries grapple with devastation left by deadly floods in Europe,Unavailable,News,,Unavailable,LIVE,14.0,False,False
