article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"U.S. Preparing Plan to Offer Vaccine Boosters, Perhaps By Fall",https://www.msn.com/en-us/news/us/us-preparing-plan-to-offer-vaccine-boosters-perhaps-by-fall/ar-AANjPWR?ocid=BingNews,Top stories,The New York Times,Unavailable,49m,1.0,False,False
At least 29 dead in Haiti in wake of 7.2-magnitude earthquake,https://www.msn.com/en-us/news/world/at-least-29-dead-in-haiti-in-wake-of-72-magnitude-earthquake/ar-AANjOtE?ocid=BingNews,Top stories,The Washington Post,Unavailable,3h,2.0,False,False
"As the Taliban gains ground, Biden grapples with the ghosts of Saigon",https://www.msn.com/en-us/news/world/as-the-taliban-gains-ground-biden-grapples-with-the-ghosts-of-saigon/ar-AANigbd?ocid=BingNews,Top stories,NBC News,Unavailable,23h,3.0,False,False
"Judge orders U.S. to reinstate ""Remain in Mexico"" asylum policy",https://www.msn.com/en-us/news/us/judge-orders-us-to-reinstate-remain-in-mexico-asylum-policy/ar-AANk4gk?ocid=BingNews,Top stories,CBS News,Unavailable,2h,4.0,False,False
"As Taliban sweeps through Afghanistan, hundreds of thousands flee homes: 5 Things podcast",https://www.msn.com/en-us/news/world/as-taliban-sweeps-through-afghanistan-hundreds-of-thousands-flee-homes-5-things-podcast/ar-AANjWdg?ocid=BingNews,Top stories,USA TODAY,Unavailable,3h,5.0,False,False
U.S. Embassy in Kabul will be mostly evacuated within 72 hours,https://www.msn.com/en-us/news/world/us-embassy-in-kabul-will-be-mostly-evacuated-within-72-hours/ar-AANjZEV?ocid=BingNews,Top stories,CBS News,Unavailable,54m,6.0,False,False
"6.9 earthquake strikes off Alaska, no tsunami warning issued",https://www.msn.com/en-us/news/us/69-earthquake-strikes-off-alaska-no-tsunami-warning-issued/ar-AANjMrG?ocid=BingNews,Top stories,Associated Press,Unavailable,5h,7.0,False,False
3-year-old girl fatally shot by 5-year-old,https://www.msn.com/en-us/news/crime/3-year-old-girl-fatally-shot-by-5-year-old/ar-AANk6j4?ocid=BingNews,Top stories,ABC News,Unavailable,2h,8.0,False,False
"UK killings suspect got seized gun, license back last month",https://www.msn.com/en-us/news/world/uk-killings-suspect-got-seized-gun-license-back-last-month/ar-AANjqNP?ocid=BingNews,Top stories,Associated Press,Unavailable,9h,9.0,False,False
Reports: US Embassy in Kabul directs staff to destroy sensitive documents as many diplomats prepare for evacuation,https://www.msn.com/en-us/news/world/reports-us-embassy-in-kabul-directs-staff-to-destroy-sensitive-documents-as-many-diplomats-prepare-for-evacuation/ar-AANihKG?ocid=BingNews,Top stories,USA TODAY,Unavailable,20h,10.0,False,False
U.S. forces arrive in Kabul as Taliban continue to advance on Afghanistan's capital,https://www.msn.com/en-us/news/world/us-forces-arrive-in-kabul-as-taliban-continue-to-advance-on-afghanistans-capital/ar-AANjU9g?ocid=BingNews,Top stories,NBC News,Unavailable,3h,11.0,False,False
Chicago police officer dragged by vehicle in hit-and-run,https://www.msn.com/en-us/news/crime/chicago-police-officer-dragged-by-vehicle-in-hit-and-run/ar-AANjH8U?ocid=BingNews,Top stories,FOX News,Unavailable,6h,12.0,False,False
LOOK: Soldier Field gets hyped as Justin Fields makes Bears debut,https://www.msn.com/en-us/sports/nfl/look-soldier-field-gets-hyped-as-justin-fields-makes-bears-debut/ar-AANjSU3?ocid=BingNews,Sports,Bears Wire,Unavailable,25m,1.0,False,False
Titans' Mike Vrabel: Dez Fitzpatrick needs to show 'a lot' more,https://www.msn.com/en-us/sports/nfl/titans-mike-vrabel-dez-fitzpatrick-needs-to-show-a-lot-more/ar-AANjVbc?ocid=BingNews,Sports,Titans Wire,Unavailable,17m,2.0,False,False
Winderman: Is eight enough for Heat? It might have to be | Commentary,https://www.msn.com/en-us/sports/nba/winderman-is-eight-enough-for-heat-it-might-have-to-be-commentary/ar-AANjNLZ?ocid=BingNews,Sports,Sun Sentinel,Unavailable,5h,3.0,False,False
2021 Rookie report: How Lions newcomers fared in their preseason debuts,https://www.msn.com/en-us/sports/nfl/2021-rookie-report-how-lions-newcomers-fared-in-their-preseason-debuts/ar-AANk8GW?ocid=BingNews,Sports,Lions Wire,Unavailable,42m,4.0,False,False
What is an acceptable level to judge David Culley in the Texans' first preseason game?,https://www.msn.com/en-us/sports/nfl/what-is-an-acceptable-level-to-judge-david-culley-in-the-texans-first-preseason-game/ar-AANjSf5?ocid=BingNews,Sports,Texans Wire,Unavailable,1h,5.0,False,False
Raiders CB Isaiah Johnson cleared to come off PUP after passing physical,https://www.msn.com/en-us/sports/nfl/raiders-cb-isaiah-johnson-cleared-to-come-off-pup-after-passing-physical/ar-AANk1DC?ocid=BingNews,Sports,Raiders Wire,Unavailable,2h,6.0,False,False
"Whitehall football countdown to kickoff: Defending District 11 champ Zephyrs still have a lot to prove, plus 3 things to know",https://www.msn.com/en-us/sports/more-sports/whitehall-football-countdown-to-kickoff-defending-district-11-champ-zephyrs-still-have-a-lot-to-prove-plus-3-things-to-know/ar-AANimBy?ocid=BingNews,Sports,Allentown Morning Call,Unavailable,20m,7.0,False,False
"Aaron Rodgers, other Packers publicly lobby for Clay Matthews to be re-signed",https://www.msn.com/en-us/sports/nfl/aaron-rodgers-other-packers-publicly-lobby-for-clay-matthews-to-be-re-signed/ar-AANk6iP?ocid=BingNews,Sports,NBC Sports,Unavailable,2h,8.0,False,False
Alex Smith receives standing ovation at Oracle Park,https://www.msn.com/en-us/sports/mlb/alex-smith-receives-standing-ovation-at-oracle-park/ar-AANjPIY?ocid=BingNews,Sports,SF Gate,Unavailable,1h,9.0,False,False
