article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Fred drops to tropical depression as it heads toward potential landfall in Florida this weekend,Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
"Since COVID, an invisible disability is strikingly visible. Increased concern over smell loss is prompting new research.",Unavailable,News,The Baltimore Sun,Unavailable,Yesterday,3.0,False,False
"It stinks to buy a home, but renting is a complete nightmare, too. Here are three key reasons renters are in such a tough spot",Unavailable,News,Business Insider,Unavailable,1 hour ago,4.0,False,False
Scientists and public health experts say that vaccines are safe for most people,Unavailable,News,,Unavailable,Yesterday,5.0,False,False
The $1.2 trillion bipartisan infrastructure bill passes the Senate,Unavailable,News,,Unavailable,Last night,6.0,False,False
"Why California is doing much better with the Delta variant than Florida, Texas",Unavailable,News,Los Angeles Times,Unavailable,Yesterday,7.0,False,False
Native Americans have the highest COVID-19 vaccination rate in the U.S.,Unavailable,News,Los Angeles Times,Unavailable,3 hours ago,8.0,False,False
At least 65 people are dead in Algeria's worst wildfire in decades,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,9.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,10.0,False,False
The Best Meteor Shower of the Year Peaks Tonight. Here's How to See It,Unavailable,News,Thrillist,Unavailable,Yesterday,11.0,False,False
Sicily may have registered Europe's hottest-ever temperature of 48.8C (119.8F),Unavailable,News,,Unavailable,This morning,12.0,False,False
The world is now living through climate change,Unavailable,News,The Economist,Unavailable,Yesterday,13.0,False,False
What it's like to be an influencer's personal assistant: 'There's not really a job description',Unavailable,News,Media Insider,Unavailable,Last night,14.0,False,False
Taliban claims Afghanistan's third-largest city in the latest of 11 provincial capitals it has taken in less than a week,Unavailable,News,,Unavailable,LIVE,15.0,False,False
Everything you need to know about the sunscreen safety debate,Unavailable,News,Bloomberg Opinion,Unavailable,Yesterday,16.0,False,False
"Proof of vaccination has been a requirement for international travel for decades, medical experts and journalists say",Unavailable,News,,Unavailable,3 hours ago,17.0,False,False
"COVID-19 vaccines are extremely effective at preventing serious illness and deaths, trials show",Unavailable,News,,Unavailable,LIVE,18.0,False,False
"Overdose from exposure to fentanyl is highly unlikely, according to fact-checkers and toxicology experts",Unavailable,News,,Unavailable,Yesterday,19.0,False,False
He worked with the U.S. for 9 years. Now he's left behind in Afghanistan.,Unavailable,News,The New York Times,Unavailable,Yesterday,20.0,False,False
Millions of Americans are unemployed despite record job openings,Unavailable,News,The Wall Street Journal,Unavailable,Yesterday,21.0,False,False
