article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
US President Biden addresses the UN General Assembly in New York,Unavailable,News,,Unavailable,LIVE,1.0,False,False
"710 Indigenous people, mostly girls, were reported missing in Wyoming over the past decade — the same state where Gabby Petito disappeared",Unavailable,News,Insider News,Unavailable,Yesterday,2.0,False,False
How a brother’s obituary for his ‘Special Sister’ became a poignant internet phenomenon,Unavailable,News,Los Angeles Times,Unavailable,Last night,3.0,False,False
"FBI, police search fiancé's family home in relation to the disappearance of Gabby Petito",Unavailable,News,,Unavailable,"September 19, 2021",4.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,5.0,False,False
"In 1998, they got a tattoo for free Mexican food for life. After 22 years, was it worth it?",Unavailable,News,SFGATE,Unavailable,1 hour ago,6.0,False,False
U.S. sends back Haitian migrants at Texas border,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,7.0,False,False
FBI seizes fortune during a raid of safe deposit boxes. Why a box owner calls it a ‘bank heist in broad daylight’,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,8.0,False,False
A family lived for five generations on 500-acres of dense forest in Grizzly Flats. They lost everything in the Caldor Fire,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,9.0,False,False
New volcano mouth emerges on the Spanish island of La Palma,Unavailable,News,,Unavailable,LIVE,10.0,False,False
Here’s how the most- and least-vaccinated states fared against the latest COVID wave,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,11.0,False,False
World's biggest carbon-sucking plant opens in Iceland,Unavailable,News,NowThis,Unavailable,Yesterday,12.0,False,False
An invasion of toxic toadfish is ravaging Cyprus' fishing industry,Unavailable,News,The Telegraph,Unavailable,Yesterday,13.0,False,False
National Hispanic Heritage Month runs through October 15,Unavailable,News,,Unavailable,LIVE,14.0,False,False
A billionaire is building a huge new city in the US desert – but is it just greenwashing?,Unavailable,News,Time Out London,Unavailable,3 hours ago,15.0,False,False
Russian ringleader of Salisbury attack charged over Novichok poisoning,Unavailable,News,The Telegraph,Unavailable,This morning,16.0,False,False
Meet the youngest people to have 'completed the world',Unavailable,News,Euronews Travel,Unavailable,This morning,17.0,False,False
The Native Tribes Fighting for US Recognition to Survive Climate Change,Unavailable,News,VICE News,Unavailable,1 hour ago,18.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,19.0,False,False
