article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Taliban in control in Afghanistan after seizing presidential palace in Kabul,Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
Afghanistan’s first female mayor: ‘I’m waiting for Taliban to come for people like me and kill me’,Unavailable,News,i newspaper,Unavailable,This morning,3.0,False,False
The Taliban won. Here’s what that could mean,Unavailable,News,Los Angeles Times,Unavailable,This morning,4.0,False,False
'I'm scared I'll be killed': Afghanistan's female soldiers fear for their lives,Unavailable,News,The Telegraph,Unavailable,This morning,5.0,False,False
"After a day of silence, Biden addresses the crisis in Afghanistan: 'The buck stops with me'",Unavailable,News,Insider,Unavailable,4 hours ago,6.0,False,False
Desperate Afghans flood Kabul airport,Unavailable,News,The Globe and Mail,Unavailable,Earlier today,7.0,False,False
"Biden followed through on his promise to swiftly end America's longest war, and may be held responsible for the tragedy unfolding",Unavailable,News,Politics Insider,Unavailable,Earlier today,8.0,False,False
COVID Patients Fighting for Their Lives Are Still Refusing the Vaccine,Unavailable,News,VICE News,Unavailable,Earlier today,9.0,False,False
"COVID-19 vaccines are extremely effective at preventing serious illness and deaths, trials show",Unavailable,News,,Unavailable,LIVE,10.0,False,False
Why did the Afghan army fail to stop the Taliban's advance?,Unavailable,News,The Times,Unavailable,Earlier today,11.0,False,False
Can vaccinated people develop long Covid after a breakthrough infection?,Unavailable,News,The New York Times,Unavailable,This afternoon,12.0,False,False
Afghan women fear for their future in the country,Unavailable,News,Financial Times,Unavailable,Earlier today,13.0,False,False
"Scenes from Kabul, Afghanistan, on the first day of Taliban rule",Unavailable,News,,Unavailable,Earlier today,14.0,False,False
"The value of a Covid-19 vaccination, in three charts",Unavailable,News,Bloomberg Opinion,Unavailable,This afternoon,15.0,False,False
"Millennials' high-earning years are here, but it doesn't feel that way",Unavailable,News,The Wall Street Journal,Unavailable,This morning,16.0,False,False
"The Taliban claimed it will protect women's rights, but previously barred them from working and punished rule-breakers with beatings and death",Unavailable,News,Insider,Unavailable,Earlier today,17.0,False,False
