article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"Biden's vaccine mandate for workers is supported by legal precedents, experts say",Unavailable,News,,Unavailable,LIVE,1.0,False,False
The UN General Assembly continues in New York,Unavailable,News,,Unavailable,LIVE,2.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,3.0,False,False
"As more Californians head to Texas, a new study reveals data on how the states really stack up",Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,4.0,False,False
"A crowded park, worsening wildfire danger sparks battle between residents and California",Unavailable,News,Los Angeles Times,Unavailable,Last night,5.0,False,False
Learn more about how COVID-19 vaccines work,Unavailable,News,,Unavailable,LIVE,6.0,False,False
"A high school rescued 4,000 endangered salmon from the California drought. They’ll grow up on campus",Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,7.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,8.0,False,False
🚧 🚆 How Biden's massive infrastructure plans could change your life,Unavailable,News,Axios,Unavailable,2 hours ago,9.0,False,False
These police and fire agencies are at the center of the COVID-19 vaccine debate. There's a good reason,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,10.0,False,False
Why we're hardwired to become fascinated with true-crime cases like Gabby Petito's,Unavailable,News,Insider,Unavailable,Yesterday,11.0,False,False
How do you get vaccinated when you’re afraid of needles? This scientist found out first hand,Unavailable,News,Toronto Star,Unavailable,Yesterday,12.0,False,False
Inflation and supply shortages mean a return of empty shelves and panic buying,Unavailable,News,Bloomberg Opinion,Unavailable,Last night,13.0,False,False
Here are some phrases you should avoid using in interviews - and what to say instead,Unavailable,News,Careers Insider,Unavailable,1 hour ago,14.0,False,False
San Marino votes to legalize abortion by a wide margin,Unavailable,News,,Unavailable,Last night,15.0,False,False
Swiss approve same-sex marriage in referendum,Unavailable,News,,Unavailable,Last night,16.0,False,False
