article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion
Andrew Cuomo's doubling down. His former aides are scratching their heads.,https://news.google.com/articles/CAIiEHEkiya4TBCkGTHSjaGRY8YqGQgEKhAIACoHCAow4Zn5CjCu8uACMLTRlgY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,POLITICO,https://news.google.com/publications/CAAqBwgKMOGZ-QowrvLgAg?hl=en-US&gl=US&ceid=US%3Aen,2021-08-04T21:27:15Z,1.0,False
Andrew Cuomo's utterly disastrous response to the AG report findings,https://news.google.com/articles/CAIiEJJP0EVvcSR91h3QPI1F2X4qGQgEKhAIACoHCAowocv1CjCSptoCMPrTpgU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN,https://news.google.com/publications/CAAqBwgKMKHL9QowkqbaAg?hl=en-US&gl=US&ceid=US%3Aen,2021-08-04T16:44:23Z,1.1,False
"No, Andrew Cuomo, it’s not generational and cultural — it’s sexual harassment",https://news.google.com/articles/CBMic2h0dHBzOi8vd3d3LmJvc3Rvbmdsb2JlLmNvbS8yMDIxLzA4LzA0L29waW5pb24vbm8tYW5kcmV3LWN1b21vLWl0cy1ub3QtZ2VuZXJhdGlvbmFsLWN1bHR1cmFsLWl0cy1zZXh1YWwtaGFyYXNzbWVudC_SAYIBaHR0cHM6Ly93d3cuYm9zdG9uZ2xvYmUuY29tLzIwMjEvMDgvMDQvb3Bpbmlvbi9uby1hbmRyZXctY3VvbW8taXRzLW5vdC1nZW5lcmF0aW9uYWwtY3VsdHVyYWwtaXRzLXNleHVhbC1oYXJhc3NtZW50Lz9vdXRwdXRUeXBlPWFtcA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Boston Globe,,2021-08-04T17:37:25Z,1.2,True
"Letters to the Editor — Aug. 5, 2021",https://news.google.com/articles/CAIiEC37EWJCAl1sFr88J64LiwoqGAgEKg8IACoHCAowhK-LAjD4ySww-9S0BQ?hl=en-US&gl=US&ceid=US%3Aen,Headlines,New York Post ,https://news.google.com/publications/CAAqBwgKMISviwIw-Mks?hl=en-US&gl=US&ceid=US%3Aen,2021-08-04T22:06:47Z,1.3,True
60% of Americans think it would be bad for the country if Trump ran for president again in 2024: poll,https://news.google.com/articles/CAIiEG_eOznZR7CO-ukVaGdJ8VQqLQgEKiUIACIbd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vc2FpKgQICjAMMJD-CQ?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Business Insider,https://news.google.com/publications/CAAiG3d3dy5idXNpbmVzc2luc2lkZXIuY29tL3NhaSoECAowDA?hl=en-US&gl=US&ceid=US%3Aen,2021-08-04T20:31:09Z,2.0,False
"Unvaccinated Americans not changing their behavior, report finds",https://news.google.com/articles/CBMiTWh0dHBzOi8vbmV3cy55YWhvby5jb20vbWFueS11bnZhY2NpbmF0ZWQtYmVsaWV2ZS12YWNjaW5lcy1tb3JlLTA5MDAzMjc0OS5odG1s0gFVaHR0cHM6Ly9uZXdzLnlhaG9vLmNvbS9hbXBodG1sL21hbnktdW52YWNjaW5hdGVkLWJlbGlldmUtdmFjY2luZXMtbW9yZS0wOTAwMzI3NDkuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Yahoo News,,2021-08-04T09:00:00Z,2.1,False
Biden tells GOP governors to 'get out of the way'; US West faces dangerous weather; Olympics updates,https://news.google.com/articles/CBMiowFodHRwczovL21hZGlzb24uY29tL25ld3MvbmF0aW9uYWwvYmlkZW4tdGVsbHMtZ29wLWdvdmVybm9ycy10by1nZXQtb3V0LW9mLXRoZS13YXktdXMtd2VzdC1mYWNlcy1kYW5nZXJvdXMtd2VhdGhlci9hcnRpY2xlXzM3ZDQ5ZDhjLWJlM2EtNTY2My04OTRlLTMyNzM1ZTJhZDMzYi5odG1s0gGnAWh0dHBzOi8vbWFkaXNvbi5jb20vbmV3cy9uYXRpb25hbC9iaWRlbi10ZWxscy1nb3AtZ292ZXJub3JzLXRvLWdldC1vdXQtb2YtdGhlLXdheS11cy13ZXN0LWZhY2VzLWRhbmdlcm91cy13ZWF0aGVyL2FydGljbGVfMzdkNDlkOGMtYmUzYS01NjYzLTg5NGUtMzI3MzVlMmFkMzNiLmFtcC5odG1s?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Madison.com,,2021-08-04T11:30:00Z,2.2,False
Joe Biden's Big Vaccine Push Looks Like a Win,https://news.google.com/articles/CAIiEAq4kqW3TUPToEoFL3IMcq8qGQgEKhAIACoHCAow4uzwCjCF3bsCMIrOrwM?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Bloomberg,https://news.google.com/publications/CAAqBwgKMOLs8Aowhd27Ag?hl=en-US&gl=US&ceid=US%3Aen,2021-08-03T12:50:40Z,2.3,True
US to require COVID-19 vaccination for foreign travelers,https://news.google.com/articles/CBMiYmh0dHBzOi8vYWJjbmV3cy5nby5jb20vSGVhbHRoL3dpcmVTdG9yeS91cy1yZXF1aXJlLWNvdmlkLTE5LXZhY2NpbmF0aW9uLWZvcmVpZ24tdHJhdmVsZXJzLTc5Mjc1NzM40gFmaHR0cHM6Ly9hYmNuZXdzLmdvLmNvbS9hbXAvSGVhbHRoL3dpcmVTdG9yeS91cy1yZXF1aXJlLWNvdmlkLTE5LXZhY2NpbmF0aW9uLWZvcmVpZ24tdHJhdmVsZXJzLTc5Mjc1NzM4?hl=en-US&gl=US&ceid=US%3Aen,Headlines,ABC News,,2021-08-04T21:41:23Z,2.4,False
COVID Vaccine Booster Moratorium Proposed By WHO : Goats and Soda,https://news.google.com/articles/CAIiEIBGBGvViXDlyzF3lK5poxgqFwgEKg4IACoGCAow9vBNMK3UCDCFpJYH?hl=en-US&gl=US&ceid=US%3Aen,Headlines,NPR,https://news.google.com/publications/CAAqBggKMPbwTTCt1Ag?hl=en-US&gl=US&ceid=US%3Aen,2021-08-04T23:17:25Z,3.0,False
Vaccinated People Three Times Less Likely to Contract Delta Variant in UK Study,https://news.google.com/articles/CAIiEJ5-h_6ZPnCfyinISQJEYOUqFQgEKg0IACoGCAowlIECMLBMMJ-mHg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Gizmodo,https://news.google.com/publications/CAAqBggKMJSBAjCwTA?hl=en-US&gl=US&ceid=US%3Aen,2021-08-04T16:00:00Z,3.1,False
"COVID-19: Double-jabbed are half as likely to be infected with coronavirus, study finds",https://news.google.com/articles/CBMiRGh0dHBzOi8vdWsubmV3cy55YWhvby5jb20vY292aWQtMTktZG91YmxlLWphYmJlZC1oYWxmLTAwNDQwMDAxMC5odG1s0gFMaHR0cHM6Ly91ay5uZXdzLnlhaG9vLmNvbS9hbXBodG1sL2NvdmlkLTE5LWRvdWJsZS1qYWJiZWQtaGFsZi0wMDQ0MDAwMTAuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Yahoo News UK,,2021-08-04T00:44:00Z,3.2,False
'Bulletproof' Man With COVID Begs Everyone to Get Vaccine,https://news.google.com/articles/CAIiEOAPU6YBLRDoCKR7J39NNcAqMwgEKioIACIQddKeXuXzkc_CYc77W_FUlSoUCAoiEHXSnl7l85HPwmHO-1vxVJUwj4HqBg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Newser,https://news.google.com/publications/CAAiEHXSnl7l85HPwmHO-1vxVJUqFAgKIhB10p5e5fORz8Jhzvtb8VSV?hl=en-US&gl=US&ceid=US%3Aen,2021-08-04T16:33:33Z,3.3,False
'The vaccine was the safest thing': High Point woman encourages COVID-19 vaccine after recent pregnancy,https://news.google.com/articles/CAIiELKLXa4TkxsEGecjaxC_CuQqGAgEKg8IACoHCAoww83xCTDR_Bgw57WYBg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,WXII12 Winston-Salem,https://news.google.com/publications/CAAqBwgKMMPN8Qkw0fwY?hl=en-US&gl=US&ceid=US%3Aen,2021-08-04T21:36:00Z,3.4,False
Arkansas governor regrets signing ban on mask mandates,https://news.google.com/articles/CAIiEJ2ZVzOf4p53xLbfSUqPNB8qGAgEKg8IACoHCAowhK-LAjD4ySww69W0BQ?hl=en-US&gl=US&ceid=US%3Aen,Headlines,New York Post ,https://news.google.com/publications/CAAqBwgKMISviwIw-Mks?hl=en-US&gl=US&ceid=US%3Aen,2021-08-04T22:15:00Z,4.0,False
Arkansas GOP governor says he regrets ban on mask mandates as Covid-19 cases surge,https://news.google.com/articles/CAIiEBInma6WlvA3U-u5jj9s9ksqGQgEKhAIACoHCAowocv1CjCSptoCMPrTpgU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN,https://news.google.com/publications/CAAqBwgKMKHL9QowkqbaAg?hl=en-US&gl=US&ceid=US%3Aen,2021-08-04T21:43:41Z,4.1,False
Arkansas governor says he regrets law banning mask mandates,https://news.google.com/articles/CAIiEPj2vKhSS-YpoZPS6ZE8EbsqGQgEKhAIACoHCAownvOTCzCHjqkDMLa6lAc?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Yahoo News,https://news.google.com/publications/CAAqBwgKMJ7zkwswh46pAw?hl=en-US&gl=US&ceid=US%3Aen,2021-08-04T14:23:46Z,4.2,False
Arizona Gov. Doug Ducey is wrong about law banning COVID-19 mask mandates. He needs to say it and save lives.,https://news.google.com/articles/CAIiEIvwv-P6Y13skBQeUojblMIqGQgEKhAIACoHCAowtv3_CjCSposDMLX54gU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Arizona Republic,https://news.google.com/publications/CAAqBwgKMLb9_wowkqaLAw?hl=en-US&gl=US&ceid=US%3Aen,2021-08-04T19:01:12Z,4.3,True
