article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
"In a drought, water witches are swamped",Unavailable,News,The New York Times,Unavailable,Yesterday,3.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,4.0,False,False
Did Branson really beat Bezos in the billionaire space race?,Unavailable,News,Bloomberg Opinion,Unavailable,Yesterday,5.0,False,False
"Floods, sinkholes, wildfires, extreme heat and drought - the extreme weather events around the globe this month",Unavailable,News,Telegraph Environment,Unavailable,This morning,6.0,False,False
"California recall candidate lineup revealed, but generates less excitement than in 2003",Unavailable,News,Los Angeles Times,Unavailable,2 hours ago,7.0,False,False
Countries grapple with devastation left by deadly floods in Europe,Unavailable,News,,Unavailable,LIVE,8.0,False,False
South African president vows to restore order to the nation following a week of unrest,Unavailable,News,,Unavailable,Last night,9.0,False,False
The Biden administration moves to appeal federal judge's decision ruling DACA unlawful,Unavailable,News,,Unavailable,LIVE,10.0,False,False
"Two athletes test positive for COVID-19 in the Olympic Village, officials say",Unavailable,News,,Unavailable,Last night,11.0,False,False
These satellite images reveal the true devastation of the floods in Europe,Unavailable,News,The New York Times,Unavailable,Yesterday,12.0,False,False
Latina journalists' ousters from Denver TV powerhouse spark outrage,Unavailable,News,NPR,Unavailable,Earlier today,13.0,False,False
"Private Israeli spyware used to hack journalists and activists around the world, according to Pegasus Project report",Unavailable,News,,Unavailable,2 hours ago,14.0,False,False
The definitive oral history of how Donald Trump took over the GOP,Unavailable,News,Insider,Unavailable,Earlier today,15.0,False,False
Private Israeli spyware used to hack cellphones of journalists and activists worldwide,Unavailable,News,The Washington Post,Unavailable,This afternoon,16.0,False,False
"How to prepare for, prevent and respond to wildfires",Unavailable,News,,Unavailable,LIVE,17.0,False,False
