article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Recovery efforts continue in the northeast US and Louisiana following Ida's destruction,Unavailable,News,,Unavailable,LIVE,1.0,False,False
Dad Arrested After Angry Trio Threatens to Zip-Tie Principal Over COVID Rules,Unavailable,News,The Daily Beast,Unavailable,Yesterday,2.0,False,False
Anti-vaccine passport protests threaten to disrupt essential services,Unavailable,News,The Globe and Mail,Unavailable,Yesterday,3.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,4.0,False,False
College graduate starting salaries are at an all-time high — and these 10 majors earn the most,Unavailable,News,CNBC Make It,Unavailable,Yesterday,5.0,False,False
The Taliban declare China their 'principal partner' in the international community,Unavailable,News,The Telegraph,Unavailable,Yesterday,6.0,False,False
I'm gay and failed to escape Afghanistan. Now I’m fearing for my life,Unavailable,News,Openly 🏳️‍🌈,Unavailable,Yesterday,7.0,False,False
"You aren't legally allowed to know which variant gave you COVID-19 in the US, even if it's Delta",Unavailable,News,Healthcare Insider,Unavailable,Yesterday,8.0,False,False
"Women-led dating apps Bumble, Match create funds for Texas women affected by new abortion law",Unavailable,News,mySA,Unavailable,Yesterday,9.0,False,False
Smoke and ash are clouding Lake Tahoe's clear waters. How long will the damage last?,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,10.0,False,False
Federal unemployment benefits are ending this week. Here’s what that means for millions of Californians,Unavailable,News,Los Angeles Times,Unavailable,"September 2, 2021",11.0,False,False
President Biden says there is 'no question the delta variant is why today's job report isn't stronger',Unavailable,News,,Unavailable,Yesterday,12.0,False,False
"Video of rat swimming in floodwater was taken in the Philippines, not New York, fact-checkers say",Unavailable,News,,Unavailable,Last night,13.0,False,False
Japanese PM Yoshihide Suga to step down,Unavailable,News,Nikkei Asia,Unavailable,"September 2, 2021",14.0,False,False
Scientists and public health experts say that vaccines are safe for most people,Unavailable,News,,Unavailable,LIVE,15.0,False,False
Learn more about how COVID-19 vaccines work,Unavailable,News,,Unavailable,LIVE,16.0,False,False
What to know about the R. Kelly trial so far,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,17.0,False,False
Confidential files say an aide to a top Catalan separatist met with Russian spies in Moscow,Unavailable,News,The New York Times,Unavailable,Yesterday,18.0,False,False
Caldor Fire continues to push north of Highway 50,Unavailable,News,,Unavailable,LIVE,19.0,False,False
Taliban co-founder Baradar to lead new Afghanistan government,Unavailable,News,Reuters,Unavailable,Yesterday,20.0,False,False
"How to prepare for, prevent and respond to wildfires",Unavailable,News,,Unavailable,LIVE,21.0,False,False
How cities can prepare to support climate migrants,Unavailable,News,Quartz,Unavailable,Yesterday,22.0,False,False
Thai Prime Minister Prayut Chan-o-cha survives no-confidence motion over COVID-19 handling,Unavailable,News,,Unavailable,LIVE,23.0,False,False
