article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"The Pentagon lockdown has been lifted, the Pentagon Force Protection Agency says",Unavailable,News,,Unavailable,1 hour ago,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
‘It has to be known what was done to us’: Massachusetts couple harassed by eBay tell their story for the first time,Unavailable,News,The Boston Globe,Unavailable,Yesterday,3.0,False,False
Pleas to police and social workers were ignored and three children wound up dead,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,4.0,False,False
Teen invents new kind of fire extinguisher to save homes from wildfires,Unavailable,News,NowThis,Unavailable,Yesterday,5.0,False,False
Reese Witherspoon's media company to be sold in deal valued at $900 million,Unavailable,News,The Wall Street Journal,Unavailable,Yesterday,6.0,False,False
"85% of single-use plastics don't get recycled, even if they show the recycle symbol",Unavailable,News,CalMatters,Unavailable,Yesterday,7.0,False,False
Are dead-end jobs good for you?,Unavailable,News,The Times,Unavailable,This morning,8.0,False,False
Grocery store staff 'verbally and physically assaulted' after reinstating mask policy,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,9.0,False,False
The sea is rising. Could this forgotten beach ecosystem help protect coastal communities?,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,10.0,False,False
Biden asked CDC to consider new eviction moratorium: White House,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,11.0,False,False
"For many, the belated realization that Covid will be ‘a long war’ sparks anger and denial",Unavailable,News,STAT,Unavailable,Yesterday,12.0,False,False
The cannabis industry is expected to balloon to $100 billion by 2030. Fewer than 2% of cannabis entrepreneurs or CEOs are Black.,Unavailable,News,Business Insider,Unavailable,Yesterday,13.0,False,False
