article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
F.D.A. Aiming to Speed Extra Vaccine Doses for Immunocompromised Patients,https://www.msn.com/en-us/news/us/fda-aiming-to-speed-extra-vaccine-doses-for-immunocompromised-patients/ar-AAN1LYi?ocid=BingNews,Top stories,The New York Times,Unavailable,51m,1.0,False,False
California's Dixie Fire is now the largest wildfire in the U.S.,https://www.msn.com/en-us/weather/topstories/californias-dixie-fire-is-now-the-largest-wildfire-in-the-us/ar-AAN1M57?ocid=BingNews,Top stories,CBS News,Unavailable,1h,2.0,False,False
Hiring surged in July as U.S. unemployment rate fell to 5.4%,https://www.msn.com/en-us/money/markets/hiring-surged-in-july-as-us-unemployment-rate-fell-to-54/ar-AAN1bma?ocid=BingNews,Top stories,CBS News,Unavailable,3h,3.0,False,False
"Allyson Felix wins 10th medal to become most-decorated female Olympic track athlete, but that’s just half the story",https://www.msn.com/en-us/sports/olympics/allyson-felix-wins-10th-medal-to-become-most-decorated-female-olympic-track-athlete-but-that-s-just-half-the-story/ar-AAN1013?ocid=BingNews,Top stories,The Boston Globe,Unavailable,1h,4.0,False,False
UPDATE 1-9/11 families tell Biden to skip memorial if he does not declassify files,https://www.msn.com/en-us/news/us/update-1-911-families-tell-biden-to-skip-memorial-if-he-does-not-declassify-files/ar-AAN1CoD?ocid=BingNews,Top stories,Reuters,Unavailable,55m,5.0,False,False
Students can transfer schools to avoid COVID-19 'harassment' like mask mandates,https://www.msn.com/en-us/news/us/students-can-transfer-schools-to-avoid-covid-19-harassment-like-mask-mandates/ar-AAN1Fte?ocid=BingNews,Top stories,ABC News,Unavailable,51m,6.0,False,False
"Ex-Cuomo Staffer, ‘Executive Assistant #1' in AG Report, Files Criminal Complaint",https://www.msn.com/en-us/news/politics/ex-cuomo-staffer-executive-assistant-1-in-ag-report-files-criminal-complaint/ar-AAN1qYt?ocid=BingNews,Top stories,NBC New York,Unavailable,41m,7.0,False,False
"Images of migrant center in Donna, Texas show cramped conditions as border numbers surge",https://www.msn.com/en-us/news/us/images-of-migrant-center-in-donna-texas-show-cramped-conditions-as-border-numbers-surge/ar-AAN1Lxa?ocid=BingNews,Top stories,FOX News,Unavailable,1h,8.0,False,False
Arizona state senator accused of sexual conduct with minor,https://www.msn.com/en-us/news/politics/arizona-state-senator-accused-of-sexual-conduct-with-minor/ar-AAN1uCI?ocid=BingNews,Top stories,Associated Press,Unavailable,5h,9.0,False,False
'All of them': Tennessee health chief says children's hospitals will fill up as delta variant surges,https://www.msn.com/en-us/news/us/all-of-them-tennessee-health-chief-says-childrens-hospitals-will-fill-up-as-delta-variant-surges/ar-AAN1cLo?ocid=BingNews,Top stories,USA TODAY,Unavailable,5h,10.0,False,False
'He won't take responsibility': Cuomo accusers feel vindicated by AG’s findings,https://www.msn.com/en-us/news/us/he-wont-take-responsibility-cuomo-accusers-feel-vindicated-by-ag-s-findings/ar-AAN0p8a?ocid=BingNews,Top stories,Democrat and Chronicle (Rochester),Unavailable,1h,11.0,False,False
"'The View': Meghan McCain looks back on 'best,' 'worst of times' in emotional final episode",https://www.msn.com/en-us/tv/news/the-view-meghan-mccain-looks-back-on-best-worst-of-times-in-emotional-final-episode/ar-AAN1kIF?ocid=BingNews,Top stories,USA TODAY,Unavailable,1h,12.0,False,False
How Josh Allen lives up to his new contract,https://www.msn.com/en-us/sports/nfl/how-josh-allen-lives-up-to-his-new-contract/ar-AAN1KpE?ocid=BingNews,Sports,Touchdown Wire,Unavailable,30m,1.0,False,False
"Francis Ngannou rips Dana White's interim belt explanation, says 'it's been radio silence' from UFC",https://www.msn.com/en-us/sports/other/francis-ngannou-rips-dana-whites-interim-belt-explanation-says-its-been-radio-silence-from-ufc/ar-AAN1TfN?ocid=BingNews,Sports,MMAJunkie,Unavailable,12m,2.0,False,False
Texans CB Bradley Roby excited for fresh start following 2020 suspsension,https://www.msn.com/en-us/sports/nfl/texans-cb-bradley-roby-excited-for-fresh-start-following-2020-suspsension/ar-AAN1hb5?ocid=BingNews,Sports,Texans Wire,Unavailable,3h,3.0,False,False
Packers TE Jace Sternberger adds weight entering important third season,https://www.msn.com/en-us/sports/nfl/packers-te-jace-sternberger-adds-weight-entering-important-third-season/ar-AAN1QxX?ocid=BingNews,Sports,Packers Wire,Unavailable,39m,4.0,False,False
Average Rams ticket price has almost doubled since 2019,https://www.msn.com/en-us/sports/nfl/average-rams-ticket-price-has-almost-doubled-since-2019/ar-AAN1Mj9?ocid=BingNews,Sports,Rams Wire,Unavailable,1h,5.0,False,False
2022 NFL draft: Top offensive prospects to watch,https://www.msn.com/en-us/sports/nfl/2022-nfl-draft-top-offensive-prospects-to-watch/ar-AAN1i40?ocid=BingNews,Sports,Panthers Wire,Unavailable,1h,6.0,False,False
Raiders DE Carl Nassib: Coming out as gay 'great weight off my shoulders',https://www.msn.com/en-us/sports/nfl/raiders-de-carl-nassib-coming-out-as-gay-great-weight-off-my-shoulders/ar-AAN1F0C?ocid=BingNews,Sports,Raiders Wire,Unavailable,1h,7.0,False,False
Watch: Ian Rapoport apologizes to Mike Vrabel for talking to Titans during practice,https://www.msn.com/en-us/sports/nfl/watch-ian-rapoport-apologizes-to-mike-vrabel-for-talking-to-titans-during-practice/ar-AAN1LsU?ocid=BingNews,Sports,Titans Wire,Unavailable,1h,8.0,False,False
Tennessee Titans' Bud Dupree says Week 1 availability up to coaches: 'God willing I'm out here',https://www.msn.com/en-us/sports/nfl/tennessee-titans-bud-dupree-says-week-1-availability-up-to-coaches-god-willing-im-out-here/ar-AAN1H4d?ocid=BingNews,Sports,The Tennessean (Nashville),Unavailable,1h,9.0,False,False
Cowboys QBs evenly mediocre; McCarthy stresses 'good things that we can learn from',https://www.msn.com/en-us/sports/nfl/cowboys-qbs-evenly-mediocre-mccarthy-stresses-good-things-that-we-can-learn-from/ar-AAN1BZ1?ocid=BingNews,Sports,Cowboys Wire,Unavailable,2h,10.0,False,False
"Broncos cut a WR, activate a player from COVID-19 reserve",https://www.msn.com/en-us/sports/nfl/broncos-cut-a-wr-activate-a-player-from-covid-19-reserve/ar-AAN1Arz?ocid=BingNews,Sports,Broncos Wire,Unavailable,2h,11.0,False,False
"Justin Gaethje doesn't like Michael Chandler, tells him 'it'll be fun to punch you in the face'",https://www.msn.com/en-us/sports/other/justin-gaethje-doesnt-like-michael-chandler-tells-him-itll-be-fun-to-punch-you-in-the-face/ar-AAN1BOZ?ocid=BingNews,Sports,MMAJunkie,Unavailable,2h,12.0,False,False
Pot Prisoner Sentenced to Life Before Trump Pardon Is Back in Custody,https://www.msn.com/en-us/news/crime/pot-prisoner-sentenced-to-life-before-trump-pardon-is-back-in-custody/ar-AAN1T9n?ocid=BingNews,U.S.,The Daily Beast,Unavailable,31m,1.0,False,False
Republican lawmaker seeks to seize ballots and voting machines in Milwaukee and Brown counties,https://www.msn.com/en-us/news/politics/republican-lawmaker-seeks-to-seize-ballots-and-voting-machines-in-milwaukee-and-brown-counties/ar-AAN1qa8?ocid=BingNews,U.S.,Milwaukee Journal-Sentinel,Unavailable,44m,2.0,False,False
Murphy unveils N.J. school mask mandate as some parents protest. He says mask opponents are ‘lying.’,https://www.msn.com/en-us/news/us/murphy-unveils-nj-school-mask-mandate-as-some-parents-protest-he-says-mask-opponents-are-lying/ar-AAN1Abp?ocid=BingNews,U.S.,NJ.com,Unavailable,2h,3.0,False,False
"Some vaccinated Marylanders still getting COVID-19, but few have died or been hospitalized",https://www.msn.com/en-us/health/medical/some-vaccinated-marylanders-still-getting-covid-19-but-few-have-died-or-been-hospitalized/ar-AAN1JZ8?ocid=BingNews,U.S.,Baltimore Sun,Unavailable,58m,4.0,False,False
Grapevine police offering bonuses to new 911 call operators as region faces shortage,https://www.msn.com/en-us/news/us/grapevine-police-offering-bonuses-to-new-911-call-operators-as-region-faces-shortage/ar-AAN1VAm?ocid=BingNews,U.S.,Fort Worth Star-Telegram,Unavailable,12m,5.0,False,False
