article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Police brace for lengthy standoff on Capitol Hill amid active bomb threat,https://www.msn.com/en-us/news/us/police-brace-for-lengthy-standoff-on-capitol-hill-amid-active-bomb-threat/ar-AANvffC?ocid=Peregrine,Top Stories,POLITICO,Unavailable,,1.0,False,False
"Gangs abduct 2 doctors in Haiti, including a needed surgeon",https://www.msn.com/en-us/news/world/gangs-abduct-2-doctors-in-haiti-including-a-needed-surgeon/ar-AANvuug?ocid=Peregrine,Top Stories,Associated Press,Unavailable,,1.1,False,False
Chaz Bono is now so thin and looks handsome,https://trace.mediago.io/api/bidder/track?tn=9220dd482c2a49631b4e66cca9f5f0ee&price=BOxirt-gzcQKpiZT712dw2Pu0ByZ349qINS2ShBtW_A&evt=102&rid=ac308993d81ee4d27987b650f7fd4eb9&campaignid=1029686&impid=vlp-infopane-3&offerid=2084936&test=0&time=1629392321&cp=tyad_cUsJF2he23PWh-GyEypMLpZSIzWPQcIcHuvg5k&clickid=21_ac308993d81ee4d27987b650f7fd4eb9_vlp-infopane-3&acid=594&trackingid=443c7fd5be48822dfcd98338415c42f0&uid=206164FF1B2F60A1291A74671A9861B5&jt=2&url=kzmn_iC6b8LsuDbvFQ0-C3LQ43bpVL-xSTAX9fDUslEqubrVIHlDTCJWLjF0cWzMp-Krk4L_kdOazSqu8_Dh40pS4qAx9zBJtpBcaJZJ180bZZv54GtFx_Q8QeB1uK9z7CNADHp81UnJOX_9ORkEHGrqkw36OB9iwEiSV4IAfljmWb_cz3siwJmGxVhSaCltoyqfBw7B_X9LGv1rcsaLKrs0aBbjNITESo8YvJSn9ag81uBNxiMchlKi9PhkgDKs5R_tH3r1yPMBl3YbLXxFPxsDahvYs59NDRVT5c4iSY03dS8rvvTsl_UAsz2wbANHkuEHfEwqNhrzr8zgTSPw-IQg-jYH8_neGVxBx48gR9wDkSDWlAJm2476Q0QPYd7BWGIchTH6tPGUzTXC2yTr1g&bm=0&la=en&cn=us&cid=1062992&info=ZUg6zQOo9b1qnW2kW6RDnwLvjaIwfdtxyWI_yrBWaZ0,Top Stories,AdAuthors Pick,Unavailable,,1.2,False,True
Febreze rolls out a scratch 'n sniff-like fabric spray,https://www.msn.com/en-us/news/us/febreze-rolls-out-a-scratch-n-sniff-like-fabric-spray/ar-AANvs7P?ocid=Peregrine,Top Stories,CNN,Unavailable,,1.3,False,False
EU foreign policy chief: Taliban takeover of Afghanistan a 'catastrophe',https://www.msn.com/en-us/news/world/eu-foreign-policy-chief-taliban-takeover-of-afghanistan-a-catastrophe/ar-AANvs8h?ocid=Peregrine,Top Stories,The Hill,Unavailable,,1.4,False,False
New Program Could Cut Your Mortgage If You Qualify,https://trace.mediago.io/api/bidder/track?tn=9220dd482c2a49631b4e66cca9f5f0ee&price=eLpND_JogT6Hesuui8RgfCurigIGaVjo62rZk7ZzRUA&evt=102&rid=ac308993d81ee4d27987b650f7fd4eb9&campaignid=1041270&impid=vlp-infopane-6&offerid=2528965&test=0&time=1629392321&cp=4etA5l-1RfZPAbUdunkYa1ZsygIdIT8a_kuUWnqNAEQ&clickid=21_ac308993d81ee4d27987b650f7fd4eb9_vlp-infopane-6&acid=684&trackingid=f56d791a3cd4108a7801b581d497e4da&uid=206164FF1B2F60A1291A74671A9861B5&jt=2&url=zlh0uElELZddOqMWxQppAicxcyxzZKqFvqPJ_sjcWMKXQ_rgPDvIvrxTUcrtstb-Nn4VKdlTdHNEurzhDmlfqvI3KzG8E6haRRkagStlDiy3JSVjAEWBt0FpKmSguU3ggt6xD8MYCUe3O3Ktr-Gfkrf1wugFVg8cKGpRjMXl_VApFqfivl-U_G93jLTUMc9euNr4CicBJPYQuykEKcjVJQPQljhMiIuscrZz72MBemlmvJZIetyQJ-M7kKSHS9yEZTxfFqTQr25ZXAMwZyWKzLYCeA55JP80K4ruYqlmEOE&bm=0&la=en&cn=us&cid=1084059&info=tAkFdq2OeSY4KUvxC5-7BRCBJDQbBhnok3roN5SNk88,Top Stories,AdImproved Finances,Unavailable,,1.5,False,True
"US Capitol Police investigating 'active bomb threat,' Capitol Hill evacuated",https://www.msn.com/en-us/news/us/police-communicating-with-man-near-us-capitol-who-says-he-has-detonator/ar-AANvmWz?ocid=Peregrine,Top Stories,USA TODAY,Unavailable,,1.6,False,False
Marseille seeks to 'turn page' on controversial Covid doctor,https://www.msn.com/en-us/news/world/marseille-seeks-to-turn-page-on-controversial-covid-doctor/ar-AANvDTb?ocid=Peregrine,Top Stories,AFP,Unavailable,,1.7,False,False
I Spent 5 Months Trying to Coax a Cat From My Ceiling,https://www.msn.com/en-us/news/world/i-spent-5-months-trying-to-coax-a-cat-from-my-ceiling/ar-AANvs7k?ocid=Peregrine,Top Stories,The Atlantic,Unavailable,,1.8,False,False
"Over 20,000 Mississippi students under quarantine after 1st week of school",https://www.msn.com/en-us/news/us/over-20-000-mississippi-students-under-quarantine-after-1st-week-of-school/ar-AANvrXC?ocid=Peregrine,Top Stories,ABC News,Unavailable,,1.9,False,False
"Mich. Man Accused of Killing Couple, 13-Year-Old in Spree that Allegedly Included Sex Assaults",https://www.msn.com/en-us/news/crime/mich-man-accused-of-killing-couple-13-year-old-in-spree-that-allegedly-included-sex-assaults/ar-AANvulg?ocid=Peregrine,Top Stories,People,Unavailable,,1.10,False,False
Some members of Afghanistan's all-girls robotics team escape country,https://www.msn.com/en-us/news/technology/some-members-of-afghanistan-s-all-girls-robotics-team-escape-country/ar-AANo34i?ocid=Peregrine,Top Stories,CNET,Unavailable,,1.11,False,False
Armed US fighter jets launched from a Navy aircraft carrier are flying overwatch for evacuations in the Afghan capital,https://www.msn.com/en-us/news/world/armed-us-fighter-jets-launched-from-a-navy-aircraft-carrier-are-flying-overwatch-for-evacuations-in-the-afghan-capital/ar-AANvrSH?ocid=Peregrine,Top Stories,Business Insider,Unavailable,,2.0,False,False
Biden Afghan Struggle: Message Control Weakening,https://www.msn.com/en-us/news/world/biden-afghan-struggle-message-control-weakening/ar-AANvBrH?ocid=Peregrine,Top Stories,Washington Examiner,Unavailable,,3.0,False,False
Will the Taliban roll back two decades of public health progress in Afghanistan?,https://www.msn.com/en-us/news/world/will-the-taliban-roll-back-two-decades-of-public-health-progress-in-afghanistan/ar-AANvwgQ?ocid=Peregrine,Top Stories,Vox.com,Unavailable,,4.0,False,False
Poll: Most Americans Think the War in Afghanistan was 'Not Worth Fighting',https://www.msn.com/en-us/news/politics/poll-most-americans-think-the-war-in-afghanistan-was-not-worth-fighting/ar-AANvktJ?ocid=Peregrine,Top Stories,U.S. News & World Report,Unavailable,,5.0,False,False
