article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
France implements Macron's Covid pass despite protests,https://www.msn.com/en-us/news/world/france-implements-macron-s-covid-pass-despite-protests/ar-AAN5vcU?ocid=Peregrine,Top Stories,AFP,Unavailable,,1.0,False,False
"Mandatory vaccination a good idea for teachers, says union leader president",https://www.msn.com/en-us/news/world/mandatory-vaccination-a-good-idea-for-teachers-says-union-leader-president/ar-AAN5onf?ocid=Peregrine,Top Stories,New York Daily News,Unavailable,,1.1,False,False
Delaying Your Estate Plan + 13 More Risks to Avoid in Retirement,https://trace.mediago.io/api/bidder/track?tn=9220dd482c2a49631b4e66cca9f5f0ee&price=SydFFmcbNZMM8eUQTCvHp2YqtbJ9XI4XWlN9O4Xht3A&evt=102&rid=b7e37383e69d8bf1f7129a6d1c22a137&campaignid=1036760&impid=vlp-infopane-3&offerid=2338539&test=0&time=1628472693&cp=B_8tNILDJ9Drtll8m2rCKu3pgGTJsCU6bZRYGy7uSbA&clickid=21_b7e37383e69d8bf1f7129a6d1c22a137_vlp-infopane-3&acid=305&trackingid=a57585d6567748c871deceb36048a3a0&uid=054291B45E5B60550112813A5FEC61F0&jt=2&url=cQVz9ZhNisAqjuEMDF0s7F4FdKmaai3qCTZyq0iWmzU2HdZmMGFm2_B47XyX9wf87Rg-iaGJB3Um7C-0Th7Nxsa2NOkDaJzFRMEX8FpgYwFcar5J-SzInoIYhHWLVp07eTwngby2e09Ef4pNqoOoDE_nI0ipLV-wHhhUsc6RiAxjqxRSVr3egWJRkbBji5pC-daZv4Vmf9qdENB-BMaARmgw5gRbnq1JHQDGeUZ5vZ_Kq47n5RVQiQwQtLt-yqXwMcH-rTEPKNsToqZRoxcPzIdpDOW8V5yXPbEU6yeHGh0&bm=2&la=en&cn=us&cid=1075115&info=8w-Sj9d7hvjQc8w6xFQTRR9Dj8h2w9LqiXk-cBou0GzKXdt80V8h9Kd5Lf1fZA5MEaQlWgugyWbysxMqwF1mMQ,Top Stories,AdFisher Investments,Unavailable,,1.2,False,True
Biden's infrastructure bill crawls toward Senate passage,https://www.msn.com/en-us/news/politics/biden-s-infrastructure-bill-on-cruise-control-to-senate-passage/ar-AAN4TZ0?ocid=Peregrine,Top Stories,POLITICO,Unavailable,,1.3,False,False
Senate votes to end debate on $1T infrastructure bill,https://www.msn.com/en-us/news/politics/senate-votes-to-end-debate-on-1t-infrastructure-bill/ar-AAN5vay?ocid=Peregrine,Top Stories,The Hill,Unavailable,,1.4,False,False
Couple Takes In Stray Dog Only To Watch Him Transform Before Their Very Eyes,https://trace.mediago.io/api/bidder/track?tn=9220dd482c2a49631b4e66cca9f5f0ee&price=zkg5ND3vWfnZmRQocqkwZvn4AAWL0ljnR7ZKPlfnl3U&evt=102&rid=b7e37383e69d8bf1f7129a6d1c22a137&campaignid=1018328&impid=vlp-infopane-6&offerid=1645877&test=0&time=1628472693&cp=U8e0f5FvlI80JDgOCB9IdkOi3EoVYmODxpPUwO5g5c8&clickid=21_b7e37383e69d8bf1f7129a6d1c22a137_vlp-infopane-6&acid=19&trackingid=de68f64df64add8da6867442ad5f7aee&uid=054291B45E5B60550112813A5FEC61F0&jt=2&url=xs5rM5mgKzeTCUgAP_CPvOKwHk2MUXmxUfgXyvrwSadrA72_9CKKMb-0FS63vr5cB_3pKHAOU8vIZ46tH1-BzjRpv89mz3QTjag9107CO9aIGh_M4k7MRNH4cHfrexs4Zo8GGUIi4dARcLn6VfcBmRbILzIrlegw4FNxMFJpH8H5RTnNbr1alQDu6uPQ1TAloBOakKgAboOPSugIoNIC1WzdGo-pFEUwq1z9tSX-p_qg0LB9TXlpTrzLLRxt56oU6JVOILYRfXbOjmsen4t050-vK-FNmJYiD8ENfNzWTAzcOcBZqGPI1H73CntKYQqyxGPbylgEp1gqMCtvjwDG5o4yRTdw7wzOFg6pBYHwOK5hTNTUagxfcbmN8a8tkOiLCDmuuUgMX3wX6qEf5Pw-cQ&bm=2&la=en&cn=us&cid=1042281&info=zOGLoo8AiriynBuxJNhqa3qTKGP2Myl8q8tFaZJhL6TM6M8hyr2EccRW6Xpk4oyzaWYnzWWagVCQYIQ7fCiQNw,Top Stories,AdPost Fun,Unavailable,,1.5,False,True
Teachers' union backs vaccine mandates for teachers to protect students who are too young to get the shot as the Delta variant makes more kids sick,https://www.msn.com/en-us/news/world/teachers-union-backs-vaccine-mandates-for-teachers-to-protect-students-who-are-too-young-to-get-the-shot-as-the-delta-variant-makes-more-kids-sick/ar-AAN5ofI?ocid=Peregrine,Top Stories,Business Insider,Unavailable,,1.6,False,False
Singapore: PM Lee plans to fine-tune foreign worker policies,https://www.msn.com/en-us/news/world/singapore-pm-lee-plans-to-fine-tune-foreign-worker-policies/ar-AAN4yBu?ocid=Peregrine,Top Stories,Bloomberg,Unavailable,,1.7,False,False
Delta broke down Australia and China's defenses. Does it spell the end of the zero Covid strategy?,https://www.msn.com/en-us/news/world/delta-broke-down-australia-and-china-s-defenses-does-it-spell-the-end-of-the-zero-covid-strategy/ar-AAN5sK5?ocid=Peregrine,Top Stories,CNN,Unavailable,,1.8,False,False
Trump 2020 legal adviser Jenna Ellis joins rally for impeachment,https://www.msn.com/en-us/news/politics/trump-2020-legal-adviser-jenna-ellis-joins-rally-for-impeachment/ar-AAN5gpC?ocid=Peregrine,Top Stories,Washington Examiner,Unavailable,,1.9,False,False
