article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"Tajikistan mobilizes 20,000 reservists to bolster border with Afghanistan",https://www.msn.com/en-us/news/world/tajikistan-mobilizes-20-000-reservists-to-bolster-border-with-afghanistan/ar-AALOmK3?ocid=Peregrine,Top Stories,The Hill,Unavailable,,1.0,False,False
America's partisan fireworks will be hard for anyone to put out,https://www.msn.com/en-us/news/politics/america-s-partisan-fireworks-will-be-hard-for-anyone-to-put-out/ar-AALOfFF?ocid=Peregrine,Top Stories,CNN,Unavailable,,1.1,False,False
"20 Most Miserable Cities In America, According To The ""Misery Index""",https://trace.mediago.io/api/bidder/track?tn=9220dd482c2a49631b4e66cca9f5f0ee&price=kLvWBLGO2NXWsJm3pDlZlLNaC3kZWlw43sB6jiG1xxk&evt=102&rid=9bc68d28172a7021cdabfb4b5926c3c4&campaignid=1017173&impid=vlp-infopane-3&offerid=1611393&test=0&time=1625534446&cp=629p1_M6nrIaJtd2yj9hD4XjkKjDLBVMKRVJw5FOwTI&clickid=21_9bc68d28172a7021cdabfb4b5926c3c4_vlp-infopane-3&acid=266&trackingid=cca6dd6708892f6bfdbc0ba07aecf45a&uid=1EEF9AA9D7D1676002508AC5D6C3664A&jt=2&url=-q32ZeAJwjFhYCpqfIy4vCIYvFwf-IGR_nqmB56_VC8rQo03s94m5X2z0T2YasU4uR0om0IOnXMoilbiLJvVq5ss8wwlfyhwiVprZ_kS8SW3pvh4u3aZynlPXWkbowdb_MHpT_-bBhqsjn0fr9Xu1C1ekHD3Ha1KNQ57QEbZRUxpZ3GFT7rKz7ULXEa6CQOz2qkRbiNzNFdDqZ7ZW-iOb_FqbC4Dn3Dk0PyUwyvbV7XK4DF4VNIhu1hKKGzX-UkzG1incjPgb9FXfINBDo-gcpSg4zYgfaatOoKogOwH87DWqvpP5MsWIBqzl5LRvbl-PmLqQuCtPNozDtVm09FN3g_dYpJk5B9CpaTeALmkN08lj7Xg52YV7tZLarhuYyvXiC7boxPCu44DLMDc3Fq-WDuAUWHY5Slg45A7UE4vtyA&bm=2&la=en&cn=us&cid=1040284&info=4wounk3-OGTanGWY6AFUWZP15uqtOZFD2-ugCytNqd0bYetwuu98ZwkoWV1IaWeo,Top Stories,AdFacty Life,Unavailable,,1.2,False,True
An emaciated manatee in Florida appears to search desperately for food,https://www.msn.com/en-us/news/us/an-emaciated-manatee-in-florida-appears-to-search-desperately-for-food/ar-AALI0bN?ocid=Peregrine,Top Stories,USA TODAY,Unavailable,,1.3,False,False
"Two NYC residents, skilled professionals and adored family men, died in private plane crash near Aspen, Colo.",https://www.msn.com/en-us/news/us/two-nyc-residents-skilled-professionals-and-adored-family-men-died-in-private-plane-crash-near-aspen-colo/ar-AALNNHy?ocid=Peregrine,Top Stories,New York Daily News,Unavailable,,1.4,False,False
Couple Takes In Stray Dog Only To Watch Him Transform Before Their Very Eyes,https://trace.mediago.io/api/bidder/track?tn=9220dd482c2a49631b4e66cca9f5f0ee&price=hPR-T-Tf5ejgNd5l-PJO_EoDmnS4IimbNnYuC-AOw1Y&evt=102&rid=9bc68d28172a7021cdabfb4b5926c3c4&campaignid=1018328&impid=vlp-infopane-6&offerid=1645877&test=0&time=1625534446&cp=voUWhEIPrX4uMW7Dj4VYTUCUQmo8dI-AZSTCvenUps0&clickid=21_9bc68d28172a7021cdabfb4b5926c3c4_vlp-infopane-6&acid=19&trackingid=99885d34d32333e82901ed35479be03f&uid=1EEF9AA9D7D1676002508AC5D6C3664A&jt=2&url=eoHFWxeD7xBoR8NrmM9IVij4uYM1DDe59gWbboCGM4oXhBFEpDD9xjwy0qKcK2JQdiJlxxzCDBSWD-PdPFzkGSEAHmMQ6rUN0SFPcKonixHqDomw3nBuG8iZtgXWlXcrT8xIu6On5TA1g5CC7ETqYYtXxG9zlPkeRx9rO4obu1g33ldTUIzD8FbIEfIrZyT3Nvep5yQEQ8VyEGjan4XlVhAX747L7PD94JzTDuv3fDNkJ_m46KEx4K_16NS82PfhJjmL-qSmlxALyAP3lNewikLS8Z4kPhGtURYLaFBEDlxIhLRMOr83EtcNknaA7HM-mWFCZcpOlSMsXvcIPfv7I6r-S40dnvKiK2eUZkI7G-B6XOPBb-QWEd0nNsYCeR0zWrii_o1VxtkMYSS2TiDhww&bm=2&la=en&cn=us&cid=1042281&info=4yeszs2HRCZpugviOjTgiR7zcV8XBcygxXOpoC2K6oN6OliThb6oWtrcKsgaOtE4,Top Stories,AdPost Fun,Unavailable,,1.5,False,True
Pfizer Curbs Severe Covid; Olympics Opening: Virus Update,https://www.msn.com/en-us/news/world/pfizer-curbs-severe-covid-olympics-opening-virus-update/ar-AALOhPw?ocid=Peregrine,Top Stories,Bloomberg,Unavailable,,1.6,False,False
"Ethiopia begins second stage of filling mega-dam, angering Egypt",https://www.msn.com/en-us/news/world/ethiopia-begins-second-stage-of-filling-mega-dam-angering-egypt/ar-AALOmnm?ocid=Peregrine,Top Stories,AFP,Unavailable,,1.7,False,False
An 11-year-old boy died and 3 others were injured after a rafting accident at an Iowa amusement park,https://www.msn.com/en-us/news/us/an-11-year-old-boy-died-and-3-others-were-injured-after-a-rafting-accident-at-an-iowa-amusement-park/ar-AALOiaB?ocid=Peregrine,Top Stories,INSIDER,Unavailable,,1.8,False,False
Pine Gap series pulled from Vietnam after South China Sea complaints,https://www.msn.com/en-us/news/world/pine-gap-series-pulled-from-vietnam-after-south-china-sea-complaints/ar-AALOmCQ?ocid=Peregrine,Top Stories,Daily Mail,Unavailable,,1.9,False,False
Nuclear power is clean and safe. Why aren't we using more of it?,https://www.msn.com/en-us/news/technology/nuclear-power-is-clean-and-safe-why-aren-t-we-using-more-of-it/ar-AALET2Z?ocid=Peregrine,Top Stories,CNET,Unavailable,,1.10,False,False
"Popular Restaurant Turkey Leg Hut Blasted, Praised For New Strict Dress Code",https://www.msn.com/en-us/news/us/popular-restaurant-turkey-leg-hut-blasted-praised-for-new-strict-dress-code/ar-AALOcVI?ocid=Peregrine,Top Stories,Newsweek,Unavailable,,1.11,False,False
4 additional bodies found after remaining building demolished in Surfside,https://www.msn.com/en-us/news/us/4-additional-bodies-found-after-remaining-building-demolished-in-surfside/ar-AALNAJr?ocid=Peregrine,Top Stories,ABC News,Unavailable,,2.0,False,False
"Pope Francis will remain in the hospital for a week while recovering from intestinal surgery, the Vatican says",https://www.msn.com/en-us/news/world/pope-francis-will-remain-in-the-hospital-for-a-week-while-recovering-from-intestinal-surgery-the-vatican-says/ar-AALO1fo?ocid=Peregrine,Top Stories,Business Insider,Unavailable,,3.0,False,False
How bad are US wildfires? Even Hawaii is battling a surge,https://www.msn.com/en-us/news/us/how-bad-are-u-s-wildfires-even-hawaii-is-battling-a-surge/ar-AALO74E?ocid=Peregrine,Top Stories,The New York Times,Unavailable,,4.0,False,False
Echoes of 1989 as foreign forces leave Afghanistan,https://www.msn.com/en-us/news/world/echoes-of-1989-as-foreign-forces-leave-afghanistan/ar-AALO1gy?ocid=Peregrine,Top Stories,BBC News,Unavailable,,5.0,False,False
"'Public' universities aren't free, conservatives",https://www.msn.com/en-us/news/us/public-universities-aren-t-free-conservatives/ar-AALOhtn?ocid=Peregrine,Top Stories,Salon,Unavailable,,6.0,False,False
"Teens Who Fired Guns During Fourth of July Argument Ended Up Killing One Another and Injuring Others, Police Say",https://www.msn.com/en-us/news/crime/teens-who-fired-guns-during-fourth-of-july-argument-ended-up-killing-one-another-and-injuring-others-police-say/ar-AALO0YP?ocid=Peregrine,Top Stories,Law & Crime,Unavailable,,7.0,False,False
Death toll rises to 28 in Surfside collapse as demolition opens new areas to search teams,https://www.msn.com/en-us/news/us/death-toll-rises-to-28-in-surfside-collapse-as-demolition-opens-new-areas-to-search-teams/ar-AALO0Sn?ocid=Peregrine,Top Stories,Miami Herald,Unavailable,,8.0,False,False
'Today we celebrate America': White House hosts July 4th party,https://www.msn.com/en-us/news/us/a-sacred-day-biden-s-july-4th-party-celebrates-covid-19-fight-recognizes-lives-lost/ar-AALLFgN,Coronavirus,USA TODAY,Unavailable,,9.0,False,False
