article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"People should still get vaccinated even if they’ve already had COVID-19, health agencies and medical experts say",Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,3.0,False,False
"For the record, this lake in Patagonia is not supposed to be neon pink",Unavailable,News,Mic,Unavailable,Yesterday,4.0,False,False
Experts discuss the impact of the novel coronavirus on people living with cancer,Unavailable,News,Washington Post Live,Unavailable,1 hour ago,5.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,6.0,False,False
The pandemic changed how we spent our time. See how.,Unavailable,News,The New York Times,Unavailable,Yesterday,7.0,False,False
Why are fully vaccinated people testing positive for Covid-19?,Unavailable,News,Financial Times,Unavailable,Yesterday,8.0,False,False
How furries are making virtual reality actually worth visiting,Unavailable,News,Input,Unavailable,2 hours ago,9.0,False,False
"'This is how I'm going to die': At Jan. 6 hearing, officers tell of harrowing attacks",Unavailable,News,USA TODAY,Unavailable,Last night,10.0,False,False
The SBA Is launching a fast forgiveness portal,Unavailable,News,Inc.,Unavailable,Yesterday,11.0,False,False
The CDC recommends that vaccinated people in some locations and in K-12 schools wear masks indoors,Unavailable,News,,Unavailable,Yesterday,12.0,False,False
Cryptocurrency has a 'bro' problem. Women in the field say they can disrupt the bitcoin brotherhood,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,13.0,False,False
This homeless encampment will be co-run by the people who live in it,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,14.0,False,False
Rising seas are coming for big tech campuses. Who will pay to protect them?,Unavailable,News,NPR,Unavailable,Yesterday,15.0,False,False
How to mend your broken pandemic brain,Unavailable,News,MIT Technology Review,Unavailable,Yesterday,16.0,False,False
The Pentagon may let a lifesaving system that tracks wildfires expire,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,17.0,False,False
The answers to interview questions every job candidate needs to know,Unavailable,News,Careers Insider,Unavailable,Last night,18.0,False,False
