article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"Police say six people have died after firearms incident in Plymouth, UK",Unavailable,News,,Unavailable,4 hours ago,1.0,False,False
Mathematicians are deploying algorithms to stop gerrymandering,Unavailable,News,MIT Technology Review,Unavailable,This afternoon,2.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,3.0,False,False
Here's where Mackenzie Scott is donating her billions,Unavailable,News,Bloomberg,Unavailable,Earlier today,4.0,False,False
Can you really bake cookies in your car in Houston? We found out.,Unavailable,News,Chron,Unavailable,5 hours ago,5.0,False,False
"Why California is doing much better with the Delta variant than Florida, Texas",Unavailable,News,Los Angeles Times,Unavailable,Yesterday,6.0,False,False
"Have plans in 2182? An asteroid will come close to Earth — in 161 years, NASA says",Unavailable,News,The New York Times,Unavailable,This morning,7.0,False,False
"It stinks to buy a home, but renting is a complete nightmare, too. Here are three key reasons renters are in such a tough spot",Unavailable,News,Business Insider,Unavailable,Earlier today,8.0,False,False
Florida and Texas account for 40% of new U.S. hospitalizations: White House,Unavailable,News,Bloomberg Quicktake,Unavailable,5 hours ago,9.0,False,False
Delivery wars: Over 100 Amazon delivery companies are banding together to form a new kind of challenger to UPS and FedEx,Unavailable,News,Business Insider Tech,Unavailable,This afternoon,10.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,11.0,False,False
What It's Like Having Breakthrough COVID,Unavailable,News,VICE,Unavailable,This afternoon,12.0,False,False
The Delta variant is pushing working moms to their breaking point. It's up to companies to make sure they don't burn out.,Unavailable,News,Careers Insider,Unavailable,Yesterday,13.0,False,False
U.S. asks Taliban to spare its embassy in coming fight for Kabul,Unavailable,News,The New York Times,Unavailable,4 hours ago,14.0,False,False
What it's like to be an influencer's personal assistant: 'There's not really a job description',Unavailable,News,Media Insider,Unavailable,Yesterday,15.0,False,False
Ship breaks into two off Japan causing oil leak,Unavailable,News,Bloomberg Quicktake,Unavailable,Earlier today,16.0,False,False
Britney Spears' father agrees to step down from her conservatorship,Unavailable,News,,Unavailable,3 hours ago,17.0,False,False
See how vaccines can make the difference in the Delta variant’s impact,Unavailable,News,The New York Times,Unavailable,5 hours ago,18.0,False,False
The Perseids meteor shower peaks tonight. Here's how to watch the shower NASA calls the best of the year.,Unavailable,News,Science Insider,Unavailable,Yesterday,19.0,False,False
San Francisco will be the second major city in the country to require proof of full vaccination against the COVID-19 for a variety of indoor activities,Unavailable,News,SFGATE,Unavailable,This afternoon,20.0,False,False
"Buyer beware: Sleek, new credit apps target a generation already drowning in debt",Unavailable,News,Los Angeles Times,Unavailable,Yesterday,21.0,False,False
