article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Recovery efforts continue in the northeast US and Louisiana following Ida's destruction,Unavailable,News,,Unavailable,LIVE,1.0,False,False
Masks. School lunch. Sleepovers. Here's how to keep kids safe as the delta variant rages,Unavailable,News,San Francisco Chronicle,Unavailable,4 hours ago,2.0,False,False
"Sex-trafficked kids are crime victims. In Las Vegas, they still go to jail.",Unavailable,News,The Washington Post,Unavailable,Yesterday,3.0,False,False
Inside a hijack: The unheard stories of the Pan Am 73 crew,Unavailable,News,Megha Mohan,Unavailable,Yesterday,4.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,5.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,6.0,False,False
These Montreal siblings lost their father on 9/11. Twenty years later they open up about grief and healing,Unavailable,News,Toronto Star,Unavailable,Yesterday,7.0,False,False
"Ethiopia's Tigrayans rounded up, mutilated and dismembered in civil war ethnic purge",Unavailable,News,Telegraph World News,Unavailable,Yesterday,8.0,False,False
Texas braces for emergence of 'abortion bounty hunters',Unavailable,News,Telegraph World News,Unavailable,5 hours ago,9.0,False,False
"How to prepare for, prevent and respond to wildfires",Unavailable,News,,Unavailable,LIVE,10.0,False,False
‘Life-threatening situation’: FEMA says power outages — not just storm damage — may qualify Louisiana residents for evacuation aid,Unavailable,News,Southerly,Unavailable,Yesterday,11.0,False,False
Justice Department to protect women seeking an abortion in Texas,Unavailable,News,The Washington Post,Unavailable,This afternoon,12.0,False,False
Learn more about how COVID-19 vaccines work,Unavailable,News,,Unavailable,LIVE,13.0,False,False
"Maria Kolesnikova, a leader of mass protests against Belarus president Lukashenko, is sentenced to 11 years in prison",Unavailable,News,Reuters,Unavailable,Earlier today,14.0,False,False
Afghan women separated from men as university classes resume in Kabul under Taliban rule,Unavailable,News,,Unavailable,Earlier today,15.0,False,False
Scientists and public health experts say that vaccines are safe for most people,Unavailable,News,,Unavailable,LIVE,16.0,False,False
"The Taliban claim to be in full control of Panjshir, the last holdout Afghan province",Unavailable,News,,Unavailable,This morning,17.0,False,False
Caldor Fire shows signs of slowing but overall threat is not over yet,Unavailable,News,,Unavailable,LIVE,18.0,False,False
Afghan refugees welcomed to Buckinghamshire town with a cricket match,Unavailable,News,The Telegraph,Unavailable,4 hours ago,19.0,False,False
Coup leaders in Guinea announce nationwide curfew following apparent ousting of President Alpha Condé,Unavailable,News,,Unavailable,Last night,20.0,False,False
The latest news and updates from Afghanistan under Taliban control,Unavailable,News,,Unavailable,LIVE,21.0,False,False
Protests in Montenegro as the new head of the Serbian Orthodox Church is inaugurated,Unavailable,News,,Unavailable,Last night,22.0,False,False
Gaza residents rally in support of Israeli prison escapees,Unavailable,News,Bloomberg Quicktake,Unavailable,5 hours ago,23.0,False,False
