article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
The latest news from Afghanistan as the Taliban take control of the country,Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
"At 101 years old, this Maine lobsterwoman still makes waves on the water, and now, online, too.",Unavailable,News,The Boston Globe,Unavailable,Yesterday,3.0,False,False
California officials open investigation into whether Larry Elder failed to disclose income sources,Unavailable,News,Los Angeles Times,Unavailable,3 hours ago,4.0,False,False
Covid killed her husband. Now it’s taking the only home her kids have ever known.,Unavailable,News,The Washington Post,Unavailable,This afternoon,5.0,False,False
Men from Afghanistan's secret gay community say they are living through a 'nightmare' and fear that the Taliban will execute them at any moment,Unavailable,News,Insider International,Unavailable,Yesterday,6.0,False,False
The harrowing untold stories from 9/11,Unavailable,News,The Telegraph,Unavailable,Yesterday,7.0,False,False
"As Henri makes landfall, a look at infamous hurricanes and tropical storms that have hit New England",Unavailable,News,Connecticut Post,Unavailable,This afternoon,8.0,False,False
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,9.0,False,False
"Here are five ways to read a job description for clues into a future employer's culture, according to experts",Unavailable,News,Strategy Insider,Unavailable,Yesterday,10.0,False,False
"COVID-19 vaccines are extremely effective at preventing serious illness and deaths, trials show",Unavailable,News,,Unavailable,LIVE,11.0,False,False
"As California burns, why some ecologists say it’s time to rethink forest management",Unavailable,News,Los Angeles Times,Unavailable,This afternoon,12.0,False,False
"Meet the typical Gen Xer, who earns more than everyone else but has the most debt at $136,000",Unavailable,News,Business Insider,Unavailable,Yesterday,13.0,False,False
Who is the Taliban? Answers to this and 8 other top questions people are googling about Afghanistan.,Unavailable,News,Insider International,Unavailable,This afternoon,14.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,15.0,False,False
‘It’s back to zero’ for an Afghan women’s advocate quarantining in a Toronto hotel,Unavailable,News,Toronto Star,Unavailable,4 hours ago,16.0,False,False
Kamala Harris arrives in Singapore ahead of Southeast Asia visit,Unavailable,News,,Unavailable,LIVE,17.0,False,False
Gardening could be an essential part of astronaut self-care,Unavailable,News,The Counter,Unavailable,Yesterday,18.0,False,False
"How to prepare for, prevent and respond to wildfires",Unavailable,News,,Unavailable,LIVE,19.0,False,False
