article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion
"Trump officials can testify to Congress about his role in Capitol attack, DoJ says",https://news.google.com/articles/CAIiEDqzzIylYBr5AbZQrY5Pb7QqFggEKg4IACoGCAowl6p7MN-zCTDlkko?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Guardian,https://news.google.com/publications/CAAqBggKMJeqezDfswk?hl=en-US&gl=US&ceid=US%3Aen,2021-07-27T21:26:32Z,1.0,False
"Cops blame Trump, Republicans for allegedly inspiring and then downplaying Jan. 6 Capitol attack",https://news.google.com/articles/CAIiEBCdrI_csGKo7O-KSMo1xCwqGQgEKhAIACoHCAowwL2ICzCckocDMMaPqQY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Fox News,https://news.google.com/publications/CAAqBwgKMMC9iAswnJKHAw?hl=en-US&gl=US&ceid=US%3Aen,2021-07-27T20:17:20Z,1.1,False
Jan. 6 House select committee hearing: Live updates,https://news.google.com/articles/CBMid2h0dHBzOi8vd3d3LmNubi5jb20vcG9saXRpY3MvbGl2ZS1uZXdzL2phbi02LWhvdXNlLXNlbGVjdC1jb21taXR0ZWUtaGVhcmluZy0wNy0yNy0yMS9oXzIxNDg5NzlmYTc5NzVkNjJiZjQ2ZmNkYTNlNzBlNjRk0gFjaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vcG9saXRpY3MvbGl2ZS1uZXdzL2phbi02LWhvdXNlLXNlbGVjdC1jb21taXR0ZWUtaGVhcmluZy0wNy0yNy0yMS9pbmRleC5odG1s?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN,,2021-07-27T20:14:00Z,1.2,False
House select committee hearing on Jan. 6 mob exposes the worst GOP hypocrisy,https://news.google.com/articles/CBMibGh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL3RoaW5rL29waW5pb24vaG91c2Utc2VsZWN0LWNvbW1pdHRlZS1oZWFyaW5nLWphbi02LW1vYi1leHBvc2VzLXdvcnN0LWdvcC1uY25hMTI3NTIwNtIBLWh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL3RoaW5rL2FtcC9uY25hMTI3NTIwNg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,NBCNews.com,,2021-07-28T00:24:00Z,1.3,True
Capitol defenders tell the wrenching truth: The first Jan. 6 Commission hearing exposes the ignominy of what Republicans have whitewashed,https://news.google.com/articles/CAIiEAtoBxOHwNgaYKLXTvCOvUcqGQgEKhAIACoHCAow1feUCzCqy6oDMO30zQY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,New York Daily News,https://news.google.com/publications/CAAqBwgKMNX3lAswqsuqAw?hl=en-US&gl=US&ceid=US%3Aen,2021-07-27T16:24:40Z,1.4,True
The VA will mandate vaccines for its health workers in Oregon. Other hospitals in the state can’t.,https://news.google.com/articles/CBMiYWh0dHBzOi8vd3d3Lm9wYi5vcmcvYXJ0aWNsZS8yMDIxLzA3LzI3L29yZWdvbi1sYXctcHJldmVudHMtbWFuZGF0b3J5LXZhY2NpbmVzLWZvci1oZWFsdGgtd29ya2Vycy_SAXBodHRwczovL3d3dy5vcGIub3JnL2FydGljbGUvMjAyMS8wNy8yNy9vcmVnb24tbGF3LXByZXZlbnRzLW1hbmRhdG9yeS12YWNjaW5lcy1mb3ItaGVhbHRoLXdvcmtlcnMvP291dHB1dFR5cGU9YW1w?hl=en-US&gl=US&ceid=US%3Aen,Headlines,OPB News,,2021-07-27T13:02:23Z,2.0,False
DOJ declares vaccine mandates legal,https://news.google.com/articles/CAIiEKapeqslp6ozG_enHLsfTrwqGQgEKhAIACoHCAowwL2ICzCckocDMMaPqQY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Fox News,https://news.google.com/publications/CAAqBwgKMMC9iAswnJKHAw?hl=en-US&gl=US&ceid=US%3Aen,2021-07-27T15:25:43Z,2.1,False
DOJ says it's legal to mandate COVID vaccines,https://news.google.com/articles/CBMiQmh0dHBzOi8vbmV3cy55YWhvby5jb20vZG9qLXNheXMtbGVnYWwtbWFuZGF0ZS1jb3ZpZC0xNzM2MDAzMDkuaHRtbNIBSmh0dHBzOi8vbmV3cy55YWhvby5jb20vYW1waHRtbC9kb2otc2F5cy1sZWdhbC1tYW5kYXRlLWNvdmlkLTE3MzYwMDMwOS5odG1s?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Yahoo News,,2021-07-27T17:36:00Z,2.2,False
Opinion | Vaccine mandates are finally arriving. The Biden administration should embrace them.,https://news.google.com/articles/CAIiEP6yRG2Zl6rIOeoyVlQAbWkqGAgEKg8IACoHCAowjtSUCjC30XQwzqe5AQ?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Washington Post,https://news.google.com/publications/CAAqBwgKMI7UlAowt9F0?hl=en-US&gl=US&ceid=US%3Aen,2021-07-27T14:45:00Z,2.3,True
Private companies must require vaccines for workers. It's the only way to get past COVID.,https://news.google.com/articles/CAIiEPbkVWDIbIS_NJHhTmepJj4qGQgEKhAIACoHCAowjsP7CjCSpPQCMM_b5QU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,USA TODAY,https://news.google.com/publications/CAAqBwgKMI7D-wowkqT0Ag?hl=en-US&gl=US&ceid=US%3Aen,2021-07-26T12:53:36Z,2.4,True
Gov. Newsom signs bill expanding Medi-Cal coverage to undocumented Californians 50 and older,https://news.google.com/articles/CAIiEB9_Gu6GcV96FjcFv7H0nGEqGAgEKg8IACoHCAow2sz-ATDajxcw8cyYBg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,KCRA Sacramento,https://news.google.com/publications/CAAqBwgKMNrM_gEw2o8X?hl=en-US&gl=US&ceid=US%3Aen,2021-07-27T20:44:00Z,3.0,False
Recalling Newsom: Likely California voters split on ousting governor in new poll,https://news.google.com/articles/CAIiEOhF9IqoOra1pN8kJdSen1oqGQgEKhAIACoHCAowwL2ICzCckocDMMaPqQY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Fox News,https://news.google.com/publications/CAAqBwgKMMC9iAswnJKHAw?hl=en-US&gl=US&ceid=US%3Aen,2021-07-27T15:32:12Z,3.1,False
California expands health care to more low-income immigrants,https://news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3LnNmY2hyb25pY2xlLmNvbS9uZXdzL2FydGljbGUvQ2FsaWZvcm5pYS1leHBhbmRzLWhlYWx0aC1jYXJlLXRvLW1vcmUtbG93LWluY29tZS0xNjM0NDEyMy5waHDSAWNodHRwczovL3d3dy5zZmNocm9uaWNsZS5jb20vbmV3cy9hbXAvQ2FsaWZvcm5pYS1leHBhbmRzLWhlYWx0aC1jYXJlLXRvLW1vcmUtbG93LWluY29tZS0xNjM0NDEyMy5waHA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,San Francisco Chronicle,,2021-07-27T22:00:18Z,3.2,False
Editorial: Will California's unvaccinated doom Gov. Newsom?,https://news.google.com/articles/CAIiEBUhrb-aRjQsv9TuolrL50QqFwgEKg4IACoGCAowjKxcMOvhCzDOkLcB?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Los Angeles Times,https://news.google.com/publications/CAAqBggKMIysXDDr4Qs?hl=en-US&gl=US&ceid=US%3Aen,2021-07-27T23:32:28Z,3.3,True
Gov. Newsom pulls son from summer camp after maskless photos surface,https://news.google.com/articles/CAIiEABL56wUh2lCbvtVF7-S3hQqGQgEKhAIACoHCAowwL2ICzCckocDMMaPqQY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Fox News,https://news.google.com/publications/CAAqBwgKMMC9iAswnJKHAw?hl=en-US&gl=US&ceid=US%3Aen,2021-07-27T18:49:21Z,3.4,False
Republican Insurrection Claims That Blame Pelosi: Fact Check,https://news.google.com/articles/CAIiEMjDk5qGClAXdl3VjX7N6kAqFwgEKg8IACoHCAowjuuKAzCWrzwwloEY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The New York Times,https://news.google.com/publications/CAAqBwgKMI7rigMwlq88?hl=en-US&gl=US&ceid=US%3Aen,2021-07-27T21:06:32Z,4.0,False
McCarthy makes last-ditch effort to seat GOP picks on Jan. 6 committee,https://news.google.com/articles/CBMiRmh0dHBzOi8vbmV3cy55YWhvby5jb20vbWNjYXJ0aHktbWFrZXMtbGFzdC1kaXRjaC1lZmZvcnQtMjMyODAwMjE1Lmh0bWzSAU5odHRwczovL25ld3MueWFob28uY29tL2FtcGh0bWwvbWNjYXJ0aHktbWFrZXMtbGFzdC1kaXRjaC1lZmZvcnQtMjMyODAwMjE1Lmh0bWw?hl=en-US&gl=US&ceid=US%3Aen,Headlines,yahoo.com,,2021-07-26T23:28:00Z,4.1,False
