article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Recovery efforts continue in the northeast US and Louisiana following Ida's destruction,Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
College graduate starting salaries are at an all-time high — and these 10 majors earn the most,Unavailable,News,CNBC Make It,Unavailable,Yesterday,3.0,False,False
Anti-vaccine passport protests threaten to disrupt essential services,Unavailable,News,The Globe and Mail,Unavailable,Yesterday,4.0,False,False
I'm gay and failed to escape Afghanistan. Now I’m fearing for my life,Unavailable,News,Openly 🏳️‍🌈,Unavailable,Yesterday,5.0,False,False
"Video of rat swimming in floodwater was taken in the Philippines, not New York, fact-checkers say",Unavailable,News,,Unavailable,Last night,6.0,False,False
Dad Arrested After Angry Trio Threatens to Zip-Tie Principal Over COVID Rules,Unavailable,News,The Daily Beast,Unavailable,Yesterday,7.0,False,False
"You aren't legally allowed to know which variant gave you COVID-19 in the US, even if it's Delta",Unavailable,News,Healthcare Insider,Unavailable,Yesterday,8.0,False,False
Learn more about how COVID-19 vaccines work,Unavailable,News,,Unavailable,LIVE,9.0,False,False
The Taliban declare China their 'principal partner' in the international community,Unavailable,News,The Telegraph,Unavailable,Yesterday,10.0,False,False
🚨💰 Trump in advanced talks to sell D.C. hotel,Unavailable,News,Axios,Unavailable,Earlier today,11.0,False,False
Caldor Fire shows signs of slowing but overall threat is not over yet,Unavailable,News,,Unavailable,LIVE,12.0,False,False
Confidential files say an aide to a top Catalan separatist met with Russian spies in Moscow,Unavailable,News,The New York Times,Unavailable,Yesterday,13.0,False,False
Fact-checkers report the US government is not paying farmers to destroy their crops,Unavailable,News,,Unavailable,3 hours ago,14.0,False,False
Scientists and public health experts say that vaccines are safe for most people,Unavailable,News,,Unavailable,LIVE,15.0,False,False
What to know about the R. Kelly trial so far,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,16.0,False,False
Smoke and ash are clouding Lake Tahoe's clear waters. How long will the damage last?,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,17.0,False,False
The New York Times revealed an undisclosed oil spill in the Gulf of Mexico,Unavailable,News,The New York Times,Unavailable,Earlier today,18.0,False,False
"Women-led dating apps Bumble, Match create funds for Texas women affected by new abortion law",Unavailable,News,mySA,Unavailable,Yesterday,19.0,False,False
How cities can prepare to support climate migrants,Unavailable,News,Quartz,Unavailable,Yesterday,20.0,False,False
California Gov. Newsom and allies spent $36 million in August alone to fight the recall,Unavailable,News,Los Angeles Times,Unavailable,4 hours ago,21.0,False,False
