article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Protests take place across Cuba as the country faces shortages of COVID-19 vaccines and basic necessities,Unavailable,News,,Unavailable,2 hours ago,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
"Texas House Democrats leave the state in move that could block voting restrictions bill, bring Legislature to a halt",Unavailable,News,Texas Tribune,Unavailable,5 hours ago,3.0,False,False
"""I almost feel like low-wage workers are subsidizing the rest of us because they’re paying into the system but not reaping the benefits.""",Unavailable,News,CalMatters,Unavailable,4 hours ago,4.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,5.0,False,False
Their neighbors called covid-19 a hoax. Can these ICU nurses forgive them?,Unavailable,News,The Washington Post,Unavailable,Yesterday,6.0,False,False
"Lake Mead's ""bathtub ring"" is the latest example of the drought",Unavailable,News,Los Angeles Times,Unavailable,4 hours ago,7.0,False,False
"How to prepare for, prevent and respond to wildfires",Unavailable,News,,Unavailable,LIVE,8.0,False,False
Updates on wildfire season in the western US and Canada,Unavailable,News,,Unavailable,LIVE,9.0,False,False
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,10.0,False,False
Can your landlord raise your rent now that the market is creeping back up?,Unavailable,News,SFGATE,Unavailable,2 hours ago,11.0,False,False
"Heat, fire and drought consume California",Unavailable,News,Los Angeles Times,Unavailable,Earlier today,12.0,False,False
The Rationing of a Last-Resort Covid Treatment,Unavailable,News,The New York Times,Unavailable,Earlier today,13.0,False,False
Here's how Jeff Bezos and Richard Branson's space trips compare,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,14.0,False,False
Over 60 people have been killed in lightning strikes in India on Sunday,Unavailable,News,,Unavailable,Yesterday,15.0,False,False
Surfside recovery efforts enter third week,Unavailable,News,Bloomberg Quicktake,Unavailable,4 hours ago,16.0,False,False
Sir Richard Branson reaches space on Virgin Galactic flight,Unavailable,News,CNBC,Unavailable,Earlier today,17.0,False,False
"Amid rash of assaults, Asian American elders practice self-defense with canes and fists",Unavailable,News,The Boston Globe,Unavailable,Earlier today,18.0,False,False
How Local Guerrilla Fighters Routed Ethiopia’s Powerful Army,Unavailable,News,The New York Times,Unavailable,This afternoon,19.0,False,False
Wall Street is pouring billions into the housing market and you’re struggling to buy a home. What gives?,Unavailable,News,Business Insider,Unavailable,3 hours ago,20.0,False,False
