article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion
George W. Bush Warns Against Domestic Extremism in 9/11 Anniversary Speech Near Shanksville,https://news.google.com/articles/CAIiEHEUF3bOiznDGydZXy5dfkMqFwgEKg8IACoHCAowjuuKAzCWrzwwloEY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The New York Times,https://news.google.com/publications/CAAqBwgKMI7rigMwlq88?hl=en-US&gl=US&ceid=US%3Aen,2021-09-11T16:07:19Z,1.0,False
The youngest congressman spent 9/11 with the president,https://news.google.com/articles/CAIiEJAX7PA1S_qs7lQoq57FGBoqGQgEKhAIACoHCAowvIaCCzDnxf4CMP2F8gU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,NBC News,https://news.google.com/publications/CAAqBwgKMLyGggsw58X-Ag?hl=en-US&gl=US&ceid=US%3Aen,2021-09-11T08:30:00Z,1.1,False
Andy Card recalls one of the first calls President Bush made from Air Force One after 9/11 attacks,https://news.google.com/articles/CAIiEHM2gdllpm13V6QBxUSOTxsqGQgEKhAIACoHCAow2Nb3CjDivdcCMJ_d7gU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNBC,https://news.google.com/publications/CAAqBwgKMNjW9wow4r3XAg?hl=en-US&gl=US&ceid=US%3Aen,2021-09-11T00:37:42Z,1.2,False
"Essay: 20 years after Sept. 11 attacks, the Falling Man is still falling",https://news.google.com/articles/CBMiZGh0dHBzOi8vd3d3Lm1jYWxsLmNvbS9uZXdzL2xvY2FsL21jLW53cy1zZXB0LTExLWVzc2F5LTIwMjEwOTExLWJxY3BlcmJyc3pjeHJjM3Zpa3NtMnhxaGxtLXN0b3J5Lmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Morning Call,,2021-09-11T11:05:51Z,1.3,True
Don't 'misunderestimate' George W. Bush | TheHill,https://news.google.com/articles/CBMiUmh0dHBzOi8vdGhlaGlsbC5jb20vb3Bpbmlvbi93aGl0ZS1ob3VzZS81Njk5MTMtZG9udC1taXN1bmRlcmVzdGltYXRlLWdlb3JnZS13LWJ1c2jSAVZodHRwczovL3RoZWhpbGwuY29tL29waW5pb24vd2hpdGUtaG91c2UvNTY5OTEzLWRvbnQtbWlzdW5kZXJlc3RpbWF0ZS1nZW9yZ2Utdy1idXNoP2FtcA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Hill,,2021-09-10T16:00:09Z,1.4,True
Mountain of Money Fuels Newsom’s Surge to Recall Election Finish Line,https://news.google.com/articles/CAIiECvKIJTlmyQnqS6t_bzawJQqFwgEKg8IACoHCAowjuuKAzCWrzwwt4QY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The New York Times,https://news.google.com/publications/CAAqBwgKMI7rigMwlq88?hl=en-US&gl=US&ceid=US%3Aen,2021-09-11T09:00:13Z,2.0,False
Here's why Newsom supporters are voting no on the California recall,https://news.google.com/articles/CAIiENRi8CrR56IvzSx-WNX3lq0qGQgEKhAIACoHCAowwL2ICzCckocDMP2lqQY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Fox News,https://news.google.com/publications/CAAqBwgKMMC9iAswnJKHAw?hl=en-US&gl=US&ceid=US%3Aen,2021-09-10T17:19:54Z,2.1,False
California recall GOP candidate John Cox discusses campaign,https://news.google.com/articles/CCAiC2xyWmV6eW1qUGVNmAEB?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CBS News,,2021-09-10T19:05:15Z,2.2,False
Elections matter? Not in California if Gavin Newsom is recalled,https://news.google.com/articles/CBMicmh0dHBzOi8vd3d3LmxhdGltZXMuY29tL29waW5pb24vbmV3c2xldHRlci8yMDIxLTA5LTExL29waW5pb24tbmV3c2xldHRlci1yZWNhbGwtdGhyZWF0ZW5zLWZ1dHVyZS1lbGVjdGlvbnMtb3BpbmlvbtIBAA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Los Angeles Times,,2021-09-11T11:00:38Z,2.3,True
"By defeating Newsom recall, pro-choice women would send a powerful message | TheHill",https://news.google.com/articles/CBMidWh0dHBzOi8vdGhlaGlsbC5jb20vb3Bpbmlvbi9jYW1wYWlnbi81NzE3NzQtYnktZGVmZWF0aW5nLW5ld3NvbS1yZWNhbGwtcHJvLWNob2ljZS13b21lbi13b3VsZC1zZW5kLWEtcG93ZXJmdWwtbWVzc2FnZdIBeWh0dHBzOi8vdGhlaGlsbC5jb20vb3Bpbmlvbi9jYW1wYWlnbi81NzE3NzQtYnktZGVmZWF0aW5nLW5ld3NvbS1yZWNhbGwtcHJvLWNob2ljZS13b21lbi13b3VsZC1zZW5kLWEtcG93ZXJmdWwtbWVzc2FnZT9hbXA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Hill,,2021-09-11T15:30:08Z,2.4,True
