article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"People should still get vaccinated even if they’ve already had COVID-19, health agencies and medical experts say",Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
How furries are making virtual reality actually worth visiting,Unavailable,News,Input,Unavailable,Yesterday,3.0,False,False
How climate change is making parts of the world too hot and humid to survive,Unavailable,News,The Washington Post,Unavailable,Yesterday,4.0,False,False
A tsunami warning was lifted after a 8.2-magnitude earthquake strikes off Alaska,Unavailable,News,The New York Times,Unavailable,This morning,5.0,False,False
A Pasadena startup got billions selling COVID tests. Then came questions,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,6.0,False,False
The answers to interview questions every job candidate needs to know,Unavailable,News,Careers Insider,Unavailable,Yesterday,7.0,False,False
"Astronomers see back of a black hole for first time, proving Albert Einstein was right",Unavailable,News,The Telegraph,Unavailable,Yesterday,8.0,False,False
Will we ever be able to travel with young kids?,Unavailable,News,Bloomberg Opinion,Unavailable,"July 26, 2021",9.0,False,False
Why ransomware attacks against hospitals are on the rise,Unavailable,News,Thomson Reuters Foundation News,Unavailable,,10.0,False,False
Pedro Castillo sworn in as Peru's new president,Unavailable,News,,Unavailable,Last night,11.0,False,False
Health experts discuss the CDC's updated mask guidance,Unavailable,News,,Unavailable,Last night,12.0,False,False
Another intense heatwave is expected to spread across much of the continental US this week,Unavailable,News,,Unavailable,LIVE,13.0,False,False
Western US faces water crisis as extreme heatwaves leave Hoover Dam at record lows,Unavailable,News,Telegraph World News,Unavailable,Yesterday,14.0,False,False
Senate advances trillion-dollar bipartisan infrastructure package for final vote,Unavailable,News,,Unavailable,Last night,15.0,False,False
Activision Blizzard employees walkout after company responds to harassment and discrimination lawsuit,Unavailable,News,,Unavailable,Yesterday,16.0,False,False
