article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,1.0,False,False
Ultra-Vaxxed Israel’s Crisis Is a Dire Warning to America,Unavailable,News,The Daily Beast,Unavailable,Earlier today,2.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,3.0,False,False
"How to sell the vaccine to the unvaccinated, according to 6 advertising executives who are pros at persuasion",Unavailable,News,Advertising Insider,Unavailable,Yesterday,4.0,False,False
Can't find everything you want at the grocery store? Here's why.,Unavailable,News,The Wall Street Journal,Unavailable,This afternoon,5.0,False,False
"Al Capone’s granddaughters are auctioning off his belongings, including his favorite handgun",Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,6.0,False,False
What’s the beef with lab-grown meat?,Unavailable,News,Bloomberg Opinion,Unavailable,This morning,7.0,False,False
"'Mask, vax, just keep livin': Matthew McConaughey points out vaccine use while wishing Texas governor a speedy recovery",Unavailable,News,mySA,Unavailable,Yesterday,8.0,False,False
WHO urges two-month pause on booster shots in push for vaccine equity,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,9.0,False,False
Diners are bailing on restaurant reservations amid delta variant concerns,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,10.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,11.0,False,False
Inside the diverse and growing Asian population in the U.S.,Unavailable,News,The New York Times,Unavailable,Yesterday,12.0,False,False
"They served in Afghanistan. Now Congress members, they demand answers as they watch the country fall",Unavailable,News,Los Angeles Times,Unavailable,Earlier today,13.0,False,False
"'It’s the most thriving, the most lucrative industry in Nigeria': Desperate parents sell their homes and land to free kidnapped children",Unavailable,News,Reuters,Unavailable,This afternoon,14.0,False,False
'I don’t want them to kill me like they killed my boyfriend': Gay Afghans tell their stories of hiding from the Taliban,Unavailable,News,i newspaper,Unavailable,This morning,15.0,False,False
"COVID-19 vaccines are extremely effective at preventing serious illness and deaths, trials show",Unavailable,News,,Unavailable,LIVE,16.0,False,False
Robo taxi rides are now available in San Francisco,Unavailable,News,San Francisco Chronicle,Unavailable,This afternoon,17.0,False,False
How and where agencies resettle Afghan women refugees,Unavailable,News,19thnews,Unavailable,Yesterday,18.0,False,False
A Reuters correspondent explains the investigation into photographer Danish Siddiqui's death in Afghanistan,Unavailable,News,,Unavailable,2 hours ago,19.0,False,False
Virgin Hyperloop's vision for the future of transport is here,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,20.0,False,False
