article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
The UN General Assembly continues in New York,Unavailable,News,,Unavailable,,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
Citing religious beliefs to avoid the COVID-19 vaccine could cost you your job,Unavailable,News,Los Angeles Times,Unavailable,This afternoon,3.0,False,False
At least two dead and 12 injured in shooting near Memphis,Unavailable,News,,Unavailable,3 hours ago,4.0,False,False
Avoid these 5 phrases that make you sound passive aggressive—here’s how successful people communicate,Unavailable,News,CNBC Make It,Unavailable,Yesterday,5.0,False,False
"Masks protect children from COVID-19 and there is no evidence they impact development, according to the American Academy of Pediatrics and CDC",Unavailable,News,,Unavailable,3 hours ago,6.0,False,False
New volcano mouth emerges on the Spanish island of La Palma,Unavailable,News,,Unavailable,LIVE,7.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,8.0,False,False
Abortion in Texas: what are the costs and how are women paying for it?,Unavailable,News,Bloomberg Wealth,Unavailable,This afternoon,9.0,False,False
America's oldest living National Park Ranger has school named in her honor to celebrate her 100th birthday,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,10.0,False,False
California is running out of water,Unavailable,News,CalMatters,Unavailable,Yesterday,11.0,False,False
Ancient footprints push back date of human arrival in the Americas,Unavailable,News,The New York Times,Unavailable,5 hours ago,12.0,False,False
Entergy resisted upgrading New Orleans' power grid — and residents paid the price.,Unavailable,News,NPR,Unavailable,"September 22, 2021",13.0,False,False
Haitians Who Fled The US Border Are Now Facing Nights Of Raids And Terror In Mexico,Unavailable,News,BuzzFeed News,Unavailable,Earlier today,14.0,False,False
"Afghanistan is facing an ""imminent humanitarian catastrophe""",Unavailable,News,Bloomberg Quicktake,Unavailable,5 hours ago,15.0,False,False
Chip shortage is expected to cost the auto industry $210 billion in revenue in 2021,Unavailable,News,CNBC,Unavailable,5 hours ago,16.0,False,False
San Antonians react to the arrival of fall weather in the Alamo City,Unavailable,News,mySA,Unavailable,Earlier today,17.0,False,False
Target says it anticipates that current store employees will work about 5 million more hours this holiday season,Unavailable,News,CNBC,Unavailable,3 hours ago,18.0,False,False
