article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Highlights from the latest Apple Event,Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
"If you own an Apple product, you should update it now — yes, right now.",Unavailable,News,The New York Times,Unavailable,Yesterday,3.0,False,False
Employers are being forced to make salaries public — and that’s good news for your paycheck,Unavailable,News,Business Insider,Unavailable,3 hours ago,4.0,False,False
"Apple Event 2021 : iPhone 13, Apple Watch Series 7 among big launches",Unavailable,News,editorji,Unavailable,5 hours ago,5.0,False,False
Texas city fines lawyer for strolling beach as Michael Myers with bloody knife,Unavailable,News,mySA,Unavailable,Last night,6.0,False,False
Here's when you can expect to know the outcome of the California recall election,Unavailable,News,SFGATE,Unavailable,Yesterday,7.0,False,False
What the California recall polls say going into election day,Unavailable,News,San Francisco Chronicle,Unavailable,"September 14, 2021",8.0,False,False
California voters cast their ballots in gubernatorial recall election,Unavailable,News,,Unavailable,LIVE,9.0,False,False
"Hurricane Nicholas levels homes, trees across South TX",Unavailable,News,Chron,Unavailable,3 hours ago,10.0,False,False
Here’s why you should update your iPhone to iOS 14.8 ASAP,Unavailable,News,BreezyScroll,Unavailable,Last night,11.0,False,False
Why the stress of work is killing you — and what to do about it,Unavailable,News,The Times,Unavailable,This morning,12.0,False,False
"Apple issues an emergency security update after a spyware flaw was discovered, researchers say",Unavailable,News,,Unavailable,Last night,13.0,False,False
Europe: the best capital city alternatives,Unavailable,News,Times Travel,Unavailable,Earlier today,14.0,False,False
Covid Hospitalizations Hit Crisis Levels in Southern ICUs,Unavailable,News,The New York Times,Unavailable,Earlier today,15.0,False,False
It's still possible for Gavin Newsom to get recalled in California,Unavailable,News,SFGATE,Unavailable,4 hours ago,16.0,False,False
Nicholas becomes 2nd hurricane to make landfall on U.S. soil this year,Unavailable,News,AccuWeather,Unavailable,4 hours ago,17.0,False,False
"As a doctor, I don't hate the unvaccinated. But I rage at COVID disinformation profiteers",Unavailable,News,SFChronicle Opinion,Unavailable,Yesterday,18.0,False,False
