article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
The UN General Assembly continues in New York,Unavailable,News,,Unavailable,,1.0,False,False
Elon Musk and Grimes Split After 3 Years,Unavailable,News,BuzzFeed,Unavailable,Yesterday,2.0,False,False
The Way You Talk About Gabby Petito Matters To Domestic Violence Survivors,Unavailable,News,HuffPost,Unavailable,3 hours ago,3.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,4.0,False,False
New volcano mouth emerges on the Spanish island of La Palma,Unavailable,News,,Unavailable,LIVE,5.0,False,False
Is the R.1 variant in California? What to know about the highly mutated COVID strain,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,6.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,7.0,False,False
Chris Cuomo Sexually Harassed Me. I Hope He’ll Use His Power to Make Change.,Unavailable,News,New York Times Opinion,Unavailable,Yesterday,8.0,False,False
An FBI informant was among those who marched into the Capitol on Jan. 6.,Unavailable,News,The New York Times,Unavailable,3 hours ago,9.0,False,False
A new wildfire is forcing evacuations in Northern California,Unavailable,News,,Unavailable,LIVE,10.0,False,False
How Gabby Petito's killing and Brian Laundrie's disappearance went viral on social media,Unavailable,News,Digital Culture Insider,Unavailable,Yesterday,11.0,False,False
China has released two Canadians who were detained on spying charges,Unavailable,News,,Unavailable,Last night,12.0,False,False
"Hurricane forecasters aren’t tweeting about your personal life, they swear",Unavailable,News,The New York Times,Unavailable,Yesterday,13.0,False,False
"Ivermectin is not authorized for treatment of COVID-19, according to the FDA",Unavailable,News,,Unavailable,LIVE,14.0,False,False
"Meet the lone woman defending R. Kelly — a former sex-crimes prosecutor who watched 'Surviving R. Kelly,' believed it, and later decided to defend him at trial",Unavailable,News,Insider,Unavailable,Yesterday,15.0,False,False
Teens around the world take part in global protest Fridays for Future,Unavailable,News,,Unavailable,LIVE,16.0,False,False
Nearly 200 San Francisco police staff want religious exemptions from city's COVID-19 vaccine mandate,Unavailable,News,San Francisco Chronicle,Unavailable,Last night,17.0,False,False
Jury begins deliberations in federal trial of R. Kelly,Unavailable,News,,Unavailable,LIVE,18.0,False,False
"As fires threaten giant sequoias, their lovers pray for the Ancient Ones",Unavailable,News,Los Angeles Times,Unavailable,Yesterday,19.0,False,False
China’s Evergrande crisis shakes international markets,Unavailable,News,,Unavailable,2 hours ago,20.0,False,False
Learn more about how COVID-19 vaccines work,Unavailable,News,,Unavailable,LIVE,21.0,False,False
‘The View’ Pulls Hosts Mid-Show for Positive COVID Tests Before Kamala Harris Interview,Unavailable,News,Variety,Unavailable,Yesterday,22.0,False,False
