article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,1.0,False,False
"In a drought, water witches are swamped",Unavailable,News,The New York Times,Unavailable,Yesterday,2.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,3.0,False,False
"There's a bidding war for jobseekers, and it's getting crazier by the day",Unavailable,News,Business Insider,Unavailable,Yesterday,4.0,False,False
These satellite images reveal the true devastation of the floods in Europe,Unavailable,News,The New York Times,Unavailable,Yesterday,5.0,False,False
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,6.0,False,False
Latina journalists' ousters from Denver TV powerhouse spark outrage,Unavailable,News,NPR,Unavailable,2 hours ago,7.0,False,False
Did Branson really beat Bezos in the billionaire space race?,Unavailable,News,Bloomberg Opinion,Unavailable,Yesterday,8.0,False,False
A look at iconic images by photojournalist Danish Siddiqui who was killed in Afghanistan,Unavailable,News,,Unavailable,Yesterday,9.0,False,False
Concerns over COVID-19 mount before Olympic Games begin,Unavailable,News,,Unavailable,Last night,10.0,False,False
Atlantic hurricane season continues after June 1 start,Unavailable,News,,Unavailable,LIVE,11.0,False,False
Updates on wildfire season in the western US and Canada,Unavailable,News,,Unavailable,LIVE,12.0,False,False
"Floods, sinkholes, wildfires, extreme heat and drought - the extreme weather events around the globe this month",Unavailable,News,Telegraph Environment,Unavailable,This morning,13.0,False,False
"How to prepare for, prevent and respond to wildfires",Unavailable,News,,Unavailable,LIVE,14.0,False,False
Haiti grapples with the aftermath of its murdered president,Unavailable,News,,Unavailable,LIVE,15.0,False,False
The definitive oral history of how Donald Trump took over the GOP,Unavailable,News,Insider,Unavailable,2 hours ago,16.0,False,False
Countries grapple with devastation left by deadly floods in Europe,Unavailable,News,,Unavailable,LIVE,17.0,False,False
Protests in Cuba to continue as the country temporarily lifts restrictions on food and medicine imports,Unavailable,News,,Unavailable,Last night,18.0,False,False
The Biden administration moves to appeal federal judge's decision ruling DACA unlawful,Unavailable,News,,Unavailable,LIVE,19.0,False,False
