article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Australian PM may not join climate summit: report,https://www.msn.com/en-us/news/world/australian-pm-may-not-join-climate-summit-report/ar-AAOQEiH?ocid=Peregrine,Top Stories,AFP,Unavailable,,1.0,False,False
"Joe Biden, welcome to the thunderdome",https://www.msn.com/en-us/news/politics/joe-biden-welcome-to-the-thunderdome/ar-AAOQHf0?ocid=Peregrine,Top Stories,POLITICO,Unavailable,,1.1,False,False
7 Retirement Income Strategies Once Your Portfolio Reaches $500k,https://trace.mediago.io/api/bidder/track?tn=9220dd482c2a49631b4e66cca9f5f0ee&price=LvQEvADIucAmYwdjE1byZ2ng2o290iU8t4JB4cvcBqg&evt=102&rid=ad8a9d3d81d2ccd5c2d5f8e466aa07d3&campaignid=1027913&impid=vlp-infopane-3&offerid=2019249&test=0&time=1632704518&cp=VcHmoi4rlyx4JBcDsptajqjzYHf-o-krDWBSE7N3mNc&clickid=21_ad8a9d3d81d2ccd5c2d5f8e466aa07d3_vlp-infopane-3&acid=305&trackingid=b8b7555b1b5c12242128373c38f55d24&uid=2C1857E5AAA363DC0F63475AAB5E62A4&jt=2&url=PFqybgn7wokxsfXoYPxXxENlbFReI2c9YxtxSvPvss76s8sSNzOMo6aE96GJF1ngbLWCQRnRHATI2dFquBcfIRHsboVE-WC6L0kgVxbM0jnDtdhTgthW0TVvpjMUF7VWoSrLVpOIYgFKccHq1P-9OCkH5iAdpML9SR8QabsBz_A3e9bla2ksmchqBJsjke7o6SFY7kb2Qfu207uRG-DNA-b82Z2KzDtei18skt0y-7q5OMHm3zZK78v8P8h0_sZFHokXbidZXICE2A3aEsqr5x2fh-DrbT5hTvuX4jRVAow&bm=2&la=en&cn=us&cid=1060163&info=qaKSaCcxPkyXSi1riI205dkLxCUx5AWHLRnXk0QR_pPV7pJMZSUQLWzAIqTKSvrE,Top Stories,AdFisher Investments,Unavailable,,1.2,False,True
3 dead in Amtrak train derailment,https://www.msn.com/en-us/news/us/3-dead-in-amtrak-train-derailment/ar-AAOP5Qg?ocid=Peregrine,Top Stories,ABC News,Unavailable,,1.3,False,False
Salmonella outbreak more than doubles; CDC identifies potential source,https://www.msn.com/en-us/news/us/salmonella-outbreak-more-than-doubles-cdc-identifies-potential-source/ar-AAOQypz?ocid=Peregrine,Top Stories,USA TODAY,Unavailable,,1.4,False,False
Top Doctors: These Men's Shoes Can Reduce Foot Pain And Improve Posture,https://trace.mediago.io/api/bidder/track?tn=9220dd482c2a49631b4e66cca9f5f0ee&price=NQM2_ufg8t5zH-tMQyKmdZHMs8Aob2KIJaAMeHwl3tc&evt=102&rid=ad8a9d3d81d2ccd5c2d5f8e466aa07d3&campaignid=1042270&impid=vlp-infopane-6&offerid=2570632&test=0&time=1632704518&cp=9XFh_BZw8e_pVgqBxl7LgSXDzX4ClFaPEl6GWZTfzxI&clickid=21_ad8a9d3d81d2ccd5c2d5f8e466aa07d3_vlp-infopane-6&acid=201&trackingid=aa29e3b145a276bc85b2e2ea8a819065&uid=2C1857E5AAA363DC0F63475AAB5E62A4&jt=2&url=FEUs0pMVESjXUnei0rtuSF1uN8XXa0Jeg6s_3l5R5enfB-toDsnnyyAa7cJ0H_V7TJOS4TRCVmZlSg3YW52rgCNkHi6z4AKg_b31f1tMckPsm3pbyFhupwg7iaQ0avfTxYz5dOkJWrK1gTo0PqWKcIDOi60_nzVOp91AN2_Hnd1XW359qcY4ionJ1X2Hx0khbtnBtfcDScBz1foVWpT15jboX7TWkeW956kMcF2stN_mUnm-H3oJ5-CEzTPH1koP4Ul3YPy_GFv_iDVInqVWjqTrFANsSAkpT3TwHn6xFNDWuhdOdSYjJohz2M_1dLSL4IqbK3Zk0IlHLGD7vC6tlSscLf9Q-md1SI8uh4e5nwDLygq0EjJTZH_QX65HGoUyvxhVxKqPsEb7SYoEu_F8Ng&bm=2&la=en&cn=us&cid=1086024&info=ENzYehm0jMlNPuUfyE19MBJ8XbhNXrk994l64ZEql9-1AX5bStBhBiwGwKfUhJ6o,Top Stories,AdLovehots.com,Unavailable,,1.5,False,True
GOP Rep. Matt Gaetz said Tucker Carlson is correct about white nationalist 'replacement' conspiracy theory and called ADL racist,https://www.msn.com/en-us/news/politics/gop-rep-matt-gaetz-said-tucker-carlson-is-correct-about-white-nationalist-replacement-conspiracy-theory-and-called-adl-racist/ar-AAOQJ1c?ocid=Peregrine,Top Stories,Business Insider,Unavailable,,1.6,False,False
Infrastructure bill: Democrats concede vote won't happen Monday,https://www.msn.com/en-us/news/politics/infrastructure-bill-democrats-concede-vote-won-t-happen-monday/ar-AAOQdkf?ocid=Peregrine,Top Stories,CNN,Unavailable,,1.7,False,False
Could robots beat the World Cup winners by 2050?,https://www.msn.com/en-us/news/technology/could-robots-beat-the-world-cup-winners-by-2050/ar-AAOQNCN?ocid=Peregrine,Top Stories,BBC News,Unavailable,,1.8,False,False
The VERY unique baby name trend set to be huge in 2022,https://www.msn.com/en-us/news/technology/the-very-unique-baby-name-trend-set-to-be-huge-in-2022/ar-AAOQLkD?ocid=Peregrine,Top Stories,Daily Mail,Unavailable,,1.9,False,False
Pressure grows to cut diplomatic red tape for Afghans left behind,https://www.msn.com/en-us/news/politics/pressure-grows-to-cut-diplomatic-red-tape-for-afghans-left-behind/ar-AAOQQ4P?ocid=Peregrine,Top Stories,The Hill,Unavailable,,1.10,False,False
Long-delayed Tony Awards herald theater’s return,https://www.msn.com/en-us/news/us/long-delayed-tony-awards-herald-theater-s-return/ar-AAOQCnM?ocid=Peregrine,Top Stories,New York Daily News,Unavailable,,1.11,False,False
Cory Booker spars over Tim Scott's claim Democrats wanted to defund police in reform bill,https://www.msn.com/en-us/news/politics/cory-booker-spars-over-tim-scott-s-claim-democrats-wanted-to-defund-police-in-reform-bill/ar-AAOQIxZ?ocid=Peregrine,Top Stories,Washington Examiner,Unavailable,,2.0,False,False
Pfizer CEO Says Low-Income Nations Will Receive 1Bn COVID Vaccine Doses by Year's End,https://www.msn.com/en-us/news/world/pfizer-ceo-says-low-income-nations-will-receive-1bn-covid-vaccine-doses-by-year-s-end/ar-AAOQQle?ocid=Peregrine,Top Stories,Newsweek,Unavailable,,3.0,False,False
Don't let your HDR TV give you eye pain anymore. Try these tricks instead,https://www.msn.com/en-us/news/technology/don-t-let-your-hdr-tv-give-you-eye-pain-anymore-try-these-tricks-instead/ar-AAOPGbF?ocid=Peregrine,Top Stories,CNET,Unavailable,,4.0,False,False
First Tonys after Broadway's reopening — and reckoning — brings hope to Latino actors,https://www.msn.com/en-us/news/us/first-tonys-after-broadway-s-reopening-and-reckoning-brings-hope-to-latino-actors/ar-AAOPGlu?ocid=Peregrine,Top Stories,NBC News,Unavailable,,5.0,False,False
"Congress’s hectic legislative schedule, briefly explained",https://www.msn.com/en-us/news/politics/congress-s-hectic-legislative-schedule-briefly-explained/ar-AAOQC5D?ocid=Peregrine,Top Stories,Vox.com,Unavailable,,6.0,False,False
