article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,1.0,False,False
Afghanistan: The Taliban said ‘cover your faces or we’ll make you pay’,Unavailable,News,The Sunday Times,Unavailable,Earlier today,2.0,False,False
Americans have been quitting their jobs in record numbers. Here’s one millennial's advice to others who are also looking to make the leap.,Unavailable,News,Careers Insider,Unavailable,"September 10, 2021",3.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,"September 10, 2021",4.0,False,False
"A timeline of the September 11, 2001, attacks",Unavailable,News,Reuters,Unavailable,"September 10, 2021",5.0,False,False
Hurricane Larry blasts Newfoundland with damaging winds,Unavailable,News,The Weather Network,Unavailable,Yesterday,6.0,False,False
"Mississippi teachers beg for help after more than 18,000 students catch COVID-19 in one month",Unavailable,News,Healthcare Insider,Unavailable,"September 10, 2021",7.0,False,False
National Hurricane Center monitoring five weather systems in the Atlantic basin,Unavailable,News,,Unavailable,LIVE,8.0,False,False
"His father died on Flight 93. Today, he views his own tragic connection to 9/11 as a gift",Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,9.0,False,False
"‘Muslim Americans shouldn’t have to feel and act this way’: 20 years later, reflecting on the 9/11 attacks and hate that followed",Unavailable,News,The Baltimore Sun,Unavailable,Yesterday,10.0,False,False
"The National Weather Service reported around 1,100 cloud-to-ground lightning strikes in California",Unavailable,News,SFGATE,Unavailable,"September 10, 2021",11.0,False,False
The Two Hero Brothers Killed by 9/11—19 Years Apart,Unavailable,News,The Daily Beast,Unavailable,"September 10, 2021",12.0,False,False
"He was on the 84th floor of the south tower when the second plane hit. Twenty years later, Brian Clark still lives in the shadow of 9/11.",Unavailable,News,Maclean's Magazine,Unavailable,Yesterday,13.0,False,False
"Ivermectin is not authorized for treatment of COVID-19, according to the FDA",Unavailable,News,,Unavailable,LIVE,14.0,False,False
Learn more about COVID-19 'variants of concern',Unavailable,News,,Unavailable,LIVE,15.0,False,False
The 20th anniversary of the 9/11 terror attacks,Unavailable,News,USA TODAY,Unavailable,Yesterday,16.0,False,False
Learn more about how COVID-19 vaccines work,Unavailable,News,,Unavailable,Last night,17.0,False,False
Here Are The Harrowing Stories Behind Some Of The Most Iconic Photos From 9/11,Unavailable,News,BuzzFeed,Unavailable,Yesterday,18.0,False,False
"In Giuffre v. Andrew, Harvey Weinstein's former lawyer is looking for redemption",Unavailable,News,The Sunday Times,Unavailable,Yesterday,19.0,False,False
People around the world mark the 20th anniversary of the 9/11 attacks,Unavailable,News,,Unavailable,Last night,20.0,False,False
9/11: The readers writing back to their 2001 selves,Unavailable,News,The Telegraph,Unavailable,Yesterday,21.0,False,False
"COVID-19 vaccines are extremely effective at preventing serious illness and deaths, trials show",Unavailable,News,,Unavailable,LIVE,22.0,False,False
"Images of fully-covered women at an Afghan university were taken during a protest, news outlets say",Unavailable,News,,Unavailable,2 hours ago,23.0,False,False
