article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"Biden's vaccine mandate for workers is supported by legal precedents, experts say",Unavailable,News,,Unavailable,LIVE,1.0,False,False
The UN General Assembly continues in New York,Unavailable,News,,Unavailable,LIVE,2.0,False,False
"As more Californians head to Texas, a new study reveals data on how the states really stack up",Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,3.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,4.0,False,False
The fight over ‘The One’ — L.A.'s biggest and most extravagant mansion,Unavailable,News,Los Angeles Times,Unavailable,Earlier today,5.0,False,False
Jury finds R. Kelly guilty in federal trial,Unavailable,News,,Unavailable,LIVE,6.0,False,False
"70% of long Covid patients develop organ damage, U.K. study finds",Unavailable,News,Bloomberg Quicktake,Unavailable,This afternoon,7.0,False,False
"""He held me hostage with no gun but with his words"": The phone scam gaslighting therapists",Unavailable,News,San Francisco Chronicle,Unavailable,This afternoon,8.0,False,False
Here are some phrases you should avoid using in interviews — and what to say instead,Unavailable,News,Careers Insider,Unavailable,This afternoon,9.0,False,False
What it feels like to get a COVID-19 vaccine booster shot,Unavailable,News,Healthcare Insider,Unavailable,2 hours ago,10.0,False,False
Pfizer begins study of oral drug for prevention of COVID-19,Unavailable,News,Reuters Science News,Unavailable,Yesterday,11.0,False,False
Workers are putting on pants to return to the office only to be on Zoom all day,Unavailable,News,The Washington Post,Unavailable,Earlier today,12.0,False,False
How the 2nd largest wildfire in California history was stopped before surpassing 1 million acres,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,13.0,False,False
Inflation and supply shortages mean a return of empty shelves and panic buying,Unavailable,News,Bloomberg Opinion,Unavailable,Last night,14.0,False,False
The Taliban to its fighters in Kabul: Stop taking selfies and acting like tourists,Unavailable,News,The Wall Street Journal,Unavailable,This afternoon,15.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,16.0,False,False
"Californians have legal rights to abortion, but access to the procedure is not equal",Unavailable,News,Los Angeles Times,Unavailable,Earlier today,17.0,False,False
Senate Republicans block funding patch as government shutdown deadline looms,Unavailable,News,,Unavailable,1 hour ago,18.0,False,False
These police and fire agencies are at the center of the COVID-19 vaccine debate. There's a good reason,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,19.0,False,False
🚧 🚆 How Biden's massive infrastructure plans could change your life,Unavailable,News,Axios,Unavailable,Earlier today,20.0,False,False
Wildfire burn scars threaten drinking water in much of California and the West,Unavailable,News,Los Angeles Times,Unavailable,This afternoon,21.0,False,False
There is a COVID-19 rapid test shortage in California,Unavailable,News,CalMatters,Unavailable,Earlier today,22.0,False,False
