article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"President Ashraf Ghani leaves Afghanistan as the Taliban move further into Kabul, AP and Reuters report",Unavailable,News,,Unavailable,LIVE,1.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,2.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,3.0,False,False
"Video of a man setting plants on fire was shot by a firefighter using controlled burn techniques to slow wildfire spread, Reuters and the AP say",Unavailable,News,,Unavailable,Yesterday,4.0,False,False
What could happen next for Afghanistan if the Taliban take control?,Unavailable,News,,Unavailable,4 hours ago,5.0,False,False
Kabul residents scramble for safety as Taliban reaches the city gates,Unavailable,News,,Unavailable,LIVE,6.0,False,False
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,7.0,False,False
Fred becomes tropical wave as tropical storm Grace forms in the Atlantic,Unavailable,News,,Unavailable,LIVE,8.0,False,False
"COVID-19 vaccines are extremely effective at preventing serious illness and deaths, trials show",Unavailable,News,,Unavailable,LIVE,9.0,False,False
Haiti earthquake death toll rises above 700 as tropical storm looms,Unavailable,News,,Unavailable,LIVE,10.0,False,False
Dozens hospitalized after bus bound for Niagara Falls crashes on New York State Thruway,Unavailable,News,,Unavailable,Yesterday,11.0,False,False
"Fuel tanker explosion in Lebanon leaves at least 28 dead and dozens injured, Red Cross says",Unavailable,News,,Unavailable,Last night,12.0,False,False
CDC recommends additional COVID-19 vaccine dose for certain immunocompromised people,Unavailable,News,,Unavailable,Yesterday,13.0,False,False
Looking at the history of the Taliban in Afghanistan,Unavailable,News,,Unavailable,2 hours ago,14.0,False,False
A timeline of the Taliban’s rapid advance across Afghanistan,Unavailable,News,,Unavailable,1 hour ago,15.0,False,False
"NFTs are unlocking a new future for sports fans following the 'Beanie Baby' boom, even if not everyone’s sold",Unavailable,News,Toronto Star Sports,Unavailable,Yesterday,16.0,False,False
"How to prepare for, prevent and respond to wildfires",Unavailable,News,,Unavailable,LIVE,17.0,False,False
Updates on wildfire season in the western US and Canada,Unavailable,News,,Unavailable,LIVE,18.0,False,False
"Amazon is offering vaccinated workers cars, vacation packages and up to $500,000",Unavailable,News,Bloomberg Quicktake,Unavailable,"August 9, 2021",19.0,False,False
A giant puppet is bringing attention to the urgent needs of young refugees,Unavailable,News,Time Out London,Unavailable,"August 9, 2021",20.0,False,False
The Black reporter who exposed a lie about the atom bomb,Unavailable,News,The New York Times,Unavailable,"August 9, 2021",21.0,False,False
