article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion
Texas' abortion law has tech workers reconsidering moving to the state,https://news.google.com/articles/CAIiEJhjrUCyB560SbtaIQt4n5oqGAgEKg8IACoHCAowjtSUCjC30XQwzqe5AQ?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Washington Post,https://news.google.com/publications/CAAqBwgKMI7UlAowt9F0?hl=en-US&gl=US&ceid=US%3Aen,2021-09-12T13:45:48Z,1.0,False
Why are some prominent Republicans still silent on Texas' new abortion law?,https://news.google.com/articles/CCAiC3VVcFh2eHhUOFN3mAEB?hl=en-US&gl=US&ceid=US%3Aen,Headlines,WFAA,,2021-09-11T19:30:02Z,1.1,False
Where Roe v. Wade stands after Texas abortion ban allowed to go into effect,https://news.google.com/articles/CBMiXWh0dHBzOi8vYWJjbmV3cy5nby5jb20vVVMvcm9lLXdhZGUtc3RhbmRzLXRleGFzLWFib3J0aW9uLWJhbi1hbGxvd2VkLWVmZmVjdC9zdG9yeT9pZD03OTg3NTcxOdIBYWh0dHBzOi8vYWJjbmV3cy5nby5jb20vYW1wL1VTL3JvZS13YWRlLXN0YW5kcy10ZXhhcy1hYm9ydGlvbi1iYW4tYWxsb3dlZC1lZmZlY3Qvc3Rvcnk_aWQ9Nzk4NzU3MTk?hl=en-US&gl=US&ceid=US%3Aen,Headlines,ABC News,,2021-09-12T12:14:21Z,1.2,False
"Opinion | In Texas, When Is Abortion Legal to Save a Woman’s Life?",https://news.google.com/articles/CAIiEFHMY2hpofazTgqAseKR2DMqFwgEKg8IACoHCAowjuuKAzCWrzwwt4QY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The New York Times,https://news.google.com/publications/CAAqBwgKMI7rigMwlq88?hl=en-US&gl=US&ceid=US%3Aen,2021-09-12T14:07:03Z,1.3,True
Texas's abortion law brings to mind Eisenhower and the 'Little Rock Nine' | TheHill,https://news.google.com/articles/CBMic2h0dHBzOi8vdGhlaGlsbC5jb20vb3Bpbmlvbi9qdWRpY2lhcnkvNTcxODU1LXRleGFzcy1hYm9ydGlvbi1sYXctYnJpbmdzLXRvLW1pbmQtZWlzZW5ob3dlci1hbmQtdGhlLWxpdHRsZS1yb2NrLW5pbmXSAXdodHRwczovL3RoZWhpbGwuY29tL29waW5pb24vanVkaWNpYXJ5LzU3MTg1NS10ZXhhc3MtYWJvcnRpb24tbGF3LWJyaW5ncy10by1taW5kLWVpc2VuaG93ZXItYW5kLXRoZS1saXR0bGUtcm9jay1uaW5lP2FtcA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Hill,,2021-09-12T12:00:14Z,1.4,True
"Most Asian Americans are against the recall, but some haven't forgiven Newsom for his nail salon remark",https://news.google.com/articles/CAIiEM5ZYtQgjw6TvgV8V_1vkWcqFwgEKg4IACoGCAowjKxcMOvhCzCU9KQB?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Los Angeles Times,https://news.google.com/publications/CAAqBggKMIysXDDr4Qs?hl=en-US&gl=US&ceid=US%3Aen,2021-09-12T12:00:45Z,2.0,False
"Don’t let California become Texas, Newsom says -- as residents, businesses flee",https://news.google.com/articles/CAIiED9raD2LCboDqEpM3S-w8fUqGQgEKhAIACoHCAowwL2ICzCckocDMMaPqQY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Fox News,https://news.google.com/publications/CAAqBwgKMMC9iAswnJKHAw?hl=en-US&gl=US&ceid=US%3Aen,2021-09-12T07:16:42Z,2.1,False
Polls close Tuesday in California's recall election,https://news.google.com/articles/CCAiC1NDY1JGTlZOSEU4mAEB?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CBS News,,2021-09-11T19:15:14Z,2.2,False
Endorsement: The many reasons to vote no on recalling Gov. Gavin Newsom,https://news.google.com/articles/CAIiEErmZec2SBSaoaaC-nr80wkqFwgEKg4IACoGCAowjKxcMOvhCzDOkLcB?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Los Angeles Times,https://news.google.com/publications/CAAqBggKMIysXDDr4Qs?hl=en-US&gl=US&ceid=US%3Aen,2021-09-12T12:00:04Z,2.3,True
"By defeating Newsom recall, pro-choice women would send a powerful message | TheHill",https://news.google.com/articles/CBMidWh0dHBzOi8vdGhlaGlsbC5jb20vb3Bpbmlvbi9jYW1wYWlnbi81NzE3NzQtYnktZGVmZWF0aW5nLW5ld3NvbS1yZWNhbGwtcHJvLWNob2ljZS13b21lbi13b3VsZC1zZW5kLWEtcG93ZXJmdWwtbWVzc2FnZdIBeWh0dHBzOi8vdGhlaGlsbC5jb20vb3Bpbmlvbi9jYW1wYWlnbi81NzE3NzQtYnktZGVmZWF0aW5nLW5ld3NvbS1yZWNhbGwtcHJvLWNob2ljZS13b21lbi13b3VsZC1zZW5kLWEtcG93ZXJmdWwtbWVzc2FnZT9hbXA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Hill,,2021-09-11T15:30:08Z,2.4,True
