article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion
Where are the pets? Mayor says crews searched Surfside condo units before demolition,https://news.google.com/articles/CAIiEPduc4YBaKPIs1ehBoa0lAIqGQgEKhAIACoHCAow3oP-CjCIx_YCMLnN3AU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Miami Herald,https://news.google.com/publications/CAAqBwgKMN6D_gowiMf2Ag?hl=en-US&gl=US&ceid=US%3Aen,2021-07-05T19:08:34Z,1.0,False
4 more bodies found after remaining section of Florida condo complex demolished; death toll at 28,https://news.google.com/articles/CAIiEM_HeWkH0KOwgpleJ_6yjvQqGQgEKhAIACoHCAowjsP7CjCSpPQCMM_b5QU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,USA TODAY,https://news.google.com/publications/CAAqBwgKMI7D-wowkqT0Ag?hl=en-US&gl=US&ceid=US%3Aen,2021-07-05T22:49:30Z,1.1,False
Death toll in Surfside condo building collapse rises to 28,https://news.google.com/articles/CAIiEFyWAB1WR5UUEWWyoCrTXz0qMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN ,https://news.google.com/publications/CAAiEKc6EUjSxJukEfvjGrDC0gIqFAgKIhCnOhFI0sSbpBH74xqwwtIC?hl=en-US&gl=US&ceid=US%3Aen,2021-07-05T23:54:15Z,1.2,False
Watch: Florida first responders pay tribute to victims of Surfside building collapse,https://news.google.com/articles/CBMidmh0dHBzOi8vd3d3LndmbGEuY29tL25ld3MvZmxvcmlkYS93YXRjaC1mbG9yaWRhLWZpcnN0LXJlc3BvbmRlcnMtcGF5LXRyaWJ1dGUtdG8tdmljdGltcy1vZi1zdXJmc2lkZS1idWlsZGluZy1jb2xsYXBzZS_SAXpodHRwczovL3d3dy53ZmxhLmNvbS9uZXdzL2Zsb3JpZGEvd2F0Y2gtZmxvcmlkYS1maXJzdC1yZXNwb25kZXJzLXBheS10cmlidXRlLXRvLXZpY3RpbXMtb2Ytc3VyZnNpZGUtYnVpbGRpbmctY29sbGFwc2UvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,Headlines,WFLA,,2021-07-05T18:50:56Z,1.3,True
Remaining Portion Of Champlain Towers South Brought Down In Demolition,https://news.google.com/articles/CCAiC0JzT1FfM2wxX1g0mAEB?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CBS Miami,,2021-07-05T09:34:14Z,1.4,False
A Closer Look at the Colon Condition That Hospitalized the Pope,https://news.google.com/articles/CAIiEDkv7WMiVffdX8cORBlgj6wqFwgEKg8IACoHCAowjuuKAzCWrzwwpoEY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The New York Times,https://news.google.com/publications/CAAqBwgKMI7rigMwlq88?hl=en-US&gl=US&ceid=US%3Aen,2021-07-05T18:57:55Z,2.0,False
Pope to stay in hospital for seven days as details of surgery revealed,https://news.google.com/articles/CAIiEEGpZ5SQagN1FIblaZgifggqFwgEKg4IACoGCAowl6p7MN-zCTDZ4PsF?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Guardian,https://news.google.com/publications/CAAqBggKMJeqezDfswk?hl=en-US&gl=US&ceid=US%3Aen,2021-07-05T11:23:24Z,2.1,False
"Pope Francis 'reacted well' to intestinal surgery, Vatican says | GMA",https://news.google.com/articles/CCAiC21EbkhSR3R1azJzmAEB?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Good Morning America,,2021-07-05T15:03:14Z,2.2,False
Vatican: Pope alert and well a day after intestinal surgery,https://news.google.com/articles/CBMiU2h0dHBzOi8vbmV3cy55YWhvby5jb20vcG9wZS1jb252YWxlc2NpbmctaG9zcGl0YWwtaW50ZXN0aW5hbC1zdXJnZXJ5LTA4MTMzODIyOS5odG1s0gFbaHR0cHM6Ly9uZXdzLnlhaG9vLmNvbS9hbXBodG1sL3BvcGUtY29udmFsZXNjaW5nLWhvc3BpdGFsLWludGVzdGluYWwtc3VyZ2VyeS0wODEzMzgyMjkuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Yahoo News,,2021-07-05T08:13:38Z,2.3,False
"Pope Francis doing 'well' after intestinal surgery, Vatican says",https://news.google.com/articles/CAIiEDluL9MDAx4DNAW6gIv_uCwqGQgEKhAIACoHCAowwL2ICzCckocDMOODqQY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Fox News,https://news.google.com/publications/CAAqBwgKMMC9iAswnJKHAw?hl=en-US&gl=US&ceid=US%3Aen,2021-07-05T09:48:49Z,2.4,False
Fauci: More than 99% of people who died from COVID-19 in June were not vaccinated | TheHill,https://news.google.com/articles/CBMicWh0dHBzOi8vdGhlaGlsbC5jb20vcG9saWN5L2hlYWx0aGNhcmUvNTYxNTg1LWZhdWNpLW1vcmUtdGhhbi05OS1vZi1wZW9wbGUtd2hvLWRpZWQtZnJvbS1jb3ZpZC0xOS1pbi1qdW5lLXdlcmUtbm900gF1aHR0cHM6Ly90aGVoaWxsLmNvbS9wb2xpY3kvaGVhbHRoY2FyZS81NjE1ODUtZmF1Y2ktbW9yZS10aGFuLTk5LW9mLXBlb3BsZS13aG8tZGllZC1mcm9tLWNvdmlkLTE5LWluLWp1bmUtd2VyZS1ub3Q_YW1w?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Hill,,2021-07-05T20:42:43Z,3.0,False
"Rates of new Covid-19 cases are almost 3 times higher in states with low vaccination rates, new data shows",https://news.google.com/articles/CAIiENjnEPU3HRipub0Zs8MleBgqMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN ,https://news.google.com/publications/CAAiEKc6EUjSxJukEfvjGrDC0gIqFAgKIhCnOhFI0sSbpBH74xqwwtIC?hl=en-US&gl=US&ceid=US%3Aen,2021-07-05T18:16:13Z,3.1,False
"Fauci changes tune again, says vaccinated should wear masks in parts of US",https://news.google.com/articles/CAIiELk0Ur70IXTQdrHRwCksFrsqGAgEKg8IACoHCAowhK-LAjD4ySww-9S0BQ?hl=en-US&gl=US&ceid=US%3Aen,Headlines,New York Post ,https://news.google.com/publications/CAAqBwgKMISviwIw-Mks?hl=en-US&gl=US&ceid=US%3Aen,2021-07-04T22:24:31Z,3.2,False
'Go the extra mile': Fauci said Mississippians might want to consider wearing face masks,https://news.google.com/articles/CAIiEHwA1fL-aK8gCjp90I0RLU0qGQgEKhAIACoHCAowpv7_CjDGqosDMPj54gU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Clarion Ledger,https://news.google.com/publications/CAAqBwgKMKb-_wowxqqLAw?hl=en-US&gl=US&ceid=US%3Aen,2021-07-05T14:43:56Z,3.3,False
"More than 99% of recent COVID deaths in US involve unvaccinated people, a 'sad and tragic' situation, Fauci says: Today's live updates",https://news.google.com/articles/CAIiEILLGQb8akFwL5GPJAEyqXwqGQgEKhAIACoHCAowjsP7CjCSpPQCMKCK0wU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,USA TODAY,https://news.google.com/publications/CAAqBwgKMI7D-wowkqT0Ag?hl=en-US&gl=US&ceid=US%3Aen,2021-07-04T16:41:32Z,3.4,False
"Tropical Storm Elsa moving across west Cuba, then to Florida",https://news.google.com/articles/CBMiZmh0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL2N1YmEtdHJvcGljYWwtc3Rvcm1zLXN0b3Jtcy1oYXZhbmEtZmxvcmlkYS0yZWJhYjViODZiNGU2ODJlOTcwZDM4OWUwMzUxNzQ4NtIBAA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Associated Press,,2021-07-05T20:50:00Z,4.0,False
Tropical Storm Elsa Rainbands Already Spreading Into Florida After Cuba Landfall | The Weather Channel - Articles from The Weather Channel | weather.com,https://news.google.com/articles/CBMiY2h0dHBzOi8vd2VhdGhlci5jb20vc3Rvcm1zL2h1cnJpY2FuZS9uZXdzLzIwMjEtMDctMDUtdHJvcGljYWwtc3Rvcm0tZWxzYS1mb3JlY2FzdC1mbG9yaWRhLXNvdXRoZWFzdNIBAA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Weather Channel,,2021-07-05T21:22:30Z,4.1,False
"Sarasota County Emergency Management expects Elsa to weaken, not opening evacuation shelters",https://news.google.com/articles/CBMif2h0dHBzOi8vd3d3Lm15c3VuY29hc3QuY29tLzIwMjEvMDcvMDUvc2FyYXNvdGEtY291bnR5LWVtZXJnZW5jeS1tYW5hZ2VtZW50LWV4cGVjdHMtZWxzYS13ZWFrZW4tbm90LW9wZW5pbmctZXZhY3VhdGlvbi1zaGVsdGVycy_SAQA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,WWSB,,2021-07-05T18:32:00Z,4.2,False
"Tracking Elsa: Elsa weakens over Cuba (5 p.m. update, 7/5/21)",https://news.google.com/articles/CCAiC0wwQ00wYW9DQk80mAEB?hl=en-US&gl=US&ceid=US%3Aen,Headlines,13WMAZ,,2021-07-05T22:15:20Z,4.3,False
Talking the Tropics With Mike: Elsa taking aim on Cuba,https://news.google.com/articles/CBMicGh0dHBzOi8vd3d3LmFjdGlvbm5ld3NqYXguY29tL3dlYXRoZXIvdGFsa2luZy10cm9waWNzLXdpdGgtbWlrZS1lbHNhLXRha2luZy1haW0tY3ViYS80TTVKT1lKRzNSQ1JMRktUUU0ySkxBNE5DNC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,Headlines,ActionNewsJax.com,,2021-07-05T08:02:00Z,4.4,False
Where are the pets? Mayor says crews searched Surfside condo units before demolition,https://news.google.com/articles/CAIiEPduc4YBaKPIs1ehBoa0lAIqGQgEKhAIACoHCAow3oP-CjCIx_YCMLnN3AU?hl=en-US&gl=US&ceid=US%3Aen,U.S.,Miami Herald,https://news.google.com/publications/CAAqBwgKMN6D_gowiMf2Ag?hl=en-US&gl=US&ceid=US%3Aen,2021-07-05T19:08:34Z,5.0,False
4 more bodies found after remaining section of Florida condo complex demolished; death toll at 28,https://news.google.com/articles/CAIiEM_HeWkH0KOwgpleJ_6yjvQqGQgEKhAIACoHCAowjsP7CjCSpPQCMM_b5QU?hl=en-US&gl=US&ceid=US%3Aen,U.S.,USA TODAY,https://news.google.com/publications/CAAqBwgKMI7D-wowkqT0Ag?hl=en-US&gl=US&ceid=US%3Aen,2021-07-05T22:49:30Z,5.1,False
Death toll in Surfside condo building collapse rises to 28,https://news.google.com/articles/CAIiEFyWAB1WR5UUEWWyoCrTXz0qMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&gl=US&ceid=US%3Aen,U.S.,CNN ,https://news.google.com/publications/CAAiEKc6EUjSxJukEfvjGrDC0gIqFAgKIhCnOhFI0sSbpBH74xqwwtIC?hl=en-US&gl=US&ceid=US%3Aen,2021-07-05T23:54:15Z,5.2,False
Watch: Florida first responders pay tribute to victims of Surfside building collapse,https://news.google.com/articles/CBMidmh0dHBzOi8vd3d3LndmbGEuY29tL25ld3MvZmxvcmlkYS93YXRjaC1mbG9yaWRhLWZpcnN0LXJlc3BvbmRlcnMtcGF5LXRyaWJ1dGUtdG8tdmljdGltcy1vZi1zdXJmc2lkZS1idWlsZGluZy1jb2xsYXBzZS_SAXpodHRwczovL3d3dy53ZmxhLmNvbS9uZXdzL2Zsb3JpZGEvd2F0Y2gtZmxvcmlkYS1maXJzdC1yZXNwb25kZXJzLXBheS10cmlidXRlLXRvLXZpY3RpbXMtb2Ytc3VyZnNpZGUtYnVpbGRpbmctY29sbGFwc2UvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,U.S.,WFLA,,2021-07-05T18:50:56Z,5.3,True
Remaining Portion Of Champlain Towers South Brought Down In Demolition,https://news.google.com/articles/CCAiC0JzT1FfM2wxX1g0mAEB?hl=en-US&gl=US&ceid=US%3Aen,U.S.,CBS Miami,,2021-07-05T09:34:14Z,5.4,False
'Hillbilly Elegy' author J.D. Vance said he regrets his deleted anti-Trump tweets and asked people 'not to judge' him amid his bid for Ohio Senate seat,https://news.google.com/articles/CBMiQGh0dHBzOi8vbmV3cy55YWhvby5jb20vaGlsbGJpbGx5LWVsZWd5LWF1dGhvci1qLWQtMjI1MzIxODc4Lmh0bWzSAUhodHRwczovL25ld3MueWFob28uY29tL2FtcGh0bWwvaGlsbGJpbGx5LWVsZWd5LWF1dGhvci1qLWQtMjI1MzIxODc4Lmh0bWw?hl=en-US&gl=US&ceid=US%3Aen,U.S.,Yahoo News,,2021-07-05T22:53:21Z,6.0,False
J.D. Vance says he regrets since-deleted tweets criticizing Trump,https://news.google.com/articles/CAIiEHAZu5HAZ6V5hQhpLtZtVqQqGQgEKhAIACoHCAow4Zn5CjCu8uACMLTRlgY?hl=en-US&gl=US&ceid=US%3Aen,U.S.,POLITICO,https://news.google.com/publications/CAAqBwgKMOGZ-QowrvLgAg?hl=en-US&gl=US&ceid=US%3Aen,2021-07-05T18:47:08Z,6.1,False
"J.D. Vance addresses deleted tweets slamming Trump: ""I Regret Being Wrong""",https://news.google.com/articles/CBMiQWh0dHBzOi8vbmV3cy55YWhvby5jb20vai1kLXZhbmNlLWFkZHJlc3Nlcy1kZWxldGVkLTAwMjUwNzI2NC5odG1s0gFJaHR0cHM6Ly9uZXdzLnlhaG9vLmNvbS9hbXBodG1sL2otZC12YW5jZS1hZGRyZXNzZXMtZGVsZXRlZC0wMDI1MDcyNjQuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,U.S.,Yahoo News,,2021-07-06T00:28:11Z,6.2,False
Police still searching for shooter who killed 3 at Kennesaw golf course,https://news.google.com/articles/CBMiiQFodHRwczovL3d3dy53c2J0di5jb20vbmV3cy9sb2NhbC9jb2JiLWNvdW50eS9wb2xpY2Utc3RpbGwtc2VhcmNoaW5nLXNob290ZXItd2hvLWtpbGxlZC0zLWtlbm5lc2F3LWdvbGYtY291cnNlLzRLTjdHVzVSQUZEQVBNQk1VQ0xCVjI1V01BL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,U.S.,WSB Atlanta,,2021-07-05T20:57:00Z,7.0,False
Golf pro Gene Siller killed and 2 others found dead at Georgia golf course,https://news.google.com/articles/CAIiEK6x2va6x5cYn4maVPxZSFMqMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&gl=US&ceid=US%3Aen,U.S.,CNN ,https://news.google.com/publications/CAAiEKc6EUjSxJukEfvjGrDC0gIqFAgKIhCnOhFI0sSbpBH74xqwwtIC?hl=en-US&gl=US&ceid=US%3Aen,2021-07-05T15:23:00Z,7.1,False
"Georgia golf course shooting: Two more bodies found, suspect at large, police say",https://news.google.com/articles/CAIiEEEm_8cdRlZF3KsezSB_rlQqGQgEKhAIACoHCAowwL2ICzCckocDMP2lqQY?hl=en-US&gl=US&ceid=US%3Aen,U.S.,Fox News,https://news.google.com/publications/CAAqBwgKMMC9iAswnJKHAw?hl=en-US&gl=US&ceid=US%3Aen,2021-07-05T07:56:19Z,7.2,False
Police search for suspect in Kennesaw triple homicide,https://news.google.com/articles/CBMinAFodHRwczovL3d3dy5ub3J0aHdlc3RnZW9yZ2lhbmV3cy5jb20vcm9tZS9uZXdzL2xvY2FsL3BvbGljZS1zZWFyY2gtZm9yLXN1c3BlY3QtaW4ta2VubmVzYXctdHJpcGxlLWhvbWljaWRlL2FydGljbGVfMzc5NWFlMGUtZGRkZC0xMWViLWFkYzUtNDNlNGI4Y2I2OTRjLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,U.S.,Rome News-Tribune,,2021-07-05T22:15:00Z,7.3,True
Two more bodies discovered after Cobb country club shooting,https://news.google.com/articles/CCAiC19qNTZNMndpaXBzmAEB?hl=en-US&gl=US&ceid=US%3Aen,U.S.,11Alive,,2021-07-05T03:27:26Z,7.4,False
"US left Bagram Air Base in dead of night, didn't tell new Afghan commander",https://news.google.com/articles/CAIiEGztGgouPRodh4mex_Jp3joqGQgEKhAIACoHCAowwL2ICzCckocDMMaPqQY?hl=en-US&gl=US&ceid=US%3Aen,U.S.,Fox News,https://news.google.com/publications/CAAqBwgKMMC9iAswnJKHAw?hl=en-US&gl=US&ceid=US%3Aen,2021-07-05T22:42:08Z,8.0,False
"More than 1,000 Afghan soldiers flee into Tajikistan as Taliban extends control, Tajik officials say",https://news.google.com/articles/CAIiEJMg6CQ5nKBTcHVrYFuu_DwqGAgEKg8IACoHCAowjtSUCjC30XQwn6G5AQ?hl=en-US&gl=US&ceid=US%3Aen,U.S.,The Washington Post,https://news.google.com/publications/CAAqBwgKMI7UlAowt9F0?hl=en-US&gl=US&ceid=US%3Aen,2021-07-05T16:44:47Z,8.1,False
Taliban Find New Revenues as They Seize Afghanistan’s U.S.-Built Border Gateway,https://news.google.com/articles/CAIiEA6EGd5QkhHmKymn2uhuC7kqGAgEKg8IACoHCAow1tzJATDnyxUww8rPBg?hl=en-US&gl=US&ceid=US%3Aen,U.S.,The Wall Street Journal,https://news.google.com/publications/CAAqBwgKMNbcyQEw58sV?hl=en-US&gl=US&ceid=US%3Aen,2021-07-05T14:42:00Z,8.2,False
The Guardian view on Afghanistan withdrawal: a retreat into uncertainty,https://news.google.com/articles/CAIiEJ-Qk9khnyRLyLuAuFBZyWkqFggEKg4IACoGCAowl6p7MN-zCTC9vBU?hl=en-US&gl=US&ceid=US%3Aen,U.S.,The Guardian,https://news.google.com/publications/CAAqBggKMJeqezDfswk?hl=en-US&gl=US&ceid=US%3Aen,2021-07-05T20:10:25Z,8.3,True
Here's how we can save Afghanistan from ruin even as we withdraw American troops,https://news.google.com/articles/CAIiEFFRJye6_BOI3DUwX_rzbToqGQgEKhAIACoHCAowjsP7CjCSpPQCMJCK0wU?hl=en-US&gl=US&ceid=US%3Aen,U.S.,USA TODAY,https://news.google.com/publications/CAAqBwgKMI7D-wowkqT0Ag?hl=en-US&gl=US&ceid=US%3Aen,2021-07-05T09:00:58Z,8.4,True
"Tropical Storm Elsa makes landfall in Cuba, eyes Florida",https://news.google.com/articles/CAIiEPivlIjTCYLrdMhUgThNBrwqGQgEKhAIACoHCAowwL2ICzCckocDMP2lqQY?hl=en-US&gl=US&ceid=US%3Aen,World,Fox News,https://news.google.com/publications/CAAqBwgKMMC9iAswnJKHAw?hl=en-US&gl=US&ceid=US%3Aen,2021-07-05T22:33:02Z,9.0,False
