article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Mask mandates make a return — along with controversy,https://www.msn.com/en-us/news/us/mask-mandates-make-a-return-along-with-controversy/ar-AAMkFmO?ocid=BingNews,Top stories,The Washington Post,Unavailable,2h,1.0,False,False
Greene gets 12-hour Twitter suspension over COVID-19 misinformation,https://www.msn.com/en-us/news/politics/greene-gets-12-hour-twitter-suspension-over-covid-19-misinformation/ar-AAMl6Ic?ocid=BingNews,Top stories,The Hill,Unavailable,1h,2.0,False,False
US STOCKS-Wall Street ends sharply lower as Delta variant sparks new lockdown fears,https://www.msn.com/en-us/money/markets/us-stocks-wall-street-ends-sharply-lower-as-delta-variant-sparks-new-lockdown-fears/ar-AAMkJG9?ocid=BingNews,Top stories,Reuters,Unavailable,6h,3.0,False,False
$26 Billion Opioid Settlement Expected This Week,https://www.msn.com/en-us/news/us/26-billion-opioid-settlement-expected-this-week/ar-AAMl3Mx?ocid=BingNews,Top stories,The Wall Street Journal.,Unavailable,1h,4.0,False,False
"Florida man Paul Hodgkins gets 8 months in prison, is first Jan. 6 defendant sentenced on a felony charge",https://www.msn.com/en-us/news/us/florida-man-paul-hodgkins-gets-8-months-in-prison-is-first-jan-6-defendant-sentenced-on-a-felony-charge/ar-AAMk9Yv?ocid=BingNews,Top stories,USA TODAY,Unavailable,5h,5.0,False,False
"Biden softens comment about Facebook ""killing people""",https://www.msn.com/en-us/news/politics/biden-softens-comment-about-facebook-killing-people/ar-AAMkEDG?ocid=BingNews,Top stories,CBS News,Unavailable,4h,6.0,False,False
Conservative hostility to Biden vaccine push surges with Covid cases on the rise,https://www.msn.com/en-us/news/politics/conservative-hostility-to-biden-vaccine-push-surges-with-covid-cases-on-the-rise/ar-AAMjbPA?ocid=BingNews,Top stories,NBC News,Unavailable,18h,7.0,False,False
"Olympics-Softball-Japan, Australia to meet for first event of Tokyo Games",https://www.msn.com/en-us/sports/olympics/olympics-softball-japan-australia-to-meet-for-first-event-of-tokyo-games/ar-AAMkGSE?ocid=BingNews,Top stories,Reuters,Unavailable,3h,8.0,False,False
"U.S. Pandemic Recession Lasted Just Two Months, Committee Report Says",https://www.msn.com/en-us/money/markets/us-pandemic-recession-lasted-just-two-months-committee-report-says/ar-AAMkyl9?ocid=BingNews,Top stories,Newsweek,Unavailable,7h,9.0,False,False
Man faces 1st sentencing for felony in riot at US Capitol,https://www.msn.com/en-us/news/us/capitol-rioter-who-breached-senate-gets-8-months-for-felony/ar-AAMiQQM?ocid=BingNews,Top stories,Associated Press,Unavailable,22h,10.0,False,False
"Recession caused by COVID-19 lasted two months, the shortest downturn on record",https://www.msn.com/en-us/money/markets/recession-caused-by-covid-19-lasted-two-months-the-shortest-downturn-on-record/ar-AAMkKvh?ocid=BingNews,Top stories,USA TODAY,Unavailable,3h,11.0,False,False
