article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
Florida doctors are exhausted and angry as the state's COVID-19 surge unleashes pandemonium inside hospitals,Unavailable,News,Healthcare Insider,Unavailable,Yesterday,3.0,False,False
"Since COVID, an invisible disability is strikingly visible. Increased concern over smell loss is prompting new research.",Unavailable,News,The Baltimore Sun,Unavailable,This morning,4.0,False,False
What happens next for Prince Andrew?,Unavailable,News,The Telegraph,Unavailable,Yesterday,5.0,False,False
The Best Meteor Shower of the Year Peaks Tonight. Here's How to See It,Unavailable,News,Thrillist,Unavailable,3 hours ago,6.0,False,False
"Why California is doing much better with the Delta variant than Florida, Texas",Unavailable,News,Los Angeles Times,Unavailable,This afternoon,7.0,False,False
"Buyer beware: Sleek, new credit apps target a generation already drowning in debt",Unavailable,News,Los Angeles Times,Unavailable,5 hours ago,8.0,False,False
The world is now living through climate change,Unavailable,News,The Economist,Unavailable,This morning,9.0,False,False
The workplace of the future is more clubhouse than cubicle,Unavailable,News,Bloomberg Opinion,Unavailable,Yesterday,10.0,False,False
See the data on breakthrough Covid hospitalizations and deaths by state,Unavailable,News,The New York Times,Unavailable,Yesterday,11.0,False,False
The Perseids meteor shower peaks tonight. Here's how to watch the shower NASA calls the best of the year.,Unavailable,News,Science Insider,Unavailable,Earlier today,12.0,False,False
Did you overspend this summer? Zero-sum budgeting could help you save more,Unavailable,News,CNBC Make It,Unavailable,4 hours ago,13.0,False,False
Ukrainian crews join fight against wildfires in Greece,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,14.0,False,False
The Delta variant is pushing working moms to their breaking point. It's up to companies to make sure they don't burn out.,Unavailable,News,Careers Insider,Unavailable,4 hours ago,15.0,False,False
What it's like to be an influencer's personal assistant: 'There's not really a job description',Unavailable,News,Media Insider,Unavailable,2 hours ago,16.0,False,False
What’s killing Canada’s wild salmon?,Unavailable,News,The Walrus,Unavailable,Yesterday,17.0,False,False
"Overdose from exposure to fentanyl is highly unlikely, according to fact-checkers and toxicology experts",Unavailable,News,,Unavailable,5 hours ago,18.0,False,False
‘This is not sustainable’: California hospitals filling again as Delta variant rages,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,19.0,False,False
