article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,1.0,False,False
"'A huge rise in people just forgetting to be human': Since restaurants reopened, customers have been 'unbearable'",Unavailable,News,SFGATE,Unavailable,Yesterday,2.0,False,False
NYC sent non-police teams to respond to mental health calls for a month. More people got help and fewer were hospitalized.,Unavailable,News,Insider News,Unavailable,1 hour ago,3.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,4.0,False,False
Job seekers have all the power right now. These are the best tips for finding a high-paying full-time job.,Unavailable,News,Careers Insider,Unavailable,Yesterday,5.0,False,False
Lebanon’s people line up in ‘queues of humiliation’,Unavailable,News,Los Angeles Times,Unavailable,Last night,6.0,False,False
Panicked mayors and governors begged President Biden for COVID rescue funds. Why are some sitting on the money?,Unavailable,News,USA TODAY Politics,Unavailable,Yesterday,7.0,False,False
He couldn’t get over his fiancee’s death. So he brought her back as an A.I. chatbot,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,8.0,False,False
Study links growth of Airbnb listings to 911 calls,Unavailable,News,Boston.com,Unavailable,Yesterday,9.0,False,False
COVID-19: Keep up with the latest safety and vaccine guidance,Unavailable,News,,Unavailable,LIVE,10.0,False,False
COVID-19 cases are on the rise across the US with some Southern states seeing the highest surges in numbers,Unavailable,News,,Unavailable,Yesterday,11.0,False,False
"COVID-19 vaccines significantly reduce the risk of serious illness, but rare 'breakthrough' infections are possible, fact-checkers say",Unavailable,News,,Unavailable,LIVE,12.0,False,False
Some Florida hospitals have more Covid patients than ever before,Unavailable,News,The New York Times,Unavailable,Yesterday,13.0,False,False
"The speaker of the House does not control the DC National Guard, according to fact-checkers and journalists",Unavailable,News,,Unavailable,Last night,14.0,False,False
Hawaii health officials are the latest to join a chorus of warnings about traveling to Las Vegas,Unavailable,News,SFGATE,Unavailable,Yesterday,15.0,False,False
"White House will not issue a vaccine mandate, says Psaki, despite low vaccination rates",Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,16.0,False,False
The fight for Cabo Delgado: A hidden war over natural resources,Unavailable,News,Telegraph Global Health Security,Unavailable,,17.0,False,False
Germany Floods: Satellite Images Show the Scale of Damage After Flooding Disaster,Unavailable,News,The Weather Channel India,Unavailable,,18.0,False,False
How a migrant family seeking asylum got stuck at the U.S.-Mexico border,Unavailable,News,The Washington Post,Unavailable,Yesterday,19.0,False,False
Atlantic hurricane season continues after June 1 start,Unavailable,News,,Unavailable,LIVE,20.0,False,False
Cuba foreign minister dismisses new U.S. sanctions as 'irrelevant',Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,21.0,False,False
Updates on wildfire season in the western US and Canada,Unavailable,News,,Unavailable,LIVE,22.0,False,False
