article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Pence says he's spoken to Trump 'about a dozen times' since inauguration,https://www.msn.com/en-us/news/politics/pence-says-he-s-spoken-to-trump-about-a-dozen-times-since-inauguration/ar-AAP0y9Z?ocid=Peregrine,Top Stories,The Hill,Unavailable,,1.0,False,False
Governor Slams 'Disgusting Lie' She Was Involved with Trump Aide as Separate Woman Accuses Him of Harassment,https://www.msn.com/en-us/news/politics/governor-slams-disgusting-lie-she-was-involved-with-trump-aide-as-separate-woman-accuses-him-of-harassment/ar-AAP0FmV?ocid=Peregrine,Top Stories,People,Unavailable,,1.1,False,False
Everyone Should Have This Portable air Condition,https://trace.mediago.io/api/bidder/track?tn=9220dd482c2a49631b4e66cca9f5f0ee&price=EVPXg4f0_bTs_gzkjzSdgYAuUMmdsgIIbh8K8c7i45M&evt=102&rid=9b3b8998d07b570aef67a947c8921572&campaignid=1025040&impid=vlp-infopane-3&offerid=1913215&test=0&time=1633024760&cp=xuUVSqqJorUkLswBFOdXCWhN1K_LWHe9uiYNoMP0UIY&clickid=21_9b3b8998d07b570aef67a947c8921572_vlp-infopane-3&acid=536&trackingid=600609dbffdc806316ba94f7fad23184&uid=05CEC47DF60360B91E91D4BFF74C617A&jt=2&url=j5AWmGPjUS2t3dQdsFJ8YTSCLCyxHFJ3eYTjfzKPAs795gdxH6YK40J-vZB984EqniP7U63Zv6FLYaRy_CrYO0DYBCCaNvnrho6zM6tVX9rLydhCP-n4BzFwLPYFZ49AmukZq6OvMzBezi4O1dT79PI_EjkBWw86orF8857F1Kcg5goXM-TLPLyokvNSUWsbBW5nmVBfA5eMos0IAxxoNYEktQ_RJLYQNm7IlRit2NRrnA0YLZ-GSOi6O8x0C7QEx-8KucIACNmN9J71ar03KlaX7ienj2AEjAlT1FBauVI4z_5kKnnYUWwG591Ive09LrLw4P91tqnI8Uui2CPVf16KbsLYNcAlrLmJ8sixfC6GW8zLrlZf0xQr7e5dogOknDMK3CDA8txcU-ck6K4VF7WUd1lXxotxHW3xJwnbGBPC8n9VR3tYKAZPE96rHPQ45Hjf6YGJxw4RRTkbcfQKVQbezaFucFwKmVvMbypF32UItOlpIDaN1LEBeWQ08IBbbbW-ew8pSPuW9-UOAlCF0Q&bm=5&la=en&cn=us&cid=1055176&info=lC6ierbisDZbNwwU3Ech2oVm8NGbDti9BrjmseIkXbBm6NF-nF8azZGZix0vZiiJ,Top Stories,AdLifestyle Tips Today,Unavailable,,1.2,False,True
"US coronavirus: For the first time since June, the number of projected Covid-19 deaths in the US is decreasing",https://www.msn.com/en-us/news/us/us-coronavirus-for-the-first-time-since-june-the-number-of-projected-covid-19-deaths-in-the-us-is-decreasing/ar-AAOYGgU?ocid=Peregrine,Top Stories,CNN,Unavailable,,1.3,False,False
"China Sends Afghanistan Food, Winter Supplies as Country Remains Cash-Strapped",https://www.msn.com/en-us/news/world/china-sends-afghanistan-food-winter-supplies-as-country-remains-cash-strapped/ar-AAP0rcL?ocid=Peregrine,Top Stories,Newsweek,Unavailable,,1.4,False,False
Virginia Will Pay $309/Month Off Your Mortgage If You Qualify,https://trace.mediago.io/api/bidder/track?tn=9220dd482c2a49631b4e66cca9f5f0ee&price=R3GMxSFYsmEBuw5kxA5JOxruWRbE5oZMWfvWH8M01DI&evt=102&rid=9b3b8998d07b570aef67a947c8921572&campaignid=1050336&impid=vlp-infopane-6&offerid=2903026&test=0&time=1633024760&cp=UOCJPIC5Uw0SW84mda61T3o8ke3rfKyK1JhauCweFfM&clickid=21_9b3b8998d07b570aef67a947c8921572_vlp-infopane-6&acid=332&trackingid=672a8a0e96b314cfb4b45b6d767af388&uid=05CEC47DF60360B91E91D4BFF74C617A&jt=2&url=FVwRBIB_NS1eSMmr2rwmCzxxkEYkJPyNhAXst3_SaJkobm6tMM9MlN0rDYPLezdmigK44j9i5-qH7RPX9USzDX3MApaIi3j8c_o-fUGApPH4_G47MMlUhtKl-I3zkeYsoumCXEjfeycykq9NPLmhy4grY-qEfj59ilZgwmxKMrpvYqkz4Mx2f1mGZE8K9P8ueNalKrl2P8sENRWtDkwRP3r_KEupk0tX9SEF08_ucB0vfsB4zc4jm0WDS0PRD4XhElDJrwKeqvUXfmkwDOuOml6mroz4AbhJM19LPBmVbOcwwwiwLe3RjNx-iOO6JNa7n0c0ZPUZdh91RTL5PxpzQcNRfPu7Sv5PD5n4wuM82AU-djyzkGf22MD8vybsrRDftJSCtyCvldWS1liLYJgLhg&bm=5&la=en&cn=us&cid=1102103&info=MpKurINBamp3yDmvETbRV5rFrBNTRMnGw4lhe8Fn9QQkDKlT0bX-l1MzKp0moNCX,Top Stories,AdFinance Daily,Unavailable,,1.5,False,True
"The epic COVID-19 memorial on the National Mall, in one stunning photo",https://www.msn.com/en-us/news/us/the-epic-covid-19-memorial-on-the-national-mall-in-one-stunning-photo/ar-AAP0xdO?ocid=Peregrine,Top Stories,National Geographic,Unavailable,,1.6,False,False
How to set up Google's spooky Halloween chimes on Nest doorbells,https://www.msn.com/en-us/news/technology/how-to-set-up-google-s-spooky-halloween-chimes-on-nest-doorbells/ar-AAP0rby?ocid=Peregrine,Top Stories,CNET,Unavailable,,1.7,False,False
"Manchin says he's 'never been a liberal in any way, shape, or form' as he calls for $2 trillion in cuts to reconciliation bill",https://www.msn.com/en-us/news/politics/manchin-says-he-s-never-been-a-liberal-in-any-way-shape-or-form-as-he-calls-for-2-trillion-in-cuts-to-reconciliation-bill/ar-AAP0Aoc?ocid=Peregrine,Top Stories,Business Insider,Unavailable,,1.8,False,False
"Top Republicans rub shoulders with extremists in secretive rightwing group, leak reveals",https://www.msn.com/en-us/news/politics/top-republicans-rub-shoulders-with-extremists-in-secretive-rightwing-group-leak-reveals/ar-AAOZgrD?ocid=Peregrine,Top Stories,The Guardian,Unavailable,,1.9,False,False
