article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion
"A major oil spill off the California coast has caused dead birds, fish and oil to wash up on Huntington Beach, officials say",https://news.google.com/articles/CAIiEP500uIkDkHv_94wGv1iTQEqGQgEKhAIACoHCAowocv1CjCSptoCMPrTpgU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN,https://news.google.com/publications/CAAqBwgKMKHL9QowkqbaAg?hl=en-US&gl=US&ceid=US%3Aen,2021-10-03T16:00:43Z,1.0,False
Officials in Southern California are warning residents to stay clear of beaches as a 13-mile-long oil spill is about to wash ashore,https://news.google.com/articles/CBMiWWh0dHBzOi8vd3d3LnlhaG9vLmNvbS9uZXdzL29mZmljaWFscy1zb3V0aGVybi1jYWxpZm9ybmlhLXdhcm5pbmctcmVzaWRlbnRzLTA2MDM0NjM0Ni5odG1s0gFiaHR0cHM6Ly9uZXdzLnlhaG9vLmNvbS9hbXBodG1sL25ld3Mvb2ZmaWNpYWxzLXNvdXRoZXJuLWNhbGlmb3JuaWEtd2FybmluZy1yZXNpZGVudHMtMDYwMzQ2MzQ2Lmh0bWw?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Yahoo! Voices,,2021-10-03T06:39:49Z,1.1,False
Oil Slick Off Orange County Coast,https://news.google.com/articles/CCAiC1loNkFJdDdSUjVRmAEB?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CBS Los Angeles,,2021-10-03T00:26:48Z,1.2,False
"Massive oil spill off Orange County coast shuts down beachfronts, air show",https://news.google.com/articles/CAIiEOQAV1RGLLHNao2Fi3eiKXEqGQgEKhAIACoHCAowsIv_CjCag_gCMN-15QU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,KTLA Los Angeles,https://news.google.com/publications/CAAqBwgKMLCL_wowmoP4Ag?hl=en-US&gl=US&ceid=US%3Aen,2021-10-03T15:08:14Z,1.3,True
"Major Oil Pipeline Leak Kills Wildlife, Threatens Beaches in Orange County",https://news.google.com/articles/CBMid2h0dHBzOi8vdGltZXNvZnNhbmRpZWdvLmNvbS9jcmltZS8yMDIxLzEwLzAzL21ham9yLW9pbC1waXBlbGluZS1sZWFrLWtpbGxzLXdpbGRsaWZlLXRocmVhdGVucy1iZWFjaGVzLWluLW9yYW5nZS1jb3VudHkv0gF3aHR0cHM6Ly90aW1lc29mc2FuZGllZ28uY29tL2NyaW1lLzIwMjEvMTAvMDMvbWFqb3Itb2lsLXBpcGVsaW5lLWxlYWsta2lsbHMtd2lsZGxpZmUtdGhyZWF0ZW5zLWJlYWNoZXMtaW4tb3JhbmdlLWNvdW50eS8?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Times of San Diego,,2021-10-03T14:58:49Z,1.4,False
Joe Manchin and Kyrsten Sinema: the centrists blocking Biden’s agenda,https://news.google.com/articles/CAIiEIbaXp9KCn52OAuwNPXKcP4qFggEKg4IACoGCAowl6p7MN-zCTCtvxU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Guardian,https://news.google.com/publications/CAAqBggKMJeqezDfswk?hl=en-US&gl=US&ceid=US%3Aen,2021-10-03T14:53:06Z,2.0,False
"‘Everybody is frustrated,’ Biden says as his agenda is held up in Congress",https://news.google.com/articles/CBMicWh0dHBzOi8vd3d3LmlucXVpcmVyLmNvbS9wb2xpdGljcy9uYXRpb24vam9lLWJpZGVuLWFnZW5kYS1jb25ncmVzcy1pbmZyYXN0cnVjdHVyZS1zb2NpYWwtc2FmZXR5LW5ldC0yMDIxMTAwMy5odG1s0gGAAWh0dHBzOi8vd3d3LmlucXVpcmVyLmNvbS9wb2xpdGljcy9uYXRpb24vam9lLWJpZGVuLWFnZW5kYS1jb25ncmVzcy1pbmZyYXN0cnVjdHVyZS1zb2NpYWwtc2FmZXR5LW5ldC0yMDIxMTAwMy5odG1sP291dHB1dFR5cGU9YW1w?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Philadelphia Inquirer,,2021-10-03T11:06:48Z,2.1,False
"Full Infrastructure Plan Undecided, Surface Transportation Act Extended",https://news.google.com/articles/CCAiC01oT3FWOXBzMGJZmAEB?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CBS New York,,2021-10-03T01:52:50Z,2.2,False
Weak Joe Biden caves to loony left: Goodwin,https://news.google.com/articles/CAIiEMmDe7YwXA-V1RCZp3adNrgqGAgEKg8IACoHCAowhK-LAjD4ySww7NG0BQ?hl=en-US&gl=US&ceid=US%3Aen,Headlines,New York Post ,https://news.google.com/publications/CAAqBwgKMISviwIw-Mks?hl=en-US&gl=US&ceid=US%3Aen,2021-10-03T02:51:51Z,2.3,True
Battling over Biden's agenda: A tale of two Democratic parties | TheHill,https://news.google.com/articles/CBMiaGh0dHBzOi8vdGhlaGlsbC5jb20vb3Bpbmlvbi9jYW1wYWlnbi81NzUwNTMtYmF0dGxpbmctb3Zlci1iaWRlbnMtYWdlbmRhLWEtdGFsZS1vZi10d28tZGVtb2NyYXRpYy1wYXJ0aWVz0gFsaHR0cHM6Ly90aGVoaWxsLmNvbS9vcGluaW9uL2NhbXBhaWduLzU3NTA1My1iYXR0bGluZy1vdmVyLWJpZGVucy1hZ2VuZGEtYS10YWxlLW9mLXR3by1kZW1vY3JhdGljLXBhcnRpZXM_YW1w?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Hill,,2021-10-03T14:00:09Z,2.4,True
