article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Pitchman and innovator Ron Popeil dies at 86,https://www.msn.com/en-us/news/us/pitchman-and-innovator-ron-popeil-dies-at-86/ar-AAMGaZx?ocid=Peregrine,Top Stories,New York Daily News,Unavailable,,1.0,False,False
China Sends Sharp-Tongued Diplomat as Ambassador to U.S.,https://www.msn.com/en-us/news/world/china-sends-sharp-tongued-diplomat-as-ambassador-to-u-s/ar-AAMFULH?ocid=Peregrine,Top Stories,Bloomberg,Unavailable,,1.1,False,False
"20 Most Miserable Cities In America, According To The ""Misery Index""",https://trace.mediago.io/api/bidder/track?tn=9220dd482c2a49631b4e66cca9f5f0ee&price=8c6TZ-WEMgFLtUTDTkAl3CNQL3wot2rnwOE-JInmJrQ&evt=102&rid=49a12137e69b3dfa4edd6db679d5123b&campaignid=1017173&impid=vlp-infopane-3&offerid=1611393&test=0&time=1627524565&cp=j1zzgDWUZvDuAauti-hhVNJ7QHSbq37A7bq7xgMMX00&clickid=21_49a12137e69b3dfa4edd6db679d5123b_vlp-infopane-3&acid=266&trackingid=2beb95916797e409c5b4da574b76374d&uid=2C0CBA363DFC6805030AAAB53C4B694A&jt=2&url=7lgRuBzVRG1aDpzVINfDmYM2Dx_r0rOeEHJcOXRwOoJs4mpNi7v_Vs_fAi3MzoDNUAUP96VmzSG6WuQs9kCaQK7jNIeiwUwePleYmcKs1m9W8RuESr1F1Q14Jz8XgMclesntF6nV8iZn6Q3gYQ8jEnXABMOg0gxV-ucjnC2fXyuuqmPbr2cXGZlA2NyK5oPaOCWAp3djO5aI4A0yRX7oSekHs3SNb0mPwP-ZlteOXWnCdZehWJvyQOt2qiQaFZT8NSbxgPWZfYGW2D5Dazm9uzKga6A4oIGbJhVGhOldfmRrGOnphAjeOggw0916PvXImvyZ1zh3w36BhIp9tdr7pQ4e01iZX2wSbCa-3-G8F54c1QDPd6r20JmkKmg-cBOl5ctAwqQEoXbBTtzgSKXc27KXeeTKUdlysGFS6kQGkcM&bm=2&la=en&cn=us&cid=1040284&info=hDHkGEGYHSEyPF1Ffz8syocqEGOM8oknYGFymG0yKx9MhsMylIGOHjeTJWHqdeu-UOVIpddjAbl_2DRos9e_YQ,Top Stories,AdFacty Life,Unavailable,,1.2,False,True
"New Haitian prime minister pledges to hold assassins accountable, schedule elections",https://www.msn.com/en-us/news/world/new-haitian-prime-minister-pledges-to-hold-assassins-accountable-schedule-elections/ar-AAMGfkG?ocid=Peregrine,Top Stories,Miami Herald,Unavailable,,1.3,False,False
Prime Video: Everything coming in August 2021,https://www.msn.com/en-us/news/technology/prime-video-everything-coming-in-august-2021/ar-AAMGhMk?ocid=Peregrine,Top Stories,CNET,Unavailable,,1.4,False,False
Couple Takes In Stray Dog Only To Watch Him Transform Before Their Very Eyes,https://trace.mediago.io/api/bidder/track?tn=9220dd482c2a49631b4e66cca9f5f0ee&price=ZSDdTwBD99nY55RhvcIxOgkZIpOBzDhPpgS_c1LtNsw&evt=102&rid=49a12137e69b3dfa4edd6db679d5123b&campaignid=1018328&impid=vlp-infopane-6&offerid=1645877&test=0&time=1627524565&cp=wkcz9AInU2eotEAUlUD1Pxrq81RN1aQh1dlR0nUXSSI&clickid=21_49a12137e69b3dfa4edd6db679d5123b_vlp-infopane-6&acid=19&trackingid=a115ac8db7041745848c4adaeedc180c&uid=2C0CBA363DFC6805030AAAB53C4B694A&jt=2&url=0xQlIsxlKmkFe6KoO8itSCcBqv-qlIhZNCFA8W1xqteuI8dexsCeHZKbrO7V7ek58v3CJS3RCwjrvinSzwpeFN4Y2YQds8JdnNp8QHLQM4haLjatt2bP5edROwT69U09aT6HSXprR-XXzC5XRA84oGep9DVk3kS-OCYiTyI1yZ4nFMoyjJbqYqvhYrInp93qCqg3uFGqXogNWHK6YiOxoEkOgW6OU1bCXta1E8yhiqPbuB25AVXtvpDSvhrMRPZaOddHhxaMTgPfrr06sIggJ7qZ1N3e0p1oPU6bfLciPpSiXeU_ek1g9_kkdOMhdwg0sMsCQghZZjfxa2m3oe2V_5FcwJnSBMM7uRM0dWUpLWO2jKBkoPgZTwsA-l7-CU7pJ5JveTamUCnH4ol6VGAk_A&bm=2&la=en&cn=us&cid=1042281&info=nKoox0Av8cESGplcKcjkobQSv7lGsSe4mU1zCWYGVmm_OlwGN1srJKZi3hkumhTVluBjRF-kEcHE56PyrT4cXQ,Top Stories,AdPost Fun,Unavailable,,1.5,False,True
"Los Angeles City Council voted in favor of anti-homelessness ordinance that would impact roughly 40,000 unhoused Angelenos",https://www.msn.com/en-us/news/us/los-angeles-city-council-voted-in-favor-of-anti-homelessness-ordinance-that-would-impact-roughly-40-000-unhoused-angelenos/ar-AAMGaPO?ocid=Peregrine,Top Stories,Business Insider,Unavailable,,1.6,False,False
Fetterman slams Sinema over infrastructure: 'Democrats need to vote like Democrats',https://www.msn.com/en-us/news/politics/fetterman-slams-sinema-over-infrastructure-democrats-need-to-vote-like-democrats/ar-AAMG8pJ?ocid=Peregrine,Top Stories,The Hill,Unavailable,,1.7,False,False
Tunisian presidency sacks head of national TV channel,https://www.msn.com/en-us/news/world/tunisian-presidency-sacks-head-of-national-tv-channel/ar-AAMGfcJ?ocid=Peregrine,Top Stories,AFP,Unavailable,,1.8,False,False
Biden ignores the ‘shiny objects’ and nears a bipartisan win,https://www.msn.com/en-us/news/politics/biden-ignores-the-shiny-objects-and-nears-a-bipartisan-win/ar-AAMG62p?ocid=Peregrine,Top Stories,POLITICO,Unavailable,,1.9,False,False
New CDC mask advice met with mixed reactions,https://www.msn.com/en-us/news/us/new-cdc-mask-advice-met-with-mixed-reactions/ar-AAMGhG2?ocid=Peregrine,Top Stories,NBC News,Unavailable,,1.10,False,False
Arkansas Children's hospitals report record number of children admissions with Covid,https://www.msn.com/en-us/news/us/arkansas-children-s-hospitals-report-record-high-number-of-children-hospitalized-with-covid-19/ar-AAMGhpI?ocid=Peregrine,Top Stories,CNN,Unavailable,,1.11,False,False
Trial of ex-Angels employee in connection with Tyler Skaggs' death is delayed again,https://www.msn.com/en-us/news/crime/trial-of-ex-angels-employee-in-connection-with-tyler-skaggs-death-is-delayed-again/ar-AAMGaSz?ocid=Peregrine,Top Stories,The LA Times,Unavailable,,2.0,False,False
Biden bid for federal workers to get COVID-19 shots prompts debate,https://www.msn.com/en-us/news/politics/biden-bid-for-federal-workers-to-get-covid-19-shots-prompts-debate/ar-AAMGaQM?ocid=Peregrine,Top Stories,Roll Call,Unavailable,,3.0,False,False
COVID-19 live updates: US reports highest number of new cases in the world,https://www.msn.com/en-us/news/us/covid-19-live-updates-us-reports-highest-number-of-new-cases-in-the-world/ar-AAMzABZ?ocid=Peregrine,Top Stories,ABC News,Unavailable,,4.0,False,False
Facebook Requires All Employees to Get Vaccine as Company Under Fire for COVID Misinformation,https://www.msn.com/en-us/news/us/facebook-requires-all-employees-to-get-vaccine-as-company-under-fire-for-covid-misinformation/ar-AAMGhMD?ocid=Peregrine,Top Stories,Newsweek,Unavailable,,5.0,False,False
Covid aid programs spur record drop in poverty,https://www.msn.com/en-us/news/us/covid-aid-programs-spur-record-drop-in-poverty/ar-AAMFXf5?ocid=Peregrine,Top Stories,The New York Times,Unavailable,,6.0,False,False
Hollywood actress Susan Sarandon joins protest outside AOC's office: 'We’re losing hope here that you represent us',https://www.msn.com/en-us/news/politics/hollywood-actress-susan-sarandon-joins-protest-outside-aoc-s-office-we-re-losing-hope-here-that-you-represent-us/ar-AAMGeXR?ocid=Peregrine,Top Stories,Washington Examiner,Unavailable,,7.0,False,False
Feds investigate after USA TODAY report on massage school accused of ties to prostitution,https://www.msn.com/en-us/news/us/feds-investigate-after-usa-today-report-on-massage-school-accused-of-ties-to-prostitution/ar-AAMG77K?ocid=Peregrine,Top Stories,USA TODAY,Unavailable,,8.0,False,False
"Twitter closes San Francisco, New York offices as Covid cases surge",https://www.msn.com/en-us/money/companies/twitter-closes-san-francisco-new-york-offices-as-covid-cases-surge/ar-AAMGeL2,Coronavirus,CNBC,Unavailable,,9.0,False,False
US extends expiration dates on J&J COVID vaccine to 6 months,https://www.msn.com/en-us/news/us/us-extends-expiration-dates-on-j-j-covid-vaccine-to-6-months/ar-AAMG4PO,Coronavirus,Associated Press,Unavailable,,11.0,False,False
White House not planning to lift Covid border restrictions this month,https://www.msn.com/en-us/news/us/white-house-not-planning-to-lift-covid-border-restrictions-this-month/ar-AAMFZY4,Coronavirus,POLITICO,Unavailable,,12.0,False,False
Biden to ask federal workers Thursday to get vaccinated or face testing -source,https://www.msn.com/en-us/news/us/biden-to-ask-federal-workers-thursday-to-get-vaccinated-or-face-testing-source/ar-AAMG8Bo,US,Reuters,Unavailable,,13.0,False,False
Judge revokes pre-trial release of former Virginia cop facing Jan 6 charges,https://www.msn.com/en-us/news/us/judge-revokes-pre-trial-release-of-former-virginia-cop-facing-jan-6-charges/ar-AAMGhdk,US,Reuters,Unavailable,,14.0,False,False
Florida man hospitalized after jumping into jaguar exhibit at zoo,https://www.msn.com/en-us/news/us/florida-man-hospitalized-after-jumping-into-jaguar-exhibit-at-zoo/ar-AAMG7Ub,US,Newsweek,Unavailable,,15.0,False,False
