article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion
Takeaways from the Trump Organization and Allen Weisselberg indictment,https://news.google.com/articles/CAIiEHogqOhVf2po2XCxJnvpQgAqMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIwpvTQBg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN ,https://news.google.com/publications/CAAiEKc6EUjSxJukEfvjGrDC0gIqFAgKIhCnOhFI0sSbpBH74xqwwtIC?hl=en-US&gl=US&ceid=US%3Aen,2021-07-01T23:45:19Z,1.0,False
Trump Organization charged with tax crimes: Live updates,https://news.google.com/articles/CAIiEBCwafDO9zZH_OQsPbz8ERAqMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN ,https://news.google.com/publications/CAAiEKc6EUjSxJukEfvjGrDC0gIqFAgKIhCnOhFI0sSbpBH74xqwwtIC?hl=en-US&gl=US&ceid=US%3Aen,2021-07-01T20:50:00Z,1.1,False
Allen Weisselberg: Trump's Accountant Confronts a Loyalty Test,https://news.google.com/articles/CAIiEFk1RGHOnZG6U1PrzUyY7nUqGQgEKhAIACoHCAow4uzwCjCF3bsCMIrOrwM?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Bloomberg,https://news.google.com/publications/CAAqBwgKMOLs8Aowhd27Ag?hl=en-US&gl=US&ceid=US%3Aen,2021-07-01T20:45:58Z,1.2,True
Tax fraud charges: The pressure's on Allen Weisselberg to flip on Donald Trump,https://news.google.com/articles/CAIiEA1w_6cFS28K47VY19xSD6oqGQgEKhAIACoHCAowjsP7CjCSpPQCMJCK0wU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,USA TODAY,https://news.google.com/publications/CAAqBwgKMI7D-wowkqT0Ag?hl=en-US&gl=US&ceid=US%3Aen,2021-07-01T22:52:09Z,1.3,True
Opinion | Will Trump Be Indicted?,https://news.google.com/articles/CAIiEOndK8wWU8Xhqzq34-dp_24qGAgEKg8IACoHCAowjuuKAzCWrzwworyzBg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The New York Times,https://news.google.com/publications/CAAqBwgKMI7rigMwlq88?hl=en-US&gl=US&ceid=US%3Aen,2021-07-01T22:31:40Z,1.4,True
Supreme Court Upholds Arizona Voting Restrictions,https://news.google.com/articles/CAIiEF0pvIHrQesBq0SXE3ZHB7EqFwgEKg8IACoHCAowjuuKAzCWrzww9oEY?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The New York Times,https://news.google.com/publications/CAAqBwgKMI7rigMwlq88?hl=en-US&gl=US&ceid=US%3Aen,2021-07-02T00:11:35Z,2.0,False
Supreme Court says Arizona limits don't violate Voting Rights Act,https://news.google.com/articles/CAIiENleGZ6L4zWQ1qh6QnUrG_UqMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIwpvTQBg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,CNN ,https://news.google.com/publications/CAAiEKc6EUjSxJukEfvjGrDC0gIqFAgKIhCnOhFI0sSbpBH74xqwwtIC?hl=en-US&gl=US&ceid=US%3Aen,2021-07-01T17:53:11Z,2.1,False
Editorial: The Supreme Court tried (sometimes) to not seem like politicians,https://news.google.com/articles/CAIiEG0swO3fwTHKpNeIGjkDztgqFwgEKg4IACoGCAowjKxcMOvhCzDOkLcB?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Los Angeles Times,https://news.google.com/publications/CAAqBggKMIysXDDr4Qs?hl=en-US&gl=US&ceid=US%3Aen,2021-07-02T00:06:33Z,2.2,True
"Opinion | In Brnovich v. Arizona, the Supreme Court's conservative majority eviscerates Section 2 of the Voting Rights Act",https://news.google.com/articles/CAIiELzs3wnfs5pGwT-PC730fFEqGAgEKg8IACoHCAowjtSUCjC30XQw_qe5AQ?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The Washington Post,https://news.google.com/publications/CAAqBwgKMI7UlAowt9F0?hl=en-US&gl=US&ceid=US%3Aen,2021-07-01T23:28:53Z,2.3,True
Opinion | The Supreme Court Abandons Voting Rights,https://news.google.com/articles/CAIiEPpGsh-kB_c86LjloYJMpOwqGAgEKg8IACoHCAowjuuKAzCWrzwworyzBg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,The New York Times,https://news.google.com/publications/CAAqBwgKMI7rigMwlq88?hl=en-US&gl=US&ceid=US%3Aen,2021-07-02T00:12:42Z,2.4,True
