article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,1.0,False,False
"See inside a model of the $50,000 tiny home Elon Musk reportedly lives in",Unavailable,News,Insider Life,Unavailable,4 hours ago,2.0,False,False
How the Delta variant is sucking the joy out of back-to-school 2021,Unavailable,News,Los Angeles Times,Unavailable,Earlier today,3.0,False,False
"Disney World finally releases prices for its new Galactic Starcruiser Star Wars hotel, and it's out-of-this-world expensive",Unavailable,News,SFGATE,Unavailable,4 hours ago,4.0,False,False
A Vietnamese refugee served as one of California's inmate firefighters. Then the state gave him to ICE,Unavailable,News,San Francisco Chronicle,Unavailable,3 hours ago,5.0,False,False
A nurse lost both her unvaccinated parents to Covid. She still won't get the shot.,Unavailable,News,The Wall Street Journal,Unavailable,This morning,6.0,False,False
The Black reporter who exposed a lie about the atom bomb,Unavailable,News,The New York Times,Unavailable,This afternoon,7.0,False,False
Canadian hostels prepare for a wave of travellers as COVID-19 restrictions lift: ‘It’s been a rough year’,Unavailable,News,The Globe and Mail,Unavailable,5 hours ago,8.0,False,False
‘This is really scary’: Kids struggle with long Covid,Unavailable,News,The New York Times,Unavailable,Earlier today,9.0,False,False
"The Delta variant is sending more children to the hospital. Are they sicker, too?",Unavailable,News,The New York Times,Unavailable,3 hours ago,10.0,False,False
California’s deadliest fire made them climate nomads. Now they’re struggling to survive,Unavailable,News,Los Angeles Times,Unavailable,This afternoon,11.0,False,False
A giant puppet is bringing attention to the urgent needs of young refugees,Unavailable,News,Time Out London,Unavailable,Earlier today,12.0,False,False
Gen Z Has Inherited the Climate Change Battle. And They're Done With Empty Talk.,Unavailable,News,Inside Edition,Unavailable,2 hours ago,13.0,False,False
What you need to know about voting in California’s recall election,Unavailable,News,Los Angeles Times,Unavailable,Earlier today,14.0,False,False
The federal judge trying to upend California's gun laws,Unavailable,News,Los Angeles Times,Unavailable,This afternoon,15.0,False,False
San Francisco's low hospitalization rate is evidence that vaccines are working,Unavailable,News,San Francisco Chronicle,Unavailable,This afternoon,16.0,False,False
"Burial? Cremation? What about composting? In California, it could be legal for people to be transformed into soil after death",Unavailable,News,CalMatters,Unavailable,This afternoon,17.0,False,False
