article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,1.0,False,False
"Enough with the COVID-19 delta variant panic in California, UCSF doctor urges",Unavailable,News,SFGATE,Unavailable,Yesterday,2.0,False,False
"Sandy Hook families asked for documents from a gun manufacturer. They got 18,000 random cartoons, lawyers say",Unavailable,News,Connecticut Post,Unavailable,Yesterday,3.0,False,False
COVID-19 and lasting erectile dysfunction: Here’s what we know,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,4.0,False,False
Crumbling houses going for millions are a sign property is too hot,Unavailable,News,Bloomberg Opinion,Unavailable,Yesterday,5.0,False,False
One mother's human-rights victory over hardline COVID restrictions,Unavailable,News,Maclean's Magazine,Unavailable,Yesterday,6.0,False,False
There's something you should know about this SoCal beach's troubled past,Unavailable,News,Los Angeles Times,Unavailable,Yesterday,7.0,False,False
California Capitol reinstates mask mandate after COVID outbreak,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,8.0,False,False
Thousands of eligible kids may not get the new child tax credit that could transform their lives,Unavailable,News,The Boston Globe,Unavailable,Yesterday,9.0,False,False
"Former US president Donald Trump announces class action lawsuit against Twitter, Facebook and Google",Unavailable,News,,Unavailable,Yesterday,10.0,False,False
Nationally recognized brunch spot in Texas damaged by raging flood water,Unavailable,News,mySA,Unavailable,Yesterday,11.0,False,False
The downtown office district was vulnerable. Even before Covid.,Unavailable,News,The New York Times,Unavailable,Yesterday,12.0,False,False
"Rural America is still rejecting Covid vaccines, despite the growing threat of the delta variant",Unavailable,News,Bloomberg,Unavailable,Yesterday,13.0,False,False
It’s so hot that millions of Canada’s sea creatures are cooking to death in their shells,Unavailable,News,Toronto Star,Unavailable,Yesterday,14.0,False,False
Georgian LGBTQ march canceled after threats of violence,Unavailable,News,Bloomberg Quicktake,Unavailable,Yesterday,15.0,False,False
A battle between a great city and a Great Lake: How the climate crisis haunts Chicago’s future,Unavailable,News,The New York Times,Unavailable,2 hours ago,16.0,False,False
"Preliminary data suggest the Pfizer vaccine is less effective against the Delta variant, but still prevents severe illness",Unavailable,News,The Wall Street Journal,Unavailable,Yesterday,17.0,False,False
"""We do exist"": New map highlights where Latin American Indigenous languages are spoken in a California city",Unavailable,News,Los Angeles Times,Unavailable,Yesterday,18.0,False,False
"To Expand U.S. Vaccine Access, Consider the Dollar Store",Unavailable,News,Bloomberg CityLab,Unavailable,Yesterday,19.0,False,False
