article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,1.0,False,False
A foil-wrapped home survived the Caldor Fire even as everything around it burned. Here's how,Unavailable,News,San Francisco Chronicle,Unavailable,3 hours ago,2.0,False,False
"Scientists think Covid may never be eradicated, poll finds",Unavailable,News,Bloomberg Quicktake,Unavailable,Earlier today,3.0,False,False
"The common cold and COVID-19 are different viruses, scientists and virologists say",Unavailable,News,,Unavailable,3 hours ago,4.0,False,False
"Meatpackers are to blame for rising food prices, White House says",Unavailable,News,Bloomberg Quicktake,Unavailable,3 hours ago,5.0,False,False
WHO chief urges a halt to Covid booster shots,Unavailable,News,Bloomberg Quicktake,Unavailable,3 hours ago,6.0,False,False
Inside the rise of robotexts and how you can stop them,Unavailable,News,Advertising Insider,Unavailable,Yesterday,7.0,False,False
"As Tahoe residents fled the Caldor Fire, the bears moved in — and pigged out",Unavailable,News,San Francisco Chronicle,Unavailable,4 hours ago,8.0,False,False
They weren’t born yet when their dads died on 9/11. The loss shaped their lives.,Unavailable,News,The Washington Post,Unavailable,This afternoon,9.0,False,False
Canada aims to permanently block Chelsea Manning from entering the country,Unavailable,News,The Globe and Mail,Unavailable,Yesterday,10.0,False,False
"Ivermectin is not authorized for treatment of COVID-19, according to the FDA",Unavailable,News,,Unavailable,LIVE,11.0,False,False
At least one dead after 7.1 magnitude earthquake hit Mexico,Unavailable,News,,Unavailable,LIVE,12.0,False,False
"For Gen Z, Sept. 11 is history. Here’s how they’ve come to understand the attacks.",Unavailable,News,USA TODAY,Unavailable,Yesterday,13.0,False,False
"California’s COVID hot zone: Hospitals full, ambulances diverted",Unavailable,News,Los Angeles Times,Unavailable,Earlier today,14.0,False,False
"If you never met your co-workers in person, did you even work there?",Unavailable,News,The New York Times,Unavailable,This afternoon,15.0,False,False
Firefighters finally tamed the voracious Caldor Fire. Here's how,Unavailable,News,San Francisco Chronicle,Unavailable,5 hours ago,16.0,False,False
