article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Another intense heatwave is expected to spread across much of the continental US this week,Unavailable,News,,Unavailable,LIVE,1.0,False,False
The Delta variant is the symptom of a bigger threat: vaccine refusal,Unavailable,News,The New York Times,Unavailable,Yesterday,2.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,3.0,False,False
Buyers are pouring billions of dollars into Palm Beach real estate,Unavailable,News,WSJ Real Estate,Unavailable,Yesterday,4.0,False,False
When exactly should you wear a mask? Here’s what experts say,Unavailable,News,The Boston Globe,Unavailable,Earlier today,5.0,False,False
"145 years after white residents burned this California Chinatown, the city apologizes",Unavailable,News,Los Angeles Times,Unavailable,Earlier today,6.0,False,False
I’m a Parkland Shooting Survivor. QAnon Convinced My Dad It Was All a Hoax.,Unavailable,News,VICE News,Unavailable,Earlier today,7.0,False,False
"Thousands of mangos are constantly being thrown out. Now this waste is being used to make your wallets, handbags, and shoes.",Unavailable,News,Tech Insider,Unavailable,This afternoon,8.0,False,False
Coronavirus: New cases in United States surpass India's once again,Unavailable,News,NewsBytes,Unavailable,This morning,9.0,False,False
"Stories of anti-vaccine ‘regret and remorse’ are popping up all over the US, as former skeptics urge others to get their COVID-19 shot",Unavailable,News,Healthcare Insider,Unavailable,This afternoon,10.0,False,False
Police Are Telling ShotSpotter to Alter Evidence From Gunshot-Detecting AI,Unavailable,News,Motherboard,Unavailable,Earlier today,11.0,False,False
"Meet BeachBot, a beach rover that uses AI to remove cigarette butts from beaches",Unavailable,News,Business Insider India🇮🇳,Unavailable,Earlier today,12.0,False,False
The Northern Hemisphere is burning: where are the “unprecedented” wildfires located?,Unavailable,News,euronews,Unavailable,This morning,13.0,False,False
"A mixed AstraZeneca-Pfizer shot boosts COVID-19 antibody levels by six times, study shows",Unavailable,News,Reuters Science News,Unavailable,Earlier today,14.0,False,False
The delta variant can reinfect you – but the chances of that happening are very small,Unavailable,News,The Telegraph,Unavailable,This afternoon,15.0,False,False
Meet the inventors tackling the COVID-19 plastic waste mountain,Unavailable,News,TRF Climate,Unavailable,Earlier today,16.0,False,False
"The V.A. will require health care workers to be vaccinated against Covid, a first for a federal agency",Unavailable,News,The New York Times,Unavailable,This afternoon,17.0,False,False
President Joe Biden announces the US will end its combat mission in Iraq by the end of the year,Unavailable,News,,Unavailable,This afternoon,18.0,False,False
Tunisia's unrest grows amid worst political crisis in a decade,Unavailable,News,Bloomberg Quicktake,Unavailable,This afternoon,19.0,False,False
Updates on wildfire season in the western US and Canada,Unavailable,News,,Unavailable,LIVE,20.0,False,False
Biden nominates Rachael Rollins as US Attorney for Massachusetts,Unavailable,News,The Boston Globe,Unavailable,Earlier today,21.0,False,False
"TikTok has created viral dances and instant stars, but it's also helping small businesses cash in. Here's how 4 of them successfully leveraged the algorithm.",Unavailable,News,Business Insider Tech,Unavailable,Yesterday,22.0,False,False
