article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
"Ida pummels parts of the northeast with heavy rain, historic flooding as a new named storm forms",Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
"A former Marine was pulled over for following a truck too closely. Police took nearly $87,000 of his cash.",Unavailable,News,The Washington Post,Unavailable,Yesterday,3.0,False,False
He confronted a reporter live on the air. Now there’s a warrant for his arrest.,Unavailable,News,The New York Times,Unavailable,Yesterday,4.0,False,False
Texas isn’t the only US state where abortion rights are under attack,Unavailable,News,Thomson Reuters Foundation News,Unavailable,,5.0,False,False
Indian actor Sidharth Shukla passes away at the age of 40,Unavailable,News,,Unavailable,LIVE,6.0,False,False
CVS has a surveillance van—and a growing team of investigators—battling a $45 billion crime spree,Unavailable,News,The Wall Street Journal,Unavailable,3 hours ago,7.0,False,False
"Woman accused of using a fake 'Maderna' vaccination card to bypass quarantine in Hawaii, a report says",Unavailable,News,Healthcare Insider,Unavailable,Yesterday,8.0,False,False
Heavenly ski resort is running snowguns at full blast to save itself from the Caldor Fire,Unavailable,News,San Francisco Chronicle,Unavailable,Yesterday,9.0,False,False
"Social Security trust funds now projected to run out of money sooner than expected due to Covid, Treasury says",Unavailable,News,CNBC,Unavailable,Yesterday,10.0,False,False
Scenes from the New York and New Jersey floods,Unavailable,News,,Unavailable,This morning,11.0,False,False
"China’s ""ghost cities"" are finally stirring to life after years of empty streets",Unavailable,News,Businessweek,Unavailable,This afternoon,12.0,False,False
Three officers and two paramedics are charged in Elijah McClain’s death,Unavailable,News,The New York Times,Unavailable,Yesterday,13.0,False,False
"‘Revolutionary’ cholesterol lowering jabs could replace daily statins for 300,000 people",Unavailable,News,The Telegraph,Unavailable,Yesterday,14.0,False,False
