article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
Recovery efforts continue in the northeast US and Louisiana following Ida's destruction,Unavailable,News,,Unavailable,LIVE,1.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,2.0,False,False
‘How I escaped my father’s cult at the age of 30’,Unavailable,News,The Sunday Times,Unavailable,This morning,3.0,False,False
Kabul after three weeks of Taliban rule,Unavailable,News,The Sunday Times,Unavailable,Last night,4.0,False,False
Learn more about how COVID-19 vaccines work,Unavailable,News,,Unavailable,LIVE,5.0,False,False
Scientists and public health experts say that vaccines are safe for most people,Unavailable,News,,Unavailable,LIVE,6.0,False,False
🚨💰 Trump in advanced talks to sell D.C. hotel,Unavailable,News,Axios,Unavailable,Yesterday,7.0,False,False
The New York Times revealed an undisclosed oil spill in the Gulf of Mexico,Unavailable,News,The New York Times,Unavailable,Yesterday,8.0,False,False
"How to prepare for, prevent and respond to wildfires",Unavailable,News,,Unavailable,LIVE,9.0,False,False
Fact-checkers report the US government is not paying farmers to destroy their crops,Unavailable,News,,Unavailable,Yesterday,10.0,False,False
Caldor Fire shows signs of slowing but overall threat is not over yet,Unavailable,News,,Unavailable,LIVE,11.0,False,False
California Gov. Newsom and allies spent $36 million in August alone to fight the recall,Unavailable,News,Los Angeles Times,Unavailable,1 hour ago,12.0,False,False
Thai Prime Minister Prayut Chan-o-cha survives no-confidence motion over COVID-19 handling,Unavailable,News,,Unavailable,4 hours ago,13.0,False,False
Here's what the Taliban did after the last U.S. troops left Afghanistan,Unavailable,News,Los Angeles Times,Unavailable,"August 30, 2021",14.0,False,False
What’s going on with McDonald’s ice cream machines? The FTC wants to figure out why they always seem to be broken when you try to order a McFlurry ​​🍦,Unavailable,News,The Boston Globe,Unavailable,"September 2, 2021",15.0,False,False
UN Peacekeepers Fathered A Generation of Children. The Families They Left Behind Are Desperate For Help.,Unavailable,News,BuzzFeed News,Unavailable,"August 30, 2021",16.0,False,False
