article_headline,article_url,article_topic,source_name,source_url,article_datetime,article_position,article_isopinion,article_isad
What to know about COVID-19 vaccine booster shots,Unavailable,News,,Unavailable,4 hours ago,1.0,False,False
Ultra-Vaxxed Israel’s Crisis Is a Dire Warning to America,Unavailable,News,The Daily Beast,Unavailable,Yesterday,2.0,False,False
COVID-19: News and updates for Virginia,Unavailable,News,,Unavailable,LIVE,3.0,False,False
"In Afghanistan, they climbed mountains. Now, these girls are on the run from the Taliban",Unavailable,News,San Francisco Chronicle,Unavailable,This afternoon,4.0,False,False
Experts say masks are safe and effective in preventing spread of COVID-19,Unavailable,News,,Unavailable,LIVE,5.0,False,False
Texas Gov. Greg Abbott bans mandates on COVID-19 vaccines regardless of whether they have full FDA approval,Unavailable,News,Texas Tribune,Unavailable,This afternoon,6.0,False,False
What is ‘close contact’ in the era of the delta variant?,Unavailable,News,San Francisco Chronicle,Unavailable,Earlier today,7.0,False,False
Can't find everything you want at the grocery store? Here's why.,Unavailable,News,The Wall Street Journal,Unavailable,"August 24, 2021",8.0,False,False
"Many older Americans still aren’t vaccinated, making the Delta wave deadlier",Unavailable,News,The New York Times,Unavailable,Yesterday,9.0,False,False
"Afghan teen who clung to U.S. plane and fell to his death said ""I have to try"" to get out",Unavailable,News,The Wall Street Journal,Unavailable,Earlier today,10.0,False,False
"Covid vaccine effectiveness declined after delta variant surged, CDC says",Unavailable,News,Bloomberg Quicktake,Unavailable,Earlier today,11.0,False,False
The cotton tote bag crisis,Unavailable,News,The New York Times,Unavailable,Yesterday,12.0,False,False
Afghan all-girl robotics team members land in Mexico after fleeing Taliban,Unavailable,News,Reuters,Unavailable,This afternoon,13.0,False,False
"COVID-19 vaccines are extremely effective at preventing serious illness and deaths, trials show",Unavailable,News,,Unavailable,LIVE,14.0,False,False
I 3D-Printed a Glock to See How Far Homemade Guns Have Come,Unavailable,News,VICE News,Unavailable,This afternoon,15.0,False,False
From free community college to higher taxes on the rich: How the $3.5 trillion plan House Democrats just voted on would affect you,Unavailable,News,Politics Insider,Unavailable,This morning,16.0,False,False
"'It’s the most thriving, the most lucrative industry in Nigeria': Desperate parents sell their homes and land to free kidnapped children",Unavailable,News,Reuters,Unavailable,Yesterday,17.0,False,False
"U.S. communities prepare to house up to 50,000 Afghan refugees",Unavailable,News,Bloomberg Quicktake,Unavailable,This afternoon,18.0,False,False
South Lake Tahoe could see an evacuation warning as the Caldor Fire nears,Unavailable,News,SFGATE,Unavailable,This afternoon,19.0,False,False
Summer of terror and heartbreak for those in the path of California wildfires,Unavailable,News,Los Angeles Times,Unavailable,This afternoon,20.0,False,False
